71,301.784404,-0.802923
73,300.786698,-2.897309
77,299.343291,-9.266182
107,290.320079,-22.665951
190,350.37107,22.601997
191,353.030872,20.523722
199,317.524719,7.720908
200,18.472546,-36.185135
201,39.337216,-33.649212
335,317.949032,-2.601541
336,331.522202,-5.358106
337,332.95866,-9.74529
340,341.682044,-25.397381
341,342.004602,-28.520452
342,336.499385,-14.951735
343,339.527763,-2.898578
358,320.251316,-62.349483
359,275.243254,-67.344978
360,330.882453,-68.058838
361,313.939972,-65.175064
362,343.910972,-2.842278
383,53.51384,-60.141155
384,53.352817,-60.014744
385,7.938227,-68.358047
386,81.262462,-68.003197
396,307.3036,2.802408
442,77.535265,-76.139549
443,0.380625,-72.605904
444,36.962979,-77.418556
472,350.948748,-71.46669
473,324.706958,-74.12532
474,270.911141,-68.336494
475,270.850995,-70.334862
476,275.142279,-73.818008
488,279.619989,-60.224586
489,275.594826,-62.77129
490,279.639144,-62.831547
491,274.119028,-57.447151
496,1.563059,-24.503414
497,25.217215,-6.162648
498,8.329766,-19.497393
499,13.664972,-21.473104
500,83.914406,-81.611832
516,344.985023,-60.825615
523,342.951845,-44.784592
524,340.561962,-34.277447
525,333.810657,-48.693981
526,328.435274,-43.235855
527,324.112987,-48.055225
528,325.805599,-49.067699
529,330.781124,-43.232441
530,315.609929,-2.502823
531,308.375709,-11.445525
532,320.494029,-10.315129
533,303.223696,-22.990753
544,39.030489,-70.807213
545,47.20953,-64.565247
546,51.287581,-65.005333
634,323.250999,-30.140495
635,312.554409,-38.241081
636,309.60907,-35.300629
637,354.768105,0.123617
638,358.993272,21.165968
639,344.828595,4.35854
661,54.759151,-51.299713
662,60.907656,-50.235638
663,58.402734,-39.53178
664,67.687933,-46.521732
665,45.358316,-5.041418
666,50.81149,-11.658801
667,48.94446,-19.346401
668,26.703149,-49.646698
716,305.907016,-9.13204
748,19.20989,21.051805
749,15.389841,11.942099
771,332.495492,22.041451
772,334.827781,12.254126
773,331.553017,14.857541
774,330.28321,15.603873
775,325.276137,11.016935
776,336.700398,19.962057
778,2.710978,5.088806
779,4.260281,2.371436
780,6.726173,8.562753
836,294.459922,-41.728039
837,307.218329,-32.096596
838,309.659294,-45.256695
891,280.830511,-38.58606
892,283.102537,-43.089161
893,285.096198,-44.776604
894,282.034283,-43.969391
895,308.543172,-47.83728
905,315.22363,12.506973
909,305.083118,-16.982304
910,304.267906,-15.524342
911,320.506637,-21.624388
912,319.881714,-23.772202
968,292.924189,-28.774242
969,288.954025,-31.877666
970,300.600012,-35.274673
971,295.014073,-31.608826
972,300.845736,-40.851185
973,293.300428,-46.089314
1003,288.495527,-25.808058
1015,269.775171,-68.556816
1016,267.90371,-69.920135
