638,358.993272,21.165968
778,2.710978,5.088806
779,4.260281,2.371436
780,6.726173,8.562753
749,15.389841,11.942099
496,1.563059,-24.503414
498,8.329766,-19.497393
497,25.217215,-6.162648
499,13.664972,-21.473104
665,45.358316,-5.041418
667,48.94446,-19.346401
201,39.337216,-33.649212
200,18.472546,-36.185135
663,58.402734,-39.53178
662,60.907656,-50.235638
661,54.759151,-51.299713
668,26.703149,-49.646698
384,53.352817,-60.014744
383,53.51384,-60.141155
546,51.287581,-65.005333
545,47.20953,-64.565247
338,359.044478,-39.052406
544,39.030489,-70.807213
444,36.962979,-77.418556
385,7.938227,-68.358047
443,0.380625,-72.605904
472,350.948748,-71.46669
516,344.985023,-60.825615
473,324.706958,-74.12532
360,330.882453,-68.058838
361,313.939972,-65.175064
358,320.251316,-62.349483
523,342.951845,-44.784592
525,333.810657,-48.693981
528,325.805599,-49.067699
527,324.112987,-48.055225
895,308.543172,-47.83728
529,330.781124,-43.232441
973,293.300428,-46.089314
526,328.435274,-43.235855
838,309.659294,-45.256695
836,294.459922,-41.728039
972,300.845736,-40.851185
635,312.554409,-38.241081
970,300.600012,-35.274673
636,309.60907,-35.300629
971,295.014073,-31.608826
968,292.924189,-28.774242
837,307.218329,-32.096596
524,340.561962,-34.277447
634,323.250999,-30.140495
533,303.223696,-22.990753
909,305.083118,-16.982304
912,319.881714,-23.772202
910,304.267906,-15.524342
911,320.506637,-21.624388
531,308.375709,-11.445525
341,342.004602,-28.520452
716,305.907016,-9.13204
532,320.494029,-10.315129
340,341.682044,-25.397381
530,315.609929,-2.502823
335,317.949032,-2.601541
342,336.499385,-14.951735
337,332.95866,-9.74529
336,331.522202,-5.358106
775,325.276137,11.016935
774,330.28321,15.603873
343,339.527763,-2.898578
773,331.553017,14.857541
772,334.827781,12.254126
362,343.910972,-2.842278
639,344.828595,4.35854
191,353.030872,20.523722
637,354.768105,0.123617
