0,359.513835,-78.138695
1,74.12296,-77.362648
2,71.307358,-62.454159
3,75.041632,-54.491379
4,76.347985,-52.317024
5,359.189725,-61.265945
6,40.052782,-65.595322
7,57.790158,-61.385685
8,66.103311,-52.96331
9,72.586178,-43.951115
10,359.614512,-46.818893
11,31.516698,-56.854225
12,46.955907,-52.153126
13,60.477184,-48.26202
14,71.040684,-39.897652
15,18.874247,-33.431129
16,30.526491,-38.607994
17,44.273057,-43.612133
18,57.060387,-42.582119
19,69.909066,-37.421795
20,25.308595,-21.491402
21,35.333815,-26.220795
22,46.815669,-27.842911
23,58.038262,-30.480301
24,70.010879,-34.950516
25,33.994117,-9.102747
26,42.531141,-14.930076
27,51.440013,-19.450872
28,61.205874,-25.263304
29,71.849106,-28.955652
30,44.529393,1.871712
31,51.342286,-4.742032
32,57.965511,-12.62149
33,66.06738,-19.17112
34,74.371762,-25.800745
35,55.630582,12.4734
36,61.128028,0.795768
37,66.489429,-5.632578
38,71.888032,-16.098761
39,77.957341,-24.103178
40,65.942486,19.950373
41,70.784142,5.765455
42,74.125074,0.429495
43,78.208716,-11.083676
44,83.061231,-22.450453
45,74.416838,11.14427
46,84.298395,-7.389986
47,86.377604,-17.001966
48,95.760955,22.490211
49,88.788713,7.500907
50,120.837457,18.205477
51,101.279295,-16.689924
52,135.306603,9.269678
53,127.114422,0.96598
54,145.996986,-2.361432
55,136.936987,-5.77397
56,156.060306,-15.891975
57,146.647236,-19.085238
58,162.233009,-30.513498
59,148.975991,-27.888081
60,167.739105,-31.887632
61,137.024865,-43.419872
62,184.404482,-67.917717
63,108.366623,-44.661438
64,113.71374,-85.524391
65,104.093138,-46.087173
