ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,prox,gal_contam,mp_flg,j_h,h_k,j_k
278.775239,-54.575268,0.06,0.06,90,18350605-5434309,8.368,0.017,0.024,14629.5,8.009,0.021,0.026,9339.2,7.893,0.015,0.021,5299.3,AAA,111,111,000,566656,10.6,0,0,0.3590,0.1160,0.4750
296.446274,35.609829,0.07,0.06,0,19454710+3536353,8.867,0.027,0.032,9563.8,8.009,0.011,0.018,9339.2,7.742,0.013,0.020,6754.9,AAA,111,111,000,666656,12.3,0,0,0.8580,0.2670,1.1250
132.277728,-19.262964,0.06,0.06,0,08490665-1915466,8.662,0.023,0.029,11551.3,8.009,0.063,0.065,11893.5,7.834,0.027,0.031,5221.8,AAA,111,111,000,666634,30.8,0,0,0.6530,0.1750,0.8280
38.693028,52.763271,0.06,0.06,90,02344632+5245477,8.310,0.031,0.035,13441.0,8.009,0.013,0.020,7591.2,7.980,0.009,0.017,6017.6,AAA,111,111,000,665566,18.1,0,0,0.3010,0.0290,0.3300
21.043726,35.542862,0.09,0.06,90,01241049+3532343,8.548,0.011,0.020,13281.0,8.009,0.015,0.021,8420.0,7.906,0.017,0.023,6668.4,AAA,111,111,000,666656,13.2,0,0,0.5390,0.1030,0.6420
319.814929,-33.978806,0.08,0.06,90,21191558-3358437,8.768,0.011,0.020,12889.3,8.009,0.035,0.038,9667.4,7.846,0.009,0.017,7047.3,AAA,111,111,000,566666,45.1,0,0,0.7590,0.1630,0.9220
208.957155,-45.924370,0.06,0.06,0,13554971-4555277,8.709,0.023,0.029,10323.6,8.009,0.031,0.034,7858.0,7.846,0.019,0.024,5728.2,AAA,111,111,000,666656,20.2,0,0,0.7000,0.1630,0.8630
210.705107,-43.727665,0.07,0.06,0,14024922-4343395,8.480,0.009,0.019,12747.6,8.009,0.021,0.026,9022.1,7.902,0.019,0.024,5440.3,AAA,111,111,000,677766,18.1,0,0,0.4710,0.1070,0.5780
129.341294,-58.811798,0.06,0.06,90,08372191-5848424,8.494,0.021,0.027,14448.7,8.009,0.067,0.069,9667.4,7.861,0.025,0.029,5848.2,AAA,111,111,000,777767,25.8,0,0,0.4850,0.1480,0.6330
132.612893,-56.346252,0.06,0.06,0,08502709-5620465,8.952,0.015,0.023,10153.8,8.009,0.033,0.036,11893.5,7.693,0.011,0.018,6826.8,AAA,111,111,000,666655,11.0,0,0,0.9430,0.3160,1.2590
301.900588,19.270456,0.06,0.06,90,20073614+1916136,8.698,0.015,0.023,10795.2,8.009,0.043,0.045,8420.0,7.783,0.013,0.020,7214.7,AAA,111,111,000,666666,11.2,0,0,0.6890,0.2260,0.9150
220.287552,-69.978050,0.08,0.06,0,14410901-6958409,8.607,0.019,0.026,9217.9,8.009,0.023,0.027,7591.2,7.816,0.011,0.018,4786.5,AAA,111,111,000,666666,11.1,0,0,0.5980,0.1930,0.7910
221.014611,-29.698177,0.07,0.06,90,14440350-2941534,8.550,0.009,0.019,13722.4,8.009,0.023,0.027,10007.1,7.897,0.009,0.017,5856.3,AAA,111,111,000,666666,29.7,0,0,0.5410,0.1120,0.6530
5.921979,75.054474,0.07,0.06,0,00234127+7503161,8.461,0.027,0.032,12106.8,8.009,0.035,0.038,7858.0,7.841,0.015,0.021,5188.2,AAA,111,111,000,666666,16.0,0,0,0.4520,0.1680,0.6200
221.121434,-69.455826,0.10,0.06,0,14442914-6927209,8.312,0.013,0.021,12520.7,8.009,0.027,0.031,8134.1,7.859,0.025,0.029,4762.3,AAA,111,111,000,666666,15.5,0,0,0.3030,0.1500,0.4530
237.804977,-67.377235,0.07,0.06,0,15511319-6722380,8.537,0.027,0.032,12095.7,8.009,0.027,0.031,7591.2,7.896,0.021,0.026,5284.7,AAA,111,111,000,666666,22.9,0,0,0.5280,0.1130,0.6410
109.682618,-54.502975,0.07,0.06,0,07184382-5430107,8.937,0.023,0.029,9607.9,8.009,0.053,0.055,10722.8,7.707,0.019,0.024,6739.4,AAA,111,111,000,666666,25.6,0,0,0.9280,0.3020,1.2300
260.711309,-16.226711,0.06,0.06,0,17225071-1613361,8.605,0.003,0.017,9234.9,8.009,0.023,0.027,7084.5,7.876,0.029,0.033,5200.2,AAA,111,111,000,666656,14.2,0,0,0.5960,0.1330,0.7290
261.167221,-16.042053,0.06,0.06,90,17244013-1602313,8.887,0.021,0.024,7122.5,8.009,0.027,0.031,7084.5,7.795,0.015,0.021,5603.0,AAA,211,111,000,666666,18.6,0,0,0.8780,0.2140,1.0920
264.702219,-20.460608,0.06,0.06,90,17384853-2027381,8.834,0.017,0.024,2563.5,8.009,0.041,0.044,2788.1,7.639,0.019,0.024,6696.1,AAA,111,111,000,676655,11.2,0,0,0.8250,0.3700,1.1950
86.959320,85.843163,0.13,0.08,0,05475023+8550353,8.531,0.013,0.021,13490.6,8.009,0.049,0.051,8420.0,7.865,0.029,0.033,6462.8,AAA,111,111,000,666655,19.1,0,0,0.5220,0.1440,0.6660
180.412921,-62.056293,0.06,0.06,0,12013910-6203226,9.496,0.021,0.024,3926.7,8.009,0.057,0.059,7333.5,7.309,0.019,0.024,7903.5,AAA,211,111,00s,665566,11.5,0,0,1.4870,0.7000,2.1870
22.573060,30.029102,0.06,0.06,90,01301753+3001447,8.524,0.019,0.026,14055.0,8.009,0.017,0.023,9667.4,7.885,0.023,0.027,7540.8,AAA,111,111,000,666666,33.1,0,0,0.5150,0.1240,0.6390
241.114796,-68.649956,0.08,0.06,0,16042755-6838598,8.803,0.023,0.029,10501.0,8.009,0.029,0.033,9667.4,7.828,0.023,0.027,6686.8,AAA,111,111,000,666666,16.6,0,0,0.7940,0.1810,0.9750
245.768270,0.593651,0.08,0.07,90,16230438+0035371,8.728,0.023,0.029,11647.4,8.009,0.027,0.031,10358.8,7.767,0.015,0.021,6160.6,AAA,111,111,000,666655,26.8,0,0,0.7190,0.2420,0.9610
145.920255,-63.452007,0.06,0.06,90,09434086-6327072,8.533,0.017,0.024,14428.8,8.009,0.035,0.038,13192.0,7.896,0.029,0.033,6067.6,AAA,111,111,000,666666,11.4,0,0,0.5240,0.1130,0.6370
269.927334,-28.232952,0.06,0.06,90,17594256-2813586,9.123,0.018,0.022,1019.1,8.009,0.027,0.031,1549.9,7.479,0.019,0.024,1757.2,AAA,211,111,000,666666,12.0,0,0,1.1140,0.5300,1.6440
328.615627,60.528942,0.07,0.07,90,21542775+6031441,8.784,0.023,0.029,9973.1,8.009,0.037,0.040,8134.1,7.867,0.013,0.020,5815.9,AAA,111,111,000,666666,11.0,0,0,0.7750,0.1420,0.9170
267.906834,-23.264462,0.06,0.06,90,17513764-2315520,9.043,0.011,0.020,2345.5,8.009,0.021,0.026,2513.7,7.735,0.015,0.021,2330.3,AAA,111,111,000,666666,11.9,0,0,1.0340,0.2740,1.3080
270.307008,-16.121584,0.06,0.06,90,18011368-1607177,9.284,0.031,0.033,5114.8,8.009,0.047,0.049,7084.5,7.474,0.027,0.031,7274.8,EAA,211,111,000,666656,12.0,0,0,1.2750,0.5350,1.8100
261.346149,-27.315079,0.06,0.06,90,17252307-2718542,9.210,0.023,0.026,2309.0,8.009,0.023,0.027,2987.5,7.634,0.013,0.020,3739.6,AAA,211,111,ddd,666666,10.6,0,0,1.2010,0.3750,1.5760
271.401246,-14.447941,0.06,0.06,90,18053629-1426525,9.476,0.019,0.022,4140.3,8.009,0.027,0.031,6611.7,7.275,0.013,0.020,8441.5,AAA,211,111,000,666666,18.0,0,0,1.4670,0.7340,2.2010
123.309263,-43.655579,0.06,0.06,90,08131422-4339200,8.530,0.015,0.023,13044.6,8.009,0.021,0.026,9667.4,7.908,0.023,0.027,5410.3,AAA,111,111,000,665566,13.2,0,0,0.5210,0.1010,0.6220
123.168373,-44.342243,0.06,0.06,90,08124040-4420320,8.310,0.019,0.026,15432.3,8.009,0.029,0.033,10007.1,7.967,0.023,0.027,5124.1,AAA,111,111,000,676755,26.0,0,0,0.3010,0.0420,0.3430
81.786302,-9.002244,0.06,0.06,90,05270871-0900080,8.762,0.021,0.027,12520.7,8.009,0.037,0.040,10722.8,7.815,0.019,0.024,6315.7,AAA,111,111,000,665666,37.4,0,0,0.7530,0.1940,0.9470
282.585436,-43.977535,0.06,0.06,90,18502050-4358391,8.824,0.017,0.024,9286.0,8.009,0.029,0.033,8420.0,7.779,0.011,0.018,6307.0,AAA,111,111,000,776767,17.9,0,0,0.8150,0.2300,1.0450
279.760216,-22.009281,0.06,0.06,90,18390245-2200334,8.904,0.005,0.018,8626.4,8.009,0.057,0.059,9022.1,7.736,0.021,0.026,6561.8,AAA,111,111,000,666666,10.6,0,0,0.8950,0.2730,1.1680
270.566185,10.041365,0.07,0.06,0,18021588+1002289,8.077,0.015,0.023,17243.7,8.009,0.023,0.027,7333.5,7.974,0.015,0.021,5647.0,AAA,111,111,000,666666,10.5,0,0,0.0680,0.0350,0.1030
277.689985,-12.008966,0.08,0.06,0,18304559-1200322,9.755,0.023,0.026,1907.4,8.009,0.039,0.042,4220.0,7.197,0.019,0.024,7122.3,AAA,211,111,000,666666,10.2,0,0,1.7460,0.8120,2.5580
277.440864,-14.620755,0.06,0.06,0,18294580-1437147,9.216,0.023,0.026,3243.6,8.009,0.027,0.031,4845.2,7.562,0.013,0.020,5088.9,AAA,211,111,000,666656,10.6,0,0,1.2070,0.4470,1.6540
309.953039,-67.861252,0.06,0.06,0,20394872-6751405,8.894,0.027,0.032,9012.2,8.009,0.033,0.036,8134.1,7.846,0.025,0.029,6353.6,AAA,111,111,000,666755,52.9,0,0,0.8850,0.1630,1.0480
271.207213,3.533481,0.09,0.07,0,18044973+0332005,8.223,0.031,0.035,14562.3,8.009,0.021,0.026,9022.1,7.945,0.005,0.016,4714.3,AAA,111,111,000,666656,13.2,0,0,0.2140,0.0640,0.2780
278.694029,-2.927053,0.06,0.06,90,18344656-0255373,8.215,0.013,0.021,14670.0,8.009,0.037,0.040,8420.0,7.907,0.013,0.020,4882.2,AAA,111,111,000,566666,10.7,0,0,0.2060,0.1020,0.3080
246.073042,-39.321075,0.06,0.06,90,16241753-3919158,8.976,0.013,0.021,8356.6,8.009,0.047,0.049,10358.8,7.617,0.007,0.016,6833.1,AAA,111,111,000,666666,13.0,0,0,0.9670,0.3920,1.3590
297.070318,37.436001,0.06,0.06,0,19481687+3726096,8.626,0.015,0.023,14191.6,8.009,0.019,0.024,10007.1,7.854,0.027,0.031,6758.0,AAA,111,111,000,666666,12.7,0,0,0.6170,0.1550,0.7720
250.698537,-37.866199,0.06,0.06,90,16424764-3751583,8.058,0.019,0.026,17548.1,8.009,0.043,0.045,9022.1,7.956,0.009,0.017,4830.8,AAA,111,111,000,666666,13.9,0,0,0.0490,0.0530,0.1020
277.648564,1.567032,0.06,0.06,90,18303565+0134013,9.134,0.018,0.022,5480.6,8.009,0.055,0.057,6844.0,7.661,0.021,0.026,6561.8,AAA,211,111,000,666666,17.6,0,0,1.1250,0.3480,1.4730
329.136115,57.819721,0.07,0.06,0,21563266+5749109,8.569,0.027,0.032,11345.7,8.009,0.041,0.044,7858.0,7.833,0.025,0.029,6211.8,AAA,111,111,000,666666,18.4,0,0,0.5600,0.1760,0.7360
280.488702,-22.749414,0.06,0.06,90,18415728-2244578,8.938,0.017,0.024,8360.5,8.009,0.061,0.063,8420.0,7.677,0.029,0.033,6928.2,AAA,111,111,000,666656,13.2,0,0,0.9290,0.3320,1.2610
286.997452,14.985074,0.06,0.06,90,19075938+1459062,9.201,0.013,0.018,5715.2,8.009,0.009,0.017,8134.1,7.455,0.019,0.024,6447.9,AAA,211,111,000,666666,13.8,0,0,1.1920,0.5540,1.7460
326.160599,60.089355,0.08,0.06,90,21443854+6005216,9.251,0.031,0.035,6950.7,8.009,0.033,0.036,8134.1,7.576,0.025,0.029,7870.8,AAA,111,111,000,666656,24.1,0,0,1.2420,0.4330,1.6750
209.781265,-62.084061,0.07,0.06,0,13590750-6205026,9.014,0.021,0.024,6121.1,8.009,0.027,0.031,7084.5,7.710,0.017,0.023,5277.4,AAA,211,111,00d,665555,11.4,0,0,1.0050,0.2990,1.3040
215.820415,-59.357635,0.07,0.06,0,14231689-5921274,8.812,0.009,0.019,7631.9,8.009,0.043,0.045,8715.9,7.768,0.023,0.027,5360.7,AAA,111,111,000,666645,16.2,0,0,0.8030,0.2410,1.0440
332.047555,69.965775,0.06,0.06,90,22081141+6957567,7.996,0.027,0.032,20607.7,8.009,0.039,0.042,9667.4,8.035,0.019,0.024,4982.2,AAA,111,111,000,666666,18.2,0,0,-0.0130,-0.0260,-0.0390
128.637400,-29.430807,0.06,0.06,90,08343297-2925509,8.982,0.021,0.027,9541.8,8.009,0.033,0.036,11489.7,7.753,0.027,0.031,7165.1,AAA,111,111,000,776766,10.9,0,0,0.9730,0.2560,1.2290
248.094710,-26.580986,0.06,0.06,90,16322273-2634515,8.942,0.019,0.026,8925.5,8.009,0.041,0.044,8715.9,7.758,0.015,0.021,6430.1,AAA,111,111,000,666656,15.6,0,0,0.9330,0.2510,1.1840
131.125199,-26.859035,0.06,0.06,90,08443004-2651325,8.805,0.021,0.027,8519.8,8.009,0.019,0.024,8420.0,7.856,0.017,0.023,5483.0,AAA,111,111,000,666666,27.3,0,0,0.7960,0.1530,0.9490
127.625220,-30.946154,0.11,0.06,0,08303005-3056461,8.896,0.043,0.046,9639.0,8.009,0.053,0.055,10007.1,7.772,0.017,0.023,6347.8,AAA,111,111,000,666666,15.1,0,0,0.8870,0.2370,1.1240
280.545149,-21.430750,0.06,0.06,90,18421083-2125507,9.076,0.013,0.021,7362.6,8.009,0.033,0.036,8134.1,7.510,0.009,0.017,7805.9,AAA,111,111,000,556666,13.8,0,0,1.0670,0.4990,1.5660
145.353652,-55.459171,0.06,0.06,90,09412487-5527330,9.494,0.018,0.022,5186.0,8.009,0.033,0.036,9022.1,7.308,0.009,0.017,9402.0,AAA,211,111,000,666656,13.7,0,0,1.4850,0.7010,2.1860
248.683567,-28.216276,0.06,0.06,90,16344405-2812585,8.984,0.021,0.027,9200.9,8.009,0.039,0.042,9339.2,7.637,0.017,0.023,7440.8,AAA,111,111,000,777766,12.7,0,0,0.9750,0.3720,1.3470
231.064336,-50.817394,0.06,0.06,90,15241544-5049026,8.847,0.019,0.026,8484.6,8.009,0.039,0.042,8715.9,7.734,0.021,0.026,6350.7,AAA,111,111,000,556666,11.0,0,0,0.8380,0.2750,1.1130
263.810727,-11.758477,0.07,0.07,90,17351457-1145305,8.869,0.015,0.023,9546.2,8.009,0.043,0.045,11489.7,7.731,0.021,0.026,6823.7,AAA,111,111,000,666666,18.2,0,0,0.8600,0.2780,1.1380
230.879226,-52.035568,0.06,0.06,90,15233101-5202080,9.128,0.015,0.023,6780.0,8.009,0.023,0.027,9022.1,7.584,0.023,0.027,7291.6,AAA,111,111,000,677767,14.5,0,0,1.1190,0.4250,1.5440
127.614017,42.096401,0.06,0.06,90,08302736+4205470,8.516,0.013,0.021,11913.2,8.009,0.011,0.018,7858.0,7.929,0.014,0.017,4784.3,AAA,112,111,000,665566,11.6,0,0,0.5070,0.0800,0.5870
246.207022,-51.074108,0.06,0.06,0,16244968-5104267,9.630,0.017,0.021,2725.4,8.009,0.037,0.040,5015.4,7.312,0.017,0.023,5775.9,AAA,211,111,000,666667,10.3,0,0,1.6210,0.6970,2.3180
241.111675,-48.850552,0.06,0.06,90,16042680-4851019,8.713,0.017,0.024,8076.6,8.009,0.039,0.042,6170.4,7.797,0.015,0.021,4242.5,AAA,111,111,000,666666,13.5,0,0,0.7040,0.2120,0.9160
281.001114,-13.292465,0.06,0.06,90,18440026-1317328,9.098,0.021,0.027,6283.9,8.009,0.051,0.053,8420.0,7.455,0.009,0.017,8211.5,AAA,111,111,d0d,777767,13.4,0,0,1.0890,0.5540,1.6430
139.391164,-48.467518,0.06,0.06,90,09173387-4828030,8.991,0.029,0.034,7691.8,8.009,0.029,0.033,9339.2,7.682,0.011,0.018,5802.6,AAA,111,111,000,777766,16.4,0,0,0.9820,0.3270,1.3090
290.897201,35.495365,0.07,0.06,0,19233532+3529433,8.895,0.049,0.052,10337.8,8.009,0.061,0.063,9667.4,7.795,0.023,0.027,7386.2,AAA,111,111,000,666655,13.5,0,0,0.8860,0.2140,1.1000
256.985212,-51.973656,0.06,0.06,90,17075645-5158251,9.008,0.027,0.032,6827.0,8.009,0.013,0.020,7858.0,7.614,0.009,0.017,6852.0,AAA,111,111,000,666666,11.9,0,0,0.9990,0.3950,1.3940
219.613367,-62.768085,0.06,0.06,90,14382720-6246051,9.051,0.020,0.023,5333.7,8.009,0.033,0.036,7333.5,7.591,0.007,0.016,5495.7,AAA,211,111,000,666666,11.2,0,0,1.0420,0.4180,1.4600
304.460463,-38.698849,0.06,0.06,90,20175051-3841558,8.657,0.015,0.023,13792.1,8.009,0.031,0.034,10722.8,7.866,0.023,0.027,6237.6,AAA,111,111,000,666656,21.7,0,0,0.6480,0.1430,0.7910
52.461755,63.227474,0.06,0.06,90,03295082+6313389,9.168,0.015,0.023,7248.2,8.009,0.037,0.040,8420.0,7.707,0.017,0.023,6976.2,AAA,111,111,000,677777,23.6,0,0,1.1590,0.3020,1.4610
301.878192,-33.932724,0.06,0.06,90,20073076-3355578,8.519,0.025,0.030,10347.4,8.009,0.029,0.033,7591.2,7.865,0.027,0.031,5437.8,AAA,111,111,000,666666,33.2,0,0,0.5100,0.1440,0.6540
77.856176,57.972885,0.06,0.06,90,05112548+5758223,8.928,0.021,0.027,9041.3,8.009,0.027,0.031,9022.1,7.690,0.009,0.017,8718.1,AAA,111,111,000,666666,28.2,0,0,0.9190,0.3190,1.2380
307.963078,-26.910408,0.06,0.06,90,20315113-2654374,8.378,0.009,0.019,16077.9,8.009,0.037,0.040,10722.8,7.901,0.023,0.027,6252.0,AAA,111,111,000,666666,20.0,0,0,0.3690,0.1080,0.4770
99.246884,-40.863106,0.06,0.06,0,06365925-4051471,8.781,0.027,0.032,9661.2,8.009,0.031,0.034,10722.8,7.855,0.011,0.018,5301.8,AAA,111,111,000,666666,34.6,0,0,0.7720,0.1540,0.9260
310.015316,-28.257175,0.06,0.06,0,20400367-2815258,8.729,0.019,0.026,10135.1,8.009,0.023,0.027,9022.1,7.863,0.025,0.029,5447.8,AAA,111,111,000,666666,32.9,0,0,0.7200,0.1460,0.8660
102.148372,-3.775265,0.06,0.06,90,06483560-0346309,8.377,0.017,0.024,16092.7,8.009,0.043,0.045,9667.4,7.841,0.027,0.031,6166.2,AAA,111,111,000,666666,24.9,0,0,0.3680,0.1680,0.5360
108.014541,-47.606724,0.06,0.06,90,07120348-4736242,8.584,0.017,0.024,11990.3,8.009,0.031,0.034,8420.0,7.873,0.015,0.021,5587.5,AAA,111,111,000,665566,49.8,0,0,0.5750,0.1360,0.7110
93.872656,-13.369894,0.06,0.06,90,06152943-1322116,8.951,0.039,0.043,10163.2,8.009,0.033,0.036,11099.7,7.754,0.021,0.026,6453.9,AAA,111,111,000,666666,21.7,0,0,0.9420,0.2550,1.1970
138.082864,-65.622673,0.06,0.06,90,09121988-6537216,8.904,0.017,0.024,9243.4,8.009,0.029,0.033,10358.8,7.764,0.019,0.024,6619.4,AAA,111,111,000,666666,17.2,0,0,0.8950,0.2450,1.1400
178.816552,-2.541165,0.07,0.07,90,11551597-0232281,8.338,0.015,0.023,16115.0,8.009,0.031,0.034,10722.8,7.959,0.017,0.023,5343.4,AAA,111,111,000,666666,43.2,0,0,0.3290,0.0500,0.3790
28.922649,-43.850845,0.07,0.06,90,01554143-4351030,8.282,0.015,0.023,15297.8,8.009,0.049,0.051,10358.8,7.867,0.023,0.027,6231.9,AAA,111,111,000,666666,63.9,0,0,0.2730,0.1420,0.4150
178.648646,-12.485037,0.08,0.07,90,11543567-1229061,8.873,0.017,0.021,10191.3,8.009,0.019,0.024,11489.7,7.761,0.013,0.020,6194.7,AAA,211,111,000,666666,90.3,0,0,0.8640,0.2480,1.1120
143.128381,-1.842267,0.07,0.06,0,09323081-0150321,8.277,0.021,0.027,15368.5,8.009,0.039,0.042,9667.4,7.932,0.019,0.024,5112.3,AAA,111,111,000,776667,22.7,0,0,0.2680,0.0770,0.3450
301.050700,58.536125,0.11,0.06,0,20041216+5832100,8.867,0.033,0.037,11366.6,8.009,0.007,0.016,10358.8,7.773,0.017,0.023,6564.8,AAA,111,111,000,665656,19.5,0,0,0.8580,0.2360,1.0940
176.928018,-40.328068,0.06,0.06,90,11474272-4019410,8.622,0.011,0.020,10805.1,8.009,0.019,0.024,10722.8,7.865,0.021,0.026,5437.8,AAA,111,111,000,666646,28.2,0,0,0.6130,0.1440,0.7570
178.508015,-41.422009,0.06,0.06,90,11540192-4125192,8.032,0.015,0.023,20636.2,8.009,0.039,0.042,11893.5,7.958,0.015,0.021,5536.3,AAA,111,111,000,666666,29.6,0,0,0.0230,0.0510,0.0740
97.420513,-13.484038,0.08,0.06,0,06294092-1329025,8.489,0.023,0.029,12213.2,8.009,0.045,0.047,7591.2,7.902,0.027,0.031,4271.9,AAA,111,111,000,666666,36.2,0,0,0.4800,0.1070,0.5870
279.679223,52.724335,0.06,0.06,90,18384301+5243276,8.219,0.017,0.024,17981.7,8.009,0.017,0.023,10358.8,7.905,0.014,0.016,4409.8,AAE,112,111,000,665566,10.9,0,0,0.2100,0.1040,0.3140
152.742883,-30.982418,0.06,0.06,0,10105829-3058567,8.606,0.015,0.023,12590.1,8.009,0.047,0.049,10007.1,7.853,0.021,0.026,5891.4,AAA,111,111,000,666666,42.0,0,0,0.5970,0.1560,0.7530
18.262697,63.907166,0.06,0.06,90,01130304+6354257,8.694,0.015,0.023,9768.6,8.009,0.009,0.017,8420.0,7.826,0.011,0.018,6471.7,AAA,111,111,000,665666,27.6,0,0,0.6850,0.1830,0.8680
226.127158,-54.596874,0.06,0.06,0,15043051-5435487,8.507,0.015,0.023,10107.2,8.009,0.023,0.027,7858.0,7.910,0.019,0.024,4703.5,AAA,111,111,000,666666,10.4,0,0,0.4980,0.0990,0.5970
278.204891,-1.884130,0.06,0.06,90,18324917-0153028,9.877,0.025,0.027,3644.4,8.009,0.025,0.029,10722.8,6.998,0.019,0.024,11674.0,AAA,211,111,000,666655,14.8,0,0,1.8680,1.0110,2.8790
247.042354,-33.072498,0.06,0.06,90,16281016-3304209,9.031,0.019,0.026,9120.7,8.009,0.041,0.044,11099.7,7.671,0.023,0.027,7211.4,AAA,111,111,000,666666,16.3,0,0,1.0220,0.3380,1.3600
152.920001,-53.504086,0.06,0.06,0,10114080-5330147,8.828,0.025,0.030,9251.9,8.009,0.045,0.047,10358.8,7.716,0.031,0.034,6237.6,AAA,111,111,000,666666,10.9,0,0,0.8190,0.2930,1.1120
150.078880,-53.822567,0.07,0.07,0,10001893-5349212,9.033,0.017,0.024,7929.2,8.009,0.041,0.044,9339.2,7.628,0.023,0.027,7002.0,AAA,111,111,000,777767,16.7,0,0,1.0240,0.3810,1.4050
152.345800,-61.784973,0.06,0.06,0,10092299-6147059,8.841,0.021,0.027,9463.0,8.009,0.055,0.057,9667.4,7.782,0.019,0.024,5670.5,AAA,111,111,000,666666,10.6,0,0,0.8320,0.2270,1.0590
