ra,dec,h_m,prox
20.679004,3.412138,9.012,79.1
158.264368,5.598974,9.012,123.5
345.034539,-27.883135,9.012,83.0
355.925937,-19.872780,9.012,77.6
138.542855,26.621881,9.012,93.3
204.679309,25.935047,9.012,75.4
179.000146,61.103241,9.012,87.4
201.794375,20.462093,9.012,106.6
161.712526,0.810208,9.012,91.7
208.056795,14.341109,9.012,90.8
173.203459,44.541286,9.012,83.8
196.945457,39.917000,9.012,90.7
217.361203,40.124500,9.012,76.6
46.398395,7.493292,9.012,105.3
336.917234,-2.885180,9.012,85.6
200.719249,14.983188,9.012,79.7
133.395919,3.679109,9.012,87.8
20.490396,-15.828588,9.013,83.6
205.448831,7.719397,9.013,76.1
195.339451,51.863255,9.013,81.4
154.787769,20.114342,9.013,86.1
212.116237,-17.704800,9.013,99.3
190.449437,-3.749709,9.013,85.8
42.396203,-65.477692,9.013,90.6
42.794167,-54.022240,9.013,77.8
177.395770,12.066150,9.013,80.6
356.484253,12.505720,9.013,79.7
58.172637,19.476414,9.014,75.5
348.050849,-6.757995,9.014,91.3
236.702487,65.169510,9.014,85.8
220.169283,62.964474,9.014,114.7
196.986099,23.115374,9.014,84.1
249.185353,25.227697,9.014,92.9
58.806973,-51.941124,9.014,95.2
12.199210,-61.525169,9.014,83.7
204.232044,13.082025,9.014,76.3
127.879708,34.065346,9.014,82.5
346.511238,-68.825089,9.014,113.0
20.692749,-21.177647,9.014,124.5
132.692741,29.386877,9.014,81.7
10.837871,6.642683,9.015,93.0
152.800908,18.558708,9.015,97.8
184.830787,-2.820915,9.015,86.2
169.021630,32.424469,9.015,139.8
157.220331,22.445326,9.015,100.7
128.452622,28.661242,9.015,87.6
212.047889,16.816965,9.015,81.3
176.620047,74.885124,9.015,76.7
194.122153,24.642700,9.015,75.5
7.876802,-19.361008,9.015,83.5
356.938028,-38.901920,9.015,103.9
11.015364,-15.556656,9.015,76.6
2.137875,-44.159523,9.015,77.5
182.074579,10.698142,9.015,90.3
54.207079,-53.809055,9.015,80.2
180.703198,12.883285,9.016,95.3
206.050879,51.056438,9.016,103.5
340.684150,-80.126701,9.016,89.9
4.055313,3.832732,9.016,118.7
19.392191,-10.418062,9.016,87.9
36.419004,-23.404737,9.016,94.1
67.666963,-46.086323,9.016,83.4
3.093970,-21.568909,9.016,97.1
33.408641,5.536488,9.017,79.4
214.670357,27.215946,9.017,91.7
221.761874,61.009640,9.017,75.7
24.599024,-37.617336,9.017,82.9
43.769494,13.078123,9.018,76.8
336.650911,-42.042980,9.018,79.4
176.388859,10.066376,9.018,78.7
6.832973,-30.091263,9.018,104.8
337.481160,13.108119,9.018,80.3
123.128276,5.039301,9.018,76.2
146.565973,23.177225,9.018,95.3
41.096570,-27.276520,9.018,75.3
170.695738,22.663036,9.018,81.5
39.008382,-30.125708,9.018,93.2
49.883961,-2.011596,9.018,91.7
349.515783,-57.060268,9.018,76.1
167.417963,38.678810,9.019,77.7
212.531907,50.525482,9.019,77.4
157.329699,37.939766,9.019,81.6
149.610557,11.443548,9.019,88.4
242.713853,37.809830,9.019,85.4
18.426380,-31.194386,9.019,107.0
202.325505,29.515572,9.019,83.7
35.718021,-21.023548,9.019,76.9
355.094812,-31.769163,9.019,75.4
186.430875,5.630520,9.020,76.9
201.498189,18.735128,9.020,85.3
50.516829,4.257842,9.020,85.8
358.997138,12.862623,9.020,89.2
218.161206,-4.228204,9.020,96.3
137.518260,11.441263,9.020,78.8
197.995585,22.909504,9.020,77.4
199.587465,23.055086,9.020,82.1
353.347878,-8.401357,9.020,102.3
196.624766,17.036892,9.020,88.9
171.074109,32.550179,9.020,86.5
35.297981,-37.192932,9.020,77.0
211.641659,17.400305,9.021,102.8
247.166351,29.727221,9.021,93.1
211.781373,37.873047,9.021,100.2
169.218476,-16.576015,9.021,92.2
171.314872,74.103218,9.021,117.3
147.758312,59.361259,9.021,77.9
180.471207,14.923930,9.021,126.0
168.544949,6.347446,9.021,75.7
204.355909,3.789985,9.021,116.5
20.964269,-14.287270,9.021,101.0
196.512513,33.862820,9.022,76.3
176.149021,25.536577,9.022,111.2
197.400584,-21.956316,9.022,76.7
196.169162,-2.451967,9.022,98.7
221.988794,-8.654133,9.022,96.4
169.205823,44.907970,9.022,92.7
25.433602,-12.489887,9.022,101.9
174.698594,2.121525,9.022,88.9
15.117506,11.295973,9.022,79.7
164.633826,16.069286,9.022,88.5
181.524242,48.057400,9.022,116.2
130.448254,0.554156,9.022,77.8
59.795069,6.491950,9.023,106.4
358.032875,-37.436447,9.023,79.5
356.306364,29.682383,9.023,86.3
221.604005,-1.019991,9.023,75.2
49.524468,-17.637014,9.023,77.6
162.666407,-23.514711,9.023,90.3
11.432149,-37.286312,9.023,79.7
125.592838,23.793806,9.023,76.9
138.888049,27.265301,9.023,78.3
183.294248,13.200555,9.023,79.3
187.758208,2.290317,9.024,86.2
183.463259,18.376036,9.024,144.0
32.108369,-0.887251,9.024,134.5
4.416794,20.360281,9.024,82.9
146.018549,5.429306,9.024,77.5
167.407535,51.494701,9.024,104.4
9.068103,13.590965,9.024,77.6
198.223475,17.247019,9.024,78.4
67.689130,-25.659433,9.024,78.0
204.057975,-9.038316,9.024,111.0
198.891665,20.484072,9.024,76.7
154.004545,31.747099,9.025,80.9
214.111024,26.881620,9.025,76.6
6.653500,-19.099392,9.025,78.8
234.958700,6.881984,9.025,92.3
16.731642,-32.754566,9.025,98.2
22.864152,-11.715507,9.025,87.5
225.111883,15.230974,9.025,76.0
353.062480,-60.716045,9.025,78.1
23.279781,-17.097494,9.025,89.1
58.275536,-30.135538,9.025,90.8
344.827477,-6.284112,9.025,75.6
153.547583,49.698872,9.025,103.4
210.385609,49.891785,9.025,82.7
348.982141,-71.711060,9.025,83.2
26.683046,1.515881,9.025,93.3
36.403523,-0.322202,9.025,104.6
132.694108,57.345993,9.025,84.7
225.935522,11.686000,9.026,78.3
230.902519,38.630264,9.026,75.8
185.726792,41.413006,9.026,94.2
155.186831,74.914574,9.026,90.9
340.427409,-27.083185,9.026,82.1
217.251232,62.725723,9.026,124.9
142.681929,37.669304,9.026,88.7
40.619985,-23.684069,9.026,79.5
189.836964,47.601669,9.026,88.7
50.861265,-58.063427,9.026,81.4
161.214193,16.577454,9.026,76.1
195.670922,73.269104,9.027,77.7
291.168311,71.907654,9.027,84.8
224.687039,-2.196133,9.027,86.1
31.836727,-64.160370,9.027,91.1
69.965883,-46.716011,9.027,80.6
8.203294,-3.926083,9.027,142.1
175.207765,29.918974,9.027,78.7
137.475507,78.464745,9.027,79.5
206.492799,20.034613,9.028,115.5
147.435861,55.597672,9.028,130.7
36.833227,-0.023304,9.028,78.0
351.157692,7.370588,9.028,79.6
23.819066,-53.245186,9.028,92.6
17.564823,-32.787987,9.028,110.2
150.423226,8.224518,9.028,75.1
161.008922,17.756454,9.028,105.7
84.296084,-56.324726,9.028,97.0
188.156771,-5.832796,9.028,76.2
142.562697,0.519851,9.028,92.0
163.004966,57.179024,9.028,77.1
348.943817,-2.758087,9.029,91.1
219.237444,52.609234,9.029,98.3
147.795717,-2.183196,9.029,84.9
195.485131,24.795765,9.029,87.7
163.295232,12.252030,9.029,77.0
177.180460,-6.238336,9.029,93.1
321.943046,-49.726814,9.029,88.6
186.204621,21.627602,9.029,77.5
141.639103,9.959959,9.029,79.8
11.315741,-59.479782,9.029,93.4
44.282961,-39.261345,9.029,86.1
332.015681,-27.505800,9.029,75.8
341.022692,-69.606003,9.029,76.5
228.866790,10.013838,9.029,76.1
47.008132,-5.290395,9.029,79.7
35.940189,-39.370483,9.029,85.8
196.024912,-8.074403,9.029,83.3
180.278659,1.778378,9.029,104.8
152.797665,35.382099,9.029,109.5
41.982200,-29.569490,9.030,78.8
232.850040,30.611355,9.030,88.6
30.830837,-44.320961,9.030,93.9
8.443179,8.925862,9.030,103.2
354.946440,-38.828949,9.030,93.4
188.062553,48.278416,9.030,89.6
171.072329,65.231506,9.030,95.0
31.504596,-1.236179,9.030,77.7
49.631136,-13.654343,9.030,76.2
194.806314,3.927146,9.030,88.0
356.489067,37.942738,9.030,80.7
46.556087,-25.601639,9.030,76.7
327.386311,-6.022948,9.030,79.1
78.833529,-25.571964,9.031,90.8
36.569252,3.046520,9.031,88.1
196.022037,-4.010435,9.031,109.4
223.839417,35.348045,9.031,85.6
33.612996,-53.704079,9.031,99.7
155.234559,12.823748,9.031,83.3
237.100817,-7.096288,9.031,76.9
148.829572,-8.777927,9.031,93.4
202.705881,-3.348905,9.032,119.1
24.726994,5.581564,9.032,91.0
210.734813,20.401829,9.032,90.9
196.418808,16.641048,9.032,76.2
133.372251,14.479450,9.032,94.6
238.049332,21.458309,9.032,75.7
171.715263,16.617989,9.033,83.8
68.134485,17.136751,9.033,78.6
149.360726,28.382685,9.033,82.8
153.452024,61.351971,9.033,134.3
192.506099,60.945889,9.033,93.3
37.519291,-45.722366,9.033,76.4
191.267219,-1.169904,9.033,83.4
203.487305,51.089451,9.033,102.3
216.603652,27.186064,9.033,103.6
15.765446,-4.264712,9.033,77.6
319.226377,-10.660301,9.033,82.7
227.119134,28.956648,9.033,76.5
225.043723,30.966915,9.033,94.5
215.062281,9.176089,9.033,118.9
214.610141,5.223623,9.034,96.9
43.501311,2.592920,9.034,119.0
155.402436,39.592911,9.034,81.0
189.985018,48.828876,9.034,109.5
70.802769,-1.748998,9.034,88.5
356.907410,-44.614555,9.034,82.4
213.104698,10.854567,9.034,84.4
159.690614,22.044374,9.034,119.4
36.724512,4.315359,9.034,93.6
2.968271,2.410945,9.034,84.1
198.389265,62.305439,9.034,92.4
64.444706,-38.602585,9.034,92.9
46.916343,-13.533353,9.034,95.0
162.103508,37.935028,9.034,118.5
63.007686,-35.589745,9.034,79.2
171.971759,-18.338343,9.034,86.4
156.579694,30.116320,9.034,100.9
176.859632,49.553818,9.034,103.2
18.351800,-41.557175,9.034,150.0
218.037162,30.905922,9.035,104.8
204.162702,23.609844,9.035,77.0
175.817171,39.985592,9.035,81.6
63.435531,-48.082001,9.035,93.6
149.414154,56.075714,9.035,78.3
167.713584,40.139992,9.035,90.5
201.348071,58.344803,9.035,97.4
349.760711,-25.338081,9.035,86.4
192.153417,-16.993254,9.035,75.4
187.090614,50.891582,9.036,126.2
45.892949,-10.318220,9.036,78.2
9.296200,-11.290726,9.036,103.5
50.373607,-5.606883,9.036,77.9
198.317824,0.465963,9.036,91.4
47.367401,-27.680773,9.036,75.8
55.797863,-39.909393,9.036,77.0
49.108575,-64.534927,9.036,75.8
227.992706,40.044147,9.036,85.9
165.459487,-2.057720,9.036,81.2
204.780895,12.915172,9.036,124.3
64.963916,13.782754,9.036,84.4
38.147506,-20.394714,9.036,86.5
61.647889,-15.827141,9.036,96.6
199.315779,49.490707,9.036,84.6
124.004926,38.646252,9.036,82.4
195.166672,51.407509,9.036,87.6
155.679844,66.132019,9.037,92.0
135.030396,19.140158,9.037,77.3
152.225145,22.929384,9.037,81.4
19.050858,-62.201797,9.037,103.0
108.609115,43.398586,9.037,75.1
34.289097,-14.341775,9.037,82.0
138.050060,2.681764,9.037,105.2
343.046685,12.181815,9.037,76.0
21.740639,17.697294,9.037,103.8
326.912122,-39.788280,9.037,79.5
56.441980,-11.964275,9.037,90.5
37.150653,8.283514,9.038,87.1
13.282390,-21.607204,9.038,76.5
191.259388,5.371431,9.038,91.1
118.216016,54.254837,9.038,76.7
169.722826,-17.140194,9.038,81.6
343.425337,-30.011856,9.038,108.9
176.820320,34.608074,9.038,76.1
208.664773,31.030296,9.038,87.8
183.156061,37.168430,9.038,76.9
36.085895,18.631868,9.038,79.7
134.061367,-3.812599,9.038,75.1
175.322166,-6.918575,9.038,77.4
353.333743,-55.005028,9.038,80.0
358.256294,-41.122238,9.038,85.9
242.319295,48.805199,9.038,114.6
146.304506,-4.301305,9.039,75.1
40.477041,5.704120,9.039,91.9
177.091908,-0.508846,9.039,103.0
69.874886,-11.794837,9.039,87.8
174.970808,28.376600,9.039,124.2
340.833470,-25.160269,9.039,83.9
351.432936,-24.374386,9.039,95.7
346.892848,-64.093796,9.039,87.7
351.656372,21.198145,9.039,82.6
151.165655,-6.143306,9.039,99.0
32.127879,16.926382,9.039,84.1
51.662411,-65.633827,9.039,75.6
26.643492,24.738159,9.040,95.2
159.925369,32.292683,9.040,88.5
355.028559,-1.229708,9.040,96.5
354.858510,-3.476150,9.040,113.2
180.838633,29.666508,9.040,93.6
13.939116,30.607904,9.040,81.0
277.232555,82.839828,9.040,80.6
65.043384,-13.803363,9.040,117.1
45.437423,-14.066673,9.040,79.9
149.409883,22.063578,9.040,77.9
169.406801,52.701263,9.041,83.1
350.240425,-53.968307,9.041,113.8
28.241604,-29.848116,9.041,76.0
7.978739,5.160150,9.041,95.9
23.891656,-12.388629,9.041,91.1
335.248262,-8.986998,9.041,94.7
163.994479,29.320448,9.041,93.0
146.688294,53.162132,9.041,105.9
226.182456,34.070255,9.041,82.8
46.341404,-16.866577,9.041,81.6
219.462539,20.776043,9.041,109.8
191.803743,11.720080,9.041,119.2
333.126969,-47.463783,9.041,77.0
39.198973,0.484668,9.042,90.8
218.380707,52.048595,9.042,86.7
147.986439,2.798619,9.042,79.4
174.388985,42.126064,9.042,99.9
357.900938,-0.310983,9.042,83.1
45.592686,-47.278252,9.042,83.5
31.590700,-12.064079,9.042,95.7
40.389292,-27.133667,9.042,92.1
39.664753,-18.284721,9.043,78.5
20.332033,-5.853809,9.043,125.2
243.217761,35.352463,9.043,79.1
38.698914,-22.379198,9.043,84.1
6.965499,-23.173258,9.043,77.5
148.622954,8.655335,9.043,87.2
36.677385,-59.382252,9.043,84.4
56.521442,-18.801115,9.043,75.8
37.446875,0.093150,9.043,76.5
49.760292,3.151821,9.043,99.2
359.479849,13.928042,9.043,95.6
202.437406,17.382080,9.043,82.6
180.054391,27.975758,9.043,88.8
42.955137,-32.684834,9.044,100.3
55.319243,-43.642914,9.044,83.4
12.837129,-58.684734,9.044,87.0
355.529889,-17.376587,9.044,75.1
30.358436,-41.137341,9.044,79.5
359.745956,-45.187580,9.045,103.9
1.363563,-18.826971,9.045,96.7
221.828936,78.477577,9.045,75.3
161.424169,25.871622,9.045,115.1
349.739356,16.615084,9.045,87.9
25.018245,-58.801460,9.045,83.8
211.260852,11.970033,9.045,86.6
87.811138,-43.540318,9.045,86.4
166.386888,78.239578,9.045,78.9
205.720083,14.215020,9.045,81.0
148.626390,12.070093,9.045,80.5
144.286438,9.333113,9.045,87.3
247.959148,29.335918,9.045,94.0
183.807010,45.568462,9.046,89.9
221.047094,-6.726601,9.046,78.9
182.844103,-14.050376,9.046,102.8
199.332524,17.749935,9.046,78.3
32.002497,-4.899846,9.046,99.6
17.602570,-37.842411,9.046,91.7
206.966216,16.459946,9.046,88.5
164.704780,40.727036,9.046,87.9
158.275115,-2.485244,9.046,76.1
216.268012,15.615780,9.046,103.0
222.780905,24.478687,9.046,88.2
117.485959,16.824074,9.046,87.6
47.590777,-12.228770,9.046,85.2
173.147849,-15.610024,9.047,98.5
46.215475,8.394237,9.047,86.8
200.059055,7.518518,9.047,105.0
31.809290,-5.221720,9.047,80.8
37.276000,-38.965061,9.047,108.7
15.495027,9.287056,9.047,97.2
221.530849,32.115902,9.047,78.9
142.433691,32.747974,9.047,123.2
14.963458,11.922963,9.047,89.6
208.985958,42.684219,9.047,81.5
349.490206,-39.478813,9.047,113.2
349.808713,-44.570827,9.047,78.1
184.018106,35.493702,9.047,118.3
4.928984,-38.777920,9.047,79.3
162.511995,69.486214,9.047,98.3
198.266185,69.002396,9.047,85.9
140.743300,42.742085,9.047,86.2
204.665103,51.598484,9.047,84.1
203.879192,64.670959,9.048,80.5
38.960538,-66.903473,9.048,83.2
42.818367,8.968676,9.048,89.2
183.341109,72.913361,9.048,80.4
350.872046,-5.312755,9.048,89.5
151.037012,7.512747,9.048,96.1
349.287993,-8.124656,9.048,79.2
163.779989,15.815913,9.048,77.3
173.758348,-12.689546,9.048,87.3
356.533168,-5.995436,9.049,78.2
16.934742,-0.690953,9.049,75.4
196.187302,76.596642,9.049,90.8
202.928745,-9.912263,9.049,98.0
147.351417,15.661674,9.049,86.8
53.484705,-17.587616,9.049,94.5
209.957407,9.476064,9.049,80.2
327.708364,-17.173187,9.049,78.8
166.772074,4.409707,9.049,116.4
191.984921,-34.921623,9.049,78.2
71.090712,-5.143317,9.049,87.7
196.531107,20.095581,9.049,95.7
49.368020,-64.554176,9.049,81.7
16.972458,-59.961197,9.049,77.1
221.867885,5.381180,9.049,86.1
13.511349,11.877281,9.049,81.1
58.047457,7.174995,9.050,75.2
22.726870,2.221247,9.050,79.3
174.888681,73.874077,9.050,87.8
178.611832,40.011158,9.050,91.7
327.513237,-45.093288,9.050,96.0
19.249459,-51.536991,9.050,81.2
27.527086,-38.973709,9.050,75.2
226.774518,24.212873,9.050,88.9
341.365245,11.716071,9.050,85.6
8.357746,-34.216145,9.050,115.6
28.325674,-26.543842,9.051,114.4
34.996679,17.897938,9.051,76.7
218.634703,21.373720,9.051,91.3
72.800044,-78.428917,9.051,81.4
13.128471,4.161010,9.051,99.2
191.994338,71.015076,9.051,78.5
215.393594,46.995255,9.051,103.5
132.347016,18.818008,9.051,80.3
47.469903,-39.738609,9.051,98.5
202.722514,-6.022364,9.051,85.2
350.151984,-9.675963,9.051,84.6
350.205323,-8.682249,9.051,87.0
245.005320,16.972849,9.051,83.8
164.630703,-8.474632,9.051,104.3
145.119822,16.274345,9.051,99.6
159.032040,27.286434,9.051,76.7
235.105547,45.703659,9.051,101.6
217.327055,41.617493,9.051,87.0
210.020023,63.679733,9.052,86.4
4.771947,-40.885880,9.052,93.5
339.331979,25.547367,9.052,76.5
46.631069,-72.305771,9.052,86.6
62.554612,-42.113930,9.052,90.5
345.782279,-25.904535,9.052,75.4
170.519663,63.834248,9.052,78.7
207.161018,25.216145,9.052,93.4
140.023861,34.244297,9.053,77.2
19.900440,-40.839531,9.053,78.9
153.905663,2.339093,9.053,91.5
238.453739,35.809433,9.053,80.0
321.994620,-41.076248,9.053,80.8
196.249760,55.447800,9.053,85.1
33.122008,-40.610798,9.053,105.7
17.388928,-8.118919,9.054,79.8
180.451429,54.646233,9.054,129.1
326.939691,-16.411144,9.054,106.2
200.221496,33.377388,9.054,87.3
27.113768,-46.686886,9.054,79.1
161.591419,6.701385,9.054,132.0
51.679080,-27.023760,9.054,81.6
21.439595,12.767016,9.054,95.8
222.305474,19.680271,9.054,115.2
197.156275,28.761505,9.054,131.9
1.290033,-55.794945,9.054,98.1
157.194988,18.979168,9.054,82.1
136.365416,5.046669,9.054,87.5
206.632683,11.579447,9.054,79.2
58.552161,-1.989271,9.054,84.5
347.312017,10.762677,9.055,77.0
159.289287,36.561592,9.055,101.4
161.965855,-12.020162,9.055,75.6
183.784464,37.085247,9.055,107.5
63.553733,-18.341051,9.055,83.5
40.038006,85.670059,9.055,94.6
34.531581,1.814594,9.055,85.0
70.028903,11.925398,9.055,80.3
144.190078,41.479294,9.055,95.2
196.011763,15.410566,9.055,128.3
25.485064,-23.789989,9.055,77.7
42.607240,-1.672597,9.055,88.4
356.810754,-30.436224,9.055,95.6
165.925724,18.887791,9.056,87.3
148.718825,41.495247,9.056,89.1
337.106338,-53.505196,9.056,80.6
26.656658,10.053951,9.056,83.5
3.213726,-33.882252,9.056,77.2
174.591767,-21.709845,9.056,77.3
322.480331,-48.467575,9.056,76.3
217.629395,58.405087,9.056,75.2
357.005661,-34.373550,9.056,80.7
23.589166,-58.735703,9.056,126.9
78.789499,-52.991253,9.056,114.9
155.625444,12.834262,9.056,93.8
24.065719,-3.512461,9.057,79.9
53.482427,-12.802898,9.057,92.6
40.090576,-17.048218,9.057,90.1
202.725811,43.854641,9.057,85.2
120.950051,40.916985,9.057,110.9
31.198927,-24.488497,9.057,129.4
47.137222,-25.741278,9.057,76.1
226.277090,58.627018,9.057,78.1
29.612507,12.274275,9.057,79.9
194.768765,55.155525,9.058,91.7
215.071737,-0.507541,9.058,77.4
214.446974,25.296867,9.058,86.0
175.602333,39.404305,9.058,83.9
180.079200,2.776866,9.058,102.0
289.378996,82.122292,9.058,92.0
233.864687,10.844643,9.058,83.5
203.701921,67.836624,9.058,91.4
176.156437,35.120476,9.058,91.1
64.480285,-17.931036,9.058,107.1
181.625890,55.064610,9.058,75.8
213.234329,79.170441,9.058,89.5
273.403869,50.996544,9.058,82.2
14.517717,-28.957823,9.059,79.0
195.709449,52.917591,9.059,77.5
43.700340,-22.082909,9.059,97.3
160.918063,46.796688,9.059,110.5
54.790600,-50.301830,9.059,120.1
187.014585,29.796625,9.059,75.1
138.002680,23.255276,9.059,82.8
215.722697,51.964539,9.059,84.2
183.288553,62.047661,9.059,140.1
53.003536,-11.438730,9.059,75.3
222.817534,41.545753,9.059,125.6
344.593329,-32.052750,9.059,76.8
47.389178,-31.478176,9.060,75.3
347.365417,-63.653351,9.060,106.1
163.473478,20.246269,9.060,86.5
2.391446,-18.950241,9.060,86.6
138.906107,11.160771,9.060,93.7
178.843853,9.238215,9.060,121.3
199.193390,-25.487066,9.060,77.1
334.677301,-13.108149,9.060,100.5
208.496180,41.385792,9.060,85.2
213.282365,29.812159,9.060,83.2
172.844908,34.011265,9.060,84.5
4.056343,18.623827,9.060,114.9
3.648430,-31.501556,9.060,86.1
174.929226,11.268687,9.060,82.0
187.700026,-10.205963,9.061,85.4
6.572051,-26.280373,9.061,94.3
173.233175,37.375252,9.061,75.2
231.736314,32.666309,9.061,80.7
200.795383,7.842806,9.061,100.3
165.267154,28.823328,9.061,100.2
208.800611,35.477837,9.061,82.3
17.618795,-19.613291,9.061,76.3
180.029009,75.626030,9.061,106.7
158.016766,-0.102628,9.061,112.8
60.059690,-36.224533,9.061,76.7
353.718661,-54.788235,9.061,118.5
349.497516,15.265303,9.061,80.8
218.209252,-0.655800,9.061,86.9
16.972097,-38.204121,9.061,109.1
358.665071,-31.066200,9.062,75.6
40.105905,-41.726772,9.062,85.5
140.924403,65.808556,9.062,80.1
177.591800,-1.669814,9.062,98.9
167.306868,6.202815,9.062,99.0
218.250626,8.114926,9.062,79.3
169.109478,-6.798330,9.062,92.9
344.946433,-54.450676,9.062,104.6
2.829573,17.240791,9.062,81.8
28.317598,-8.391116,9.062,109.6
39.538982,-64.783951,9.062,75.5
200.296107,-1.909062,9.062,79.8
17.608245,-45.230358,9.062,123.0
58.892610,-10.202570,9.062,88.6
36.246639,23.183357,9.062,78.3
23.398014,-44.780613,9.062,80.1
247.710254,39.888603,9.063,76.9
0.571473,27.220598,9.063,82.9
42.744254,-26.844652,9.063,105.1
11.941589,-51.548119,9.063,101.8
177.093172,-13.951872,9.063,81.6
45.527508,38.373398,9.063,76.0
169.339366,26.570982,9.063,92.7
327.502371,-17.233171,9.063,78.8
189.586367,5.572644,9.064,75.2
165.804401,73.745041,9.064,92.5
40.638121,-20.407341,9.064,96.6
42.664607,-43.551579,9.064,78.2
50.905968,-46.818829,9.064,93.5
325.086513,-15.805961,9.064,91.0
348.252408,6.176568,9.064,88.3
156.262484,41.971264,9.064,115.5
156.164321,8.758922,9.064,88.2
322.393471,-15.336425,9.064,88.0
60.415804,3.705649,9.064,84.3
