ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,prox,pxpa,pxcntr,gal_contam,mp_flg,jdate,j_h,h_k,j_k
247.140299,-45.190395,0.06,0.06,90,16283367-4511254,7.184,0.011,0.020,31902.9,6.001,0.023,0.027,48251.4,5.464,0.015,0.021,44752.8,AAA,111,111,00d,777766,11.8,54,455303894,0,0,2451318.6854,1.1830,0.5370,1.7200
66.524975,-62.176552,0.06,0.06,90,04260599-6210355,6.683,0.009,0.019,87948.8,6.028,0.039,0.042,64225.9,5.894,0.011,0.018,35794.8,AAA,111,111,000,666645,18.8,340,225253214,0,0,2451114.7839,0.6550,0.1340,0.7890
71.539002,-59.907669,0.07,0.06,90,04460936-5954276,6.683,0.011,0.020,71487.5,6.025,0.039,0.042,56093.2,5.781,0.015,0.021,39721.0,AAA,111,111,000,666666,32.4,271,136374817,0,0,2451488.7481,0.6580,0.2440,0.9020
71.740395,-55.779610,0.06,0.06,90,04465769-5546465,6.515,0.013,0.021,80617.6,6.029,0.025,0.029,55886.9,5.912,0.019,0.024,34011.1,AAA,111,111,000,666666,68.4,158,665790371,0,0,2451488.7516,0.4860,0.1170,0.6030
72.531716,-54.199806,0.07,0.06,90,04500761-5411593,6.706,0.013,0.021,67613.0,6.016,0.035,0.038,60605.2,5.761,0.013,0.020,40459.5,AAA,111,111,000,666655,17.2,253,665840258,0,0,2451488.7722,0.6900,0.2550,0.9450
1.817885,-63.637024,0.07,0.06,0,00071629-6338132,6.793,0.013,0.021,62406.5,6.014,0.029,0.033,47677.1,5.684,0.015,0.021,44959.3,AAA,111,111,000,666666,32.2,133,1051331597,0,0,2451754.9071,0.7790,0.3300,1.1090
13.132707,-61.563126,0.06,0.06,90,00523184-6133472,6.665,0.017,0.024,70215.0,6.018,0.033,0.036,52687.8,5.784,0.011,0.018,39611.4,AAA,111,111,000,666666,20.5,32,691367109,0,0,2451496.6089,0.6470,0.2340,0.8810
28.153801,-55.310562,0.06,0.06,90,01523691-5518380,6.818,0.011,0.020,63129.2,6.010,0.025,0.029,67594.3,5.729,0.017,0.023,43134.0,AAA,111,111,000,666666,53.1,187,681724095,0,0,2451477.6623,0.8080,0.2810,1.0890
24.260077,-54.558006,0.07,0.06,0,01370241-5433288,6.812,0.015,0.023,53410.9,6.021,0.039,0.042,50758.6,5.814,0.017,0.023,34739.2,AAA,111,111,000,667777,20.9,302,681491096,0,0,2451477.5520,0.7910,0.2070,0.9980
27.165086,-57.144192,0.06,0.06,90,01483962-5708390,6.532,0.009,0.019,79365.2,6.017,0.047,0.049,60549.4,5.834,0.019,0.024,37828.6,AAA,111,111,000,777755,42.3,338,681657496,0,0,2451477.6295,0.5150,0.1830,0.6980
219.297156,-55.656536,0.06,0.06,90,14371131-5539235,6.935,0.015,0.023,38764.1,6.025,0.043,0.045,50572.0,5.674,0.021,0.026,33252.2,AAA,111,111,000,776756,15.2,239,1181931687,0,0,2451953.8498,0.9100,0.3510,1.2610
203.869919,-55.969185,0.06,0.06,0,13352878-5558090,6.930,0.017,0.024,46283.9,6.023,0.047,0.049,47283.5,5.689,0.017,0.023,35141.5,AAA,111,111,000,666666,10.2,59,1211348321,0,0,2451952.7893,0.9070,0.3340,1.2410
208.707236,-54.959785,0.06,0.06,90,13544973-5457352,6.778,0.005,0.018,63274.7,6.015,0.027,0.031,54690.3,5.811,0.021,0.026,38638.5,AAA,111,111,000,666666,12.6,243,649969134,0,0,2451348.5573,0.7630,0.2040,0.9670
209.083200,-54.132294,0.07,0.06,0,13561996-5407562,6.018,0.027,0.032,123092.1,6.005,0.019,0.024,53322.4,5.941,0.021,0.026,34278.4,AAA,111,111,000,666666,17.7,253,649979620,0,0,2451348.5677,0.0130,0.0640,0.0770
209.642262,-62.122326,0.07,0.06,0,13583414-6207203,7.657,0.027,0.032,21361.4,6.017,0.023,0.027,44372.1,5.200,0.023,0.027,53262.3,AAA,111,111,000,666666,10.3,60,922781694,0,0,2451595.7568,1.6400,0.8170,2.4570
208.704063,-62.249672,0.06,0.06,0,13544897-6214588,6.654,0.017,0.024,51979.2,6.009,0.041,0.044,46271.1,5.867,0.025,0.029,28815.1,AAA,111,111,000,777766,17.5,137,944728357,0,0,2451615.7835,0.6450,0.1420,0.7870
209.076903,-62.027615,0.07,0.06,0,13561845-6201394,7.868,0.013,0.021,17588.5,6.019,0.045,0.047,44290.4,5.109,0.003,0.015,55952.6,AAA,111,111,000,666666,10.6,153,922611297,0,0,2451595.7470,1.8490,0.9100,2.7590
212.592756,-60.909046,0.06,0.06,0,14102226-6054325,7.642,0.021,0.027,21658.6,6.017,0.043,0.045,47545.6,5.211,0.017,0.023,54578.3,AAA,111,111,000,666666,11.8,45,923784751,0,0,2451595.8278,1.6250,0.8060,2.4310
210.584432,-59.268646,0.06,0.06,0,14022026-5916071,6.912,0.013,0.021,59928.0,6.006,0.059,0.061,59089.5,5.565,0.013,0.020,50167.2,AAA,111,111,000,665667,10.5,306,650533143,0,0,2451348.6094,0.9060,0.4410,1.3470
209.802752,-59.436207,0.06,0.06,90,13591266-5926103,6.942,0.019,0.026,56315.8,6.008,0.029,0.033,58980.7,5.651,0.017,0.023,46346.8,AAA,111,111,000,666666,11.4,57,650280631,0,0,2451348.5820,0.9340,0.3570,1.2910
122.362297,-35.501419,0.06,0.06,0,08092695-3530051,7.286,0.017,0.024,35729.8,6.015,0.035,0.038,54690.3,5.288,0.009,0.017,52628.4,AAA,111,111,000,666666,11.1,292,271697122,0,0,2451223.5959,1.2710,0.7270,1.9980
133.330848,-25.246990,0.06,0.06,90,08531940-2514491,6.538,0.019,0.026,81701.5,6.010,0.021,0.026,67594.3,5.856,0.025,0.029,37069.8,AAA,111,111,000,777755,21.1,200,300687162,0,0,2451238.6392,0.5280,0.1540,0.6820
132.785024,-26.825130,0.07,0.06,0,08510840-2649304,6.899,0.007,0.018,56601.8,6.018,0.031,0.034,62619.6,5.766,0.019,0.024,40273.6,AAA,111,111,000,777766,12.0,62,300598066,0,0,2451238.6162,0.8810,0.2520,1.1330
129.067760,-26.757151,0.06,0.06,90,08361626-2645257,6.837,0.023,0.029,64214.0,6.016,0.023,0.027,67221.8,5.809,0.021,0.026,41478.2,AAA,111,111,000,666666,10.3,115,714996584,0,0,2451526.8150,0.8210,0.2070,1.0280
129.187767,-25.309763,0.06,0.06,90,08364506-2518351,6.983,0.023,0.029,56134.5,6.017,0.031,0.034,62677.3,5.735,0.015,0.021,41440.0,AAA,111,111,000,566666,23.9,291,715583538,0,0,2451532.7104,0.9660,0.2820,1.2480
130.661336,-29.799116,0.06,0.06,90,08423872-2947568,6.815,0.015,0.023,48020.9,6.009,0.019,0.024,49580.4,5.700,0.017,0.023,38585.1,AAA,111,111,000,666656,11.3,154,300272061,0,0,2451238.5226,0.8060,0.3090,1.1150
128.018476,-28.891621,0.06,0.06,90,08320443-2853298,6.943,0.013,0.021,49003.8,6.028,0.037,0.040,57904.2,5.618,0.019,0.024,43074.5,AAA,111,111,000,666666,18.5,19,683281891,0,0,2451481.8731,0.9150,0.4100,1.3250
129.939054,-29.669588,0.07,0.07,0,08394537-2940105,6.943,0.015,0.023,64599.6,6.020,0.033,0.036,64700.8,5.746,0.025,0.029,38284.2,AAA,111,111,000,666666,13.1,212,299880099,0,0,2451232.7201,0.9230,0.2740,1.1970
129.649742,-28.645290,0.06,0.06,0,08383593-2838430,6.933,0.005,0.018,62984.0,6.010,0.039,0.042,65299.5,5.738,0.017,0.023,37258.0,AAA,111,111,000,666666,14.5,213,299837502,0,0,2451232.7111,0.9230,0.2720,1.1950
129.955038,-27.987104,0.06,0.06,0,08394920-2759135,6.942,0.011,0.020,64659.2,6.003,0.051,0.053,65721.9,5.634,0.015,0.021,42444.4,AAA,111,111,000,666767,12.1,309,299887240,0,0,2451232.7213,0.9390,0.3690,1.3080
128.452785,-32.227596,0.06,0.06,90,08334866-3213393,6.977,0.007,0.018,58429.2,6.026,0.033,0.036,60049.6,5.681,0.009,0.017,45083.8,AAA,111,111,000,666656,15.7,314,760984256,0,0,2451556.6580,0.9510,0.3450,1.2960
127.399636,-29.258795,0.07,0.06,90,08293591-2915316,6.914,0.011,0.020,52099.1,6.019,0.025,0.029,60438.0,5.759,0.013,0.020,39158.0,AAA,111,111,000,666656,16.3,226,683175403,0,0,2451481.8521,0.8950,0.2600,1.1550
126.391484,-26.495428,0.08,0.06,0,08253395-2629435,6.787,0.023,0.029,58563.9,6.004,0.035,0.038,63432.2,5.792,0.017,0.023,34246.8,AAA,111,111,000,666656,18.2,220,1201808836,0,0,2451946.7941,0.7830,0.2120,0.9950
126.573199,-27.145050,0.07,0.06,0,08261756-2708421,6.196,0.009,0.019,100932.3,6.025,0.045,0.047,62217.1,5.957,0.013,0.020,28419.7,AAA,111,111,000,666666,12.3,113,1201832350,0,0,2451946.7988,0.1710,0.0680,0.2390
124.000002,-31.432140,0.06,0.06,0,08160000-3125557,6.975,0.011,0.020,54629.8,6.012,0.021,0.026,69840.9,5.565,0.019,0.024,43693.8,AAA,111,111,000,666666,15.2,170,272213197,0,0,2451223.6721,0.9630,0.4470,1.4100
123.195135,-28.883892,0.06,0.06,0,08124683-2853020,6.920,0.011,0.020,57468.5,6.023,0.031,0.034,62331.8,5.678,0.013,0.020,38038.2,AAA,111,111,000,666666,21.0,141,275859186,0,0,2451225.6409,0.8970,0.3450,1.2420
123.430910,-28.832830,0.06,0.06,90,08134341-2849581,6.888,0.019,0.026,59187.5,6.020,0.049,0.051,62504.3,5.706,0.023,0.027,37069.8,AAA,111,111,000,666666,22.8,285,275923078,0,0,2451225.6579,0.8680,0.3140,1.1820
124.760548,-29.070908,0.07,0.06,0,08190253-2904152,6.935,0.019,0.026,54755.8,6.027,0.029,0.033,62102.6,5.717,0.011,0.018,36696.1,AAA,111,111,000,666666,17.9,143,276227011,0,0,2451225.7132,0.9080,0.3100,1.2180
125.063346,-30.642347,0.07,0.06,0,08201520-3038324,6.639,0.013,0.021,69475.2,6.007,0.043,0.045,65480.2,5.774,0.015,0.021,34819.3,AAA,111,111,000,666666,16.2,142,272461024,0,0,2451223.7104,0.6320,0.2330,0.8650
126.831299,-29.306429,0.07,0.06,0,08271951-2918231,6.954,0.019,0.026,48509.9,6.024,0.029,0.033,58117.9,5.713,0.011,0.018,35581.2,AAA,111,111,000,666655,30.2,213,1201892810,0,0,2451946.8101,0.9300,0.3110,1.2410
137.108549,-51.157150,0.06,0.06,90,09082605-5109257,7.146,0.015,0.023,45084.8,6.019,0.027,0.031,47458.1,5.530,0.013,0.020,46711.1,AAA,111,111,000,666666,12.8,157,441572413,0,0,2451319.5365,1.1270,0.4890,1.6160
275.722844,-11.667708,0.07,0.07,90,18225348-1140037,6.726,0.013,0.021,46992.7,6.027,0.045,0.047,38292.2,5.817,0.023,0.027,29148.8,AAA,111,111,000,666666,10.5,51,405745343,0,0,2451295.8700,0.6990,0.2100,0.9090
274.512276,-13.206739,0.06,0.06,90,18180294-1312242,7.685,0.007,0.018,16921.2,6.004,0.029,0.033,17073.0,5.197,0.025,0.029,26768.2,AAA,111,111,000,666666,11.3,45,435974496,0,0,2451300.8737,1.6810,0.8070,2.4880
270.618200,-16.898436,0.06,0.06,90,18022836-1653543,7.297,0.013,0.021,31888.2,6.029,0.039,0.042,45426.6,5.424,0.005,0.016,46432.3,AAA,111,111,000,665666,15.3,223,1241104957,0,0,2450918.8430,1.2680,0.6050,1.8730
272.178323,-16.090290,0.06,0.06,90,18084279-1605250,7.449,0.007,0.018,24145.2,6.006,0.041,0.044,32848.1,5.328,0.011,0.018,45732.0,AAA,111,111,000,666666,10.3,301,1241999361,0,0,2450918.9138,1.4430,0.6780,2.1210
275.446771,-15.638383,0.07,0.06,0,18214722-1538181,7.575,0.041,0.044,14703.8,6.019,0.013,0.020,15181.3,5.321,0.009,0.017,25587.0,AAA,111,111,000,566666,11.7,53,436740759,0,0,2451300.9180,1.5560,0.6980,2.2540
274.193160,-16.554581,0.06,0.06,90,18164635-1633164,7.365,0.019,0.026,29952.3,6.010,0.035,0.038,20888.6,5.391,0.021,0.026,22388.2,AAA,111,111,000,666666,10.5,32,435718245,0,0,2451300.8517,1.3550,0.6190,1.9740
274.528330,-15.722232,0.06,0.06,90,18180679-1543200,7.753,0.021,0.027,15893.9,6.008,0.061,0.063,17010.2,5.203,0.013,0.020,26620.7,AAA,111,111,000,666666,13.4,140,435933100,0,0,2451300.8719,1.7450,0.8050,2.5500
273.411888,-16.420340,0.06,0.06,90,18133885-1625132,7.141,0.015,0.023,36815.4,6.012,0.033,0.036,18159.8,5.505,0.023,0.027,22357.3,AAA,111,111,000,666656,10.8,312,435078483,0,0,2451300.8225,1.1290,0.5070,1.6360
273.533956,-16.300308,0.06,0.06,90,18140814-1618011,7.744,0.015,0.023,22637.6,6.029,0.057,0.059,18505.9,5.100,0.019,0.024,47470.1,AAA,111,111,000,666666,11.8,237,435139661,0,0,2451300.8253,1.7150,0.9290,2.6440
231.746542,-48.831409,0.06,0.06,90,15265917-4849530,6.802,0.017,0.024,55799.5,6.028,0.031,0.034,52204.8,5.842,0.019,0.024,36276.1,AAA,111,111,000,666666,11.9,159,609753780,0,0,2451340.6900,0.7740,0.1860,0.9600
233.403765,-50.773727,0.06,0.06,0,15333690-5046254,7.053,0.017,0.024,45838.5,6.017,0.035,0.038,54589.6,5.563,0.025,0.029,48553.4,AAA,111,111,0dd,666656,14.1,44,986734370,0,0,2451665.6323,1.0360,0.4540,1.4900
231.497984,-54.488750,0.06,0.06,90,15255951-5429195,7.252,0.019,0.026,27016.6,6.002,0.043,0.045,39184.1,5.365,0.021,0.026,38496.4,AAA,111,111,000,677767,14.8,336,1182089582,0,0,2451953.8693,1.2500,0.6370,1.8870
230.515102,-52.971554,0.06,0.06,90,15220362-5258175,6.822,0.015,0.023,54781.0,6.018,0.023,0.027,54539.4,5.731,0.015,0.021,40180.9,AAA,111,111,000,666667,11.5,149,609319996,0,0,2451340.6484,0.8040,0.2870,1.0910
230.847160,-53.431587,0.06,0.06,90,15232331-5325537,7.562,0.017,0.024,28683.4,6.011,0.019,0.024,56821.2,5.052,0.011,0.018,75096.6,AAA,111,111,000,777766,13.8,124,609437178,0,0,2451340.6577,1.5510,0.9590,2.5100
244.688017,-52.723896,0.06,0.06,90,16184512-5243260,7.033,0.017,0.024,33054.4,6.003,0.027,0.031,35294.7,5.523,0.013,0.020,34452.4,AAA,111,111,000,666666,12.3,327,1226120957,0,0,2451382.5293,1.0300,0.4800,1.5100
245.088137,-52.133907,0.06,0.06,90,16202115-5208020,6.584,0.013,0.021,43534.1,6.009,0.033,0.036,33908.6,5.875,0.019,0.024,24912.7,AAA,111,111,000,666666,14.6,205,1226472819,0,0,2451382.5461,0.5750,0.1340,0.7090
246.453382,-51.675129,0.06,0.06,90,16254881-5140304,7.041,0.011,0.020,31697.9,6.003,0.029,0.033,35294.7,5.620,0.013,0.020,33761.4,AAA,111,111,000,666666,14.3,137,600199197,0,0,2451347.5586,1.0380,0.3830,1.4210
242.843803,-47.097900,0.06,0.06,0,16112251-4705524,7.364,0.017,0.024,38179.5,6.025,0.031,0.034,60104.9,5.456,0.017,0.023,59432.0,AAA,111,111,000,666656,12.9,198,590601760,0,0,2451339.6019,1.3390,0.5690,1.9080
171.385747,-70.397041,0.08,0.06,0,11253257-7023493,6.871,0.019,0.026,48868.6,6.004,0.049,0.051,51559.7,5.757,0.017,0.023,34168.0,AAA,111,111,000,666666,14.2,153,819468848,0,0,2451582.7046,0.8670,0.2470,1.1140
172.464821,-70.801506,0.08,0.06,0,11295155-7048054,7.005,0.021,0.027,43194.7,6.014,0.039,0.042,47677.1,5.512,0.023,0.027,42817.4,AAA,111,111,000,666656,31.9,307,819634005,0,0,2451582.7320,0.9910,0.5020,1.4930
173.604288,-70.206741,0.07,0.06,0,11342502-7012242,7.022,0.017,0.024,41080.0,6.007,0.029,0.033,44782.7,5.539,0.021,0.026,40347.8,AAA,111,111,000,666646,14.7,164,819793526,0,0,2451582.7510,1.0150,0.4680,1.4830
158.585506,-72.473610,0.07,0.06,0,10342052-7228249,6.455,0.011,0.020,85198.1,6.023,0.039,0.042,52445.7,5.831,0.021,0.026,35401.4,AAA,111,111,000,666656,27.0,237,778285224,0,0,2451555.8576,0.4320,0.1920,0.6240
170.487086,-77.608414,0.12,0.06,0,11215690-7736302,6.069,0.015,0.023,109604.9,6.006,0.043,0.045,55145.5,5.969,0.027,0.031,30117.6,AAA,111,111,000,666666,27.8,162,779611346,0,0,2451568.7468,0.0630,0.0370,0.1000
170.961879,-72.937180,0.08,0.06,0,11235085-7256138,7.139,0.015,0.023,42347.7,6.001,0.039,0.042,55400.0,5.285,0.021,0.026,56548.4,AAA,111,111,000,666666,18.4,163,779631770,0,0,2451568.7512,1.1380,0.7160,1.8540
170.302543,-73.762062,0.12,0.06,0,11211261-7345434,6.617,0.017,0.024,66165.3,6.009,0.033,0.036,54993.3,5.767,0.011,0.018,36276.1,AAA,111,111,000,666666,11.3,138,779597215,0,0,2451568.7440,0.6080,0.2420,0.8500
170.506167,-74.457581,0.11,0.06,0,11220148-7427272,6.874,0.017,0.024,52219.2,6.008,0.045,0.047,55044.0,5.703,0.017,0.023,38478.7,AAA,111,111,000,666666,19.6,143,779599968,0,0,2451568.7445,0.8660,0.3050,1.1710
168.232881,-72.657600,0.11,0.06,0,11125589-7239273,6.654,0.025,0.030,63948.5,6.022,0.041,0.044,52494.0,5.808,0.021,0.026,33745.8,AAA,111,111,000,666666,18.4,294,779451905,0,0,2451568.7059,0.6320,0.2140,0.8460
161.761787,-73.384918,0.11,0.06,0,10470282-7323057,6.796,0.023,0.029,60121.5,6.015,0.029,0.033,62792.8,5.697,0.017,0.023,37378.3,AAA,111,111,000,777766,22.8,223,773394397,0,0,2451569.6858,0.7810,0.3180,1.0990
115.324247,-77.306610,0.06,0.06,0,07411781-7718237,6.922,0.011,0.020,59378.6,6.010,0.037,0.040,60941.1,5.788,0.017,0.023,40852.6,AAA,111,111,000,666655,26.4,299,710016972,0,0,2451525.7689,0.9120,0.2220,1.1340
107.997447,-76.868797,0.06,0.06,0,07115938-7652076,6.888,0.009,0.019,46476.1,6.026,0.031,0.034,47153.1,5.444,0.013,0.020,45584.8,AAA,111,111,000,666655,11.9,123,866285083,0,0,2451602.5889,0.8620,0.5820,1.4440
129.483549,-74.573891,0.06,0.06,90,08375605-7434260,6.103,0.015,0.023,102619.5,6.014,0.033,0.036,60717.0,5.973,0.017,0.023,27053.3,AAA,111,111,000,666666,29.7,97,1212261211,0,0,2451954.7872,0.0890,0.0410,0.1300
109.667550,-72.319580,0.09,0.07,0,07184021-7219104,6.966,0.017,0.024,49662.7,6.001,0.025,0.029,51702.3,5.696,0.013,0.020,38727.6,AAA,111,111,000,666666,11.7,234,709809256,0,0,2451525.6805,0.9650,0.3050,1.2700
113.017676,-73.296684,0.09,0.06,0,07320424-7317480,6.827,0.023,0.029,60482.5,6.020,0.037,0.040,58332.4,5.764,0.019,0.024,38978.0,AAA,111,111,000,666666,11.6,349,709922835,0,0,2451525.7290,0.8070,0.2560,1.0630
134.011352,-76.171120,0.06,0.06,90,08560272-7610160,6.950,0.021,0.027,47036.0,6.008,0.025,0.029,49626.1,5.687,0.015,0.021,37724.2,AAA,111,111,000,666656,17.9,169,854131552,0,0,2451593.6218,0.9420,0.3210,1.2630
163.456808,-79.623383,0.08,0.06,0,10534963-7937241,6.751,0.011,0.020,69507.2,6.019,0.031,0.034,69392.1,5.806,0.021,0.026,38816.8,AAA,111,111,000,666666,28.3,297,761466749,0,0,2451556.8223,0.7320,0.2130,0.9450
134.863743,-79.909332,0.08,0.06,0,08592729-7954335,6.907,0.013,0.021,60204.7,6.023,0.033,0.036,66789.8,5.739,0.019,0.024,41287.6,AAA,111,111,000,666666,16.1,75,731951654,0,0,2451541.7374,0.8840,0.2840,1.1680
113.017476,-40.839836,0.06,0.06,0,07320419-4050234,6.678,0.017,0.024,74341.3,6.025,0.033,0.036,60104.9,5.851,0.017,0.023,32435.5,AAA,111,111,000,666666,34.8,66,284438071,0,0,2451220.5968,0.6530,0.1740,0.8270
118.663229,-24.522467,0.06,0.06,0,07543917-2431208,6.561,0.009,0.019,85709.7,6.001,0.039,0.042,68156.9,5.837,0.015,0.021,34011.1,AAA,111,111,000,666666,18.4,290,264577909,0,0,2451218.6852,0.5600,0.1640,0.7240
120.614300,-29.468943,0.07,0.06,90,08022743-2928081,6.834,0.019,0.026,54178.9,6.001,0.031,0.034,61448.3,5.716,0.057,0.059,35483.0,AAA,111,111,000,666666,12.6,165,275232124,0,0,2451225.5376,0.8330,0.2850,1.1180
125.036637,-25.075195,0.07,0.06,0,08200879-2504307,6.805,0.019,0.026,61720.6,6.006,0.051,0.053,59089.5,5.679,0.009,0.017,36713.0,AAA,111,111,000,666666,20.2,230,276303248,0,0,2451225.7259,0.7990,0.3270,1.1260
123.748179,-26.620138,0.06,0.06,90,08145956-2637124,6.910,0.015,0.023,58000.3,6.018,0.025,0.029,62619.6,5.774,0.013,0.020,34819.3,AAA,111,111,000,776744,16.5,11,275996273,0,0,2451225.6692,0.8920,0.2440,1.1360
123.653071,-39.497604,0.06,0.06,90,08143673-3929513,6.955,0.009,0.019,50168.4,6.021,0.029,0.033,58278.7,5.719,0.023,0.027,35385.1,AAA,111,111,000,666655,13.0,305,289841343,0,0,2451226.5394,0.9340,0.3020,1.2360
125.055777,-36.266830,0.07,0.06,0,08201338-3616005,7.500,0.019,0.026,34868.2,6.019,0.049,0.051,67036.3,5.167,0.017,0.023,60900.4,AAA,111,111,000,666666,14.4,311,290236086,0,0,2451226.5980,1.4810,0.8520,2.3330
125.698337,-37.423649,0.06,0.06,0,08224760-3725251,7.141,0.023,0.029,48532.2,6.029,0.025,0.029,64166.7,5.477,0.015,0.021,45774.1,AAA,111,111,000,666666,16.4,240,290394150,0,0,2451226.6240,1.1120,0.5520,1.6640
122.809516,-37.193741,0.06,0.06,90,08111428-3711374,6.753,0.007,0.018,71817.4,6.019,0.035,0.038,67036.3,5.823,0.017,0.023,34452.4,AAA,111,111,000,666666,15.6,36,266609445,0,0,2451221.7418,0.7340,0.1960,0.9300
125.291828,-32.552425,0.06,0.06,0,08211003-3233087,6.925,0.009,0.019,49823.0,6.021,0.021,0.026,62446.8,5.693,0.011,0.018,35012.2,AAA,111,111,000,666666,14.3,57,272546022,0,0,2451223.7215,0.9040,0.3280,1.2320
127.464539,-33.395748,0.07,0.06,0,08295148-3323446,6.981,0.015,0.023,56238.0,6.007,0.043,0.045,63257.2,5.682,0.015,0.021,42035.9,AAA,111,111,000,777766,13.3,121,325789322,0,0,2451261.5617,0.9740,0.3250,1.2990
184.400794,-63.419777,0.06,0.06,90,12173619-6325111,7.303,0.023,0.029,29595.8,6.004,0.021,0.026,46484.7,5.377,0.013,0.020,46840.3,AAA,111,111,000,666656,12.1,224,918431368,0,0,2451588.8415,1.2990,0.6270,1.9260
183.091775,-64.218788,0.06,0.06,0,12122202-6413076,7.992,0.015,0.023,15690.2,6.015,0.029,0.033,46016.1,5.050,0.015,0.021,65527.0,AAA,111,111,000,777766,13.5,295,1247205704,0,0,2451642.5906,1.9770,0.9650,2.9420
184.576603,-64.847145,0.06,0.06,90,12181838-6450497,6.966,0.013,0.021,41785.9,6.015,0.029,0.033,47633.2,5.641,0.009,0.017,38020.7,AAA,111,111,000,666666,11.3,323,918413313,0,0,2451588.8482,0.9510,0.3740,1.3250
206.361099,-63.012283,0.06,0.06,90,13452666-6300442,7.295,0.015,0.023,30862.4,6.016,0.041,0.044,49261.8,5.455,0.017,0.023,45125.3,AAA,111,111,000,666666,14.7,129,921927364,0,0,2451596.8928,1.2790,0.5610,1.8400
200.242444,-62.111847,0.06,0.06,90,13205818-6206426,7.028,0.023,0.029,45313.8,6.009,0.017,0.023,41716.7,5.570,0.019,0.024,45021.5,AAA,111,111,000,666655,14.2,57,967336716,0,0,2451661.6184,1.0190,0.4390,1.4580
200.520498,-63.060905,0.06,0.06,90,13220491-6303392,7.056,0.023,0.029,44160.1,6.019,0.021,0.026,38575.4,5.561,0.017,0.023,46991.6,AAA,111,111,000,666666,13.9,28,967413807,0,0,2451661.6227,1.0370,0.4580,1.4950
202.192382,-64.208885,0.06,0.06,90,13284617-6412319,7.054,0.017,0.024,33560.6,6.009,0.035,0.038,37610.6,5.605,0.019,0.024,36679.2,AAA,111,111,000,666666,11.5,34,920445959,0,0,2451596.7957,1.0450,0.4040,1.4490
202.129082,-63.659492,0.06,0.06,90,13283097-6339341,7.379,0.009,0.019,24878.8,6.027,0.029,0.033,36992.2,5.361,0.013,0.020,45921.9,AAA,111,111,000,666666,10.9,210,920453704,0,0,2451596.7961,1.3520,0.6660,2.0180
194.884598,-62.562347,0.06,0.06,90,12593230-6233444,7.201,0.013,0.021,33653.5,6.004,0.029,0.033,48118.3,5.516,0.019,0.024,41211.7,AAA,111,111,000,666666,14.4,109,951164318,0,0,2451594.7891,1.1970,0.4880,1.6850
194.291779,-63.474712,0.07,0.06,0,12571002-6328289,7.861,0.013,0.021,18324.4,6.029,0.033,0.036,48675.5,5.001,0.011,0.018,68552.0,AAA,111,111,000,666666,11.1,306,950992685,0,0,2451594.7787,1.8320,1.0280,2.8600
194.111779,-64.130615,0.07,0.06,0,12562682-6407502,7.036,0.025,0.030,37846.9,6.003,0.021,0.026,48162.6,5.568,0.027,0.031,39284.4,AAA,111,111,000,666666,10.5,71,950935942,0,0,2451594.7676,1.0330,0.4350,1.4680
290.207541,10.910508,0.06,0.06,90,19204980+1054378,6.595,0.015,0.023,72348.6,6.024,0.023,0.027,58117.9,5.872,0.017,0.023,36527.5,AAA,111,111,000,666666,11.6,116,1227974354,0,0,2451382.7460,0.5710,0.1520,0.7230
292.815115,6.973112,0.06,0.06,0,19311562+0658232,6.978,0.017,0.024,47449.3,6.021,0.041,0.044,50758.6,5.591,0.015,0.021,48980.1,AAA,111,111,000,666666,16.8,162,508103994,0,0,2451380.7407,0.9570,0.4300,1.3870
174.038236,-29.177814,0.06,0.06,90,11360917-2910401,6.796,0.015,0.023,60121.5,6.004,0.035,0.038,51559.7,5.766,0.017,0.023,38906.3,AAA,111,111,000,676766,30.6,48,7681325,0,0,2451004.4620,0.7920,0.2380,1.0300
175.273775,-29.729004,0.07,0.06,0,11410570-2943444,6.773,0.013,0.021,72984.4,6.014,0.033,0.036,74698.2,5.795,0.017,0.023,42016.5,AAA,111,111,000,777744,17.8,90,1207603423,0,0,2451936.8272,0.7590,0.2190,0.9780
164.197146,-33.336407,0.06,0.06,90,10564731-3320110,6.682,0.011,0.020,58160.8,6.013,0.021,0.026,52931.0,5.886,0.015,0.021,30340.3,AAA,111,111,000,666656,64.0,287,321822620,0,0,2451264.6100,0.6690,0.1270,0.7960
162.241587,-29.101643,0.06,0.06,90,10485798-2906059,6.508,0.005,0.018,83990.5,6.029,0.029,0.033,61988.3,5.929,0.015,0.021,34659.3,AAA,111,111,000,666655,17.2,242,293301551,0,0,2451239.7739,0.4790,0.1000,0.5790
168.302057,-26.465096,0.06,0.06,0,11131249-2627543,6.353,0.003,0.017,87343.4,6.005,0.021,0.026,63373.8,5.877,0.009,0.017,33932.8,AAA,111,111,000,666666,19.0,234,307718369,0,0,2451248.6450,0.3480,0.1280,0.4760
167.472655,-26.673258,0.07,0.06,90,11095343-2640237,6.802,0.017,0.024,57760.4,6.005,0.029,0.033,57136.0,5.725,0.017,0.023,37706.8,AAA,111,111,000,566666,20.8,271,307634070,0,0,2451248.6086,0.7970,0.2800,1.0770
