ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,prox,gal_contam,mp_flg,j_h,h_k,j_k
255.320527,60.648754,0.12,0.12,0,17011692+6038555,4.940,0.222,0.222,320944.5,4.216,0.238,0.238,249752.6,3.896,0.007,0.016,210387.5,DDE,331,111,000,060626,88.9,0,0,0.7240,0.3200,1.0440
229.689650,58.503494,0.15,0.15,90,15184551+5830125,4.738,0.033,0.037,527509.2,4.269,0.174,0.174,372657.6,3.988,0.033,0.036,254812.1,ECE,131,111,000,160616,29.5,0,0,0.4690,0.2810,0.7500
229.968689,62.474243,0.29,0.29,90,15195248+6228272,4.682,0.314,0.314,379865.6,4.098,0.284,0.284,288210.6,3.969,0.344,0.344,190029.1,DDD,333,111,0d0,060606,40.1,0,0,0.5840,0.1290,0.7130
262.631645,68.748177,0.09,0.08,0,17303159+6844534,4.941,0.013,0.021,320649.1,4.162,0.238,0.238,281261.3,3.987,0.011,0.018,168507.8,ADA,131,111,000,370737,62.7,0,0,0.7790,0.1750,0.9540
258.810310,67.388275,0.11,0.11,90,17151447+6723177,4.962,0.314,0.314,373792.0,4.215,0.306,0.306,318353.8,3.959,0.011,0.018,185276.4,DDA,331,111,000,060646,32.7,0,0,0.7470,0.2560,1.0030
243.105748,67.144196,0.17,0.16,0,16122537+6708391,4.733,0.268,0.268,388356.0,4.130,0.248,0.248,289674.3,3.875,0.033,0.036,193383.8,DDE,331,111,000,060616,45.7,0,0,0.6030,0.2550,0.8580
248.478878,68.013031,0.16,0.16,90,16335493+6800469,4.908,0.306,0.306,342160.6,4.190,0.194,0.194,304025.5,3.931,0.033,0.036,196797.7,DCE,331,111,000,070717,47.1,0,0,0.7180,0.2590,0.9770
186.427540,68.985100,0.13,0.12,0,12254260+6859063,5.126,0.001,0.017,289754.4,4.241,0.188,0.188,261523.1,3.852,0.270,0.270,219088.7,ECD,133,111,0d0,260606,62.1,0,0,0.8850,0.3890,1.2740
197.211122,65.572983,0.29,0.29,0,13085066+6534227,5.145,0.240,0.240,305091.4,4.203,0.242,0.242,300407.0,4.075,0.312,0.312,204842.5,DDD,333,111,000,060606,44.0,0,0,0.9420,0.1280,1.0700
198.366922,67.287994,0.16,0.16,0,13132806+6717167,4.870,0.216,0.216,330696.8,4.245,0.214,0.214,234914.6,3.936,0.033,0.036,182818.4,CCE,331,111,000,060616,28.4,0,0,0.6250,0.3090,0.9340
187.433780,2.618415,0.32,0.29,90,12294410+0237062,5.159,0.230,0.230,244810.5,4.106,0.190,0.190,364342.6,3.816,0.246,0.246,211358.6,DCD,333,111,000,060606,58.5,0,0,1.0530,0.2900,1.3430
183.308678,11.516307,0.31,0.31,0,12131408+1130587,5.139,0.310,0.310,249361.8,4.143,0.204,0.204,296285.2,3.861,0.254,0.254,195893.5,DCD,333,111,0d0,060606,27.5,0,0,0.9960,0.2820,1.2780
184.834399,14.541664,0.32,0.29,0,12192025+1432299,4.862,0.334,0.334,382498.7,4.147,0.222,0.222,327423.6,3.938,0.330,0.330,209517.4,DDD,333,111,000,070406,74.7,0,0,0.7150,0.2090,0.9240
190.456994,5.868049,0.23,0.22,0,12414967+0552049,4.993,0.033,0.037,327514.1,4.178,0.230,0.230,352947.4,3.939,0.214,0.214,202218.1,EDC,133,111,d00,160606,50.6,0,0,0.8150,0.2390,1.0540
214.701306,1.255861,0.17,0.17,0,14184831+0115210,5.072,0.236,0.236,294191.4,4.195,0.075,0.076,335668.0,3.829,0.192,0.192,216182.2,DEC,313,111,d00,071707,95.6,0,0,0.8770,0.3660,1.2430
216.166915,2.536812,0.12,0.12,90,14244005+0232125,4.896,0.013,0.021,334218.1,4.110,0.194,0.194,416783.0,3.820,0.244,0.244,225642.0,ACD,133,111,00d,360606,45.1,0,0,0.7860,0.2900,1.0760
219.187226,2.839081,0.29,0.29,90,14364493+0250206,5.057,0.264,0.264,298284.0,4.034,0.208,0.208,417167.0,3.726,0.244,0.244,263645.3,DCD,333,111,00d,060605,54.3,0,0,1.0230,0.3080,1.3310
211.623118,13.484955,0.30,0.30,90,14062954+1329058,5.096,0.308,0.308,342003.1,4.165,0.230,0.230,311107.2,3.826,0.298,0.298,316971.3,DDD,333,111,000,060405,26.9,0,0,0.9310,0.3390,1.2700
211.155976,2.297527,0.29,0.29,90,14043743+0217510,4.856,0.314,0.314,384618.4,4.242,0.220,0.220,321447.5,4.145,0.336,0.336,167270.8,DDD,333,111,00d,060606,61.2,0,0,0.6140,0.0970,0.7110
210.411639,1.544519,0.29,0.29,90,14013879+0132402,4.212,0.298,0.298,672403.6,4.107,0.212,0.212,376799.2,4.091,0.286,0.286,169832.2,DCD,333,111,0dd,060605,49.1,0,0,0.1050,0.0160,0.1210
211.553984,10.826101,0.29,0.29,90,14061295+1049339,5.029,0.260,0.260,339492.4,4.027,0.236,0.236,419865.3,3.818,0.238,0.238,234002.2,DDD,333,111,000,060606,39.7,0,0,1.0020,0.2090,1.2110
212.499565,7.342525,0.16,0.12,0,14095989+0720330,5.105,0.001,0.017,295413.3,4.287,0.238,0.238,308396.9,3.958,0.288,0.288,198710.1,EDD,133,111,000,260606,79.4,0,0,0.8180,0.3290,1.1470
210.632737,9.686134,0.17,0.16,90,14023185+0941100,4.786,0.298,0.298,424648.9,4.030,0.234,0.234,418706.8,3.731,0.033,0.036,253524.5,DDE,331,111,00d,060616,83.8,0,0,0.7560,0.2990,1.0550
210.642637,7.897567,0.16,0.16,90,14023423+0753512,4.968,0.033,0.037,359112.1,4.263,0.238,0.238,337839.2,3.945,0.324,0.324,208170.9,EDD,133,111,00d,160605,55.1,0,0,0.7050,0.3180,1.0230
85.024576,-62.937420,0.09,0.09,90,05400589-6256147,5.097,0.011,0.020,250397.5,4.239,0.292,0.292,220450.0,3.995,0.033,0.036,161592.1,ADE,131,111,000,370716,33.7,0,0,0.8580,0.2440,1.1020
79.683003,-62.984905,0.29,0.29,90,05184392-6259056,4.996,0.262,0.262,315522.3,4.114,0.194,0.194,361667.9,3.964,0.290,0.290,190906.2,DCD,333,111,0d0,070706,70.9,0,0,0.8820,0.1500,1.0320
78.327259,-59.585617,0.16,0.16,90,05131854-5935082,4.994,0.248,0.248,338711.5,4.162,0.206,0.206,334279.7,4.066,0.033,0.036,186217.3,DCE,331,111,d0d,060616,43.3,0,0,0.8320,0.0960,0.9280
70.012788,-52.390606,0.16,0.16,0,04400306-5223261,4.973,0.033,0.037,322277.5,4.040,0.236,0.236,374033.1,3.824,0.302,0.302,240890.7,EDD,133,111,0d0,160605,43.9,0,0,0.9330,0.2160,1.1490
75.751302,-54.098057,0.20,0.17,0,05030031-5405530,4.884,0.033,0.037,349808.2,4.190,0.180,0.180,283733.1,3.926,0.258,0.258,204653.9,ECD,133,111,d00,160606,43.3,0,0,0.6940,0.2640,0.9580
0.223387,-50.446468,0.29,0.29,0,00005361-5026472,5.080,0.274,0.274,371903.3,4.038,0.264,0.264,387891.3,3.975,0.244,0.244,240668.9,DDD,333,111,000,060606,28.1,0,0,1.0420,0.0630,1.1050
1.159368,-51.583317,0.14,0.11,0,00043824-5134599,4.996,0.015,0.023,326610.4,4.125,0.214,0.214,271587.6,4.098,0.270,0.270,180809.0,ACD,133,111,000,360606,89.4,0,0,0.8710,0.0270,0.8980
5.790302,-50.548424,0.16,0.16,0,00230967-5032543,4.942,0.033,0.037,288821.8,4.079,0.192,0.192,293298.6,3.871,0.242,0.242,230685.3,ECD,133,111,000,170706,106.1,0,0,0.8630,0.2080,1.0710
10.618152,-65.468056,0.29,0.29,90,00422835-6528050,4.500,0.254,0.254,498230.1,4.189,0.208,0.208,304305.6,4.169,0.240,0.240,175315.4,DCD,333,111,000,060606,33.2,0,0,0.3110,0.0200,0.3310
5.476588,-64.194878,0.29,0.29,90,00215438-6411415,5.192,0.280,0.280,302433.6,4.155,0.214,0.214,336441.8,3.978,0.240,0.240,216381.4,DCD,333,111,000,060607,47.0,0,0,1.0370,0.1770,1.2140
227.303124,-78.640289,0.19,0.16,0,15091274-7838250,5.080,0.033,0.037,263287.3,4.217,0.218,0.218,267368.3,3.877,0.280,0.280,193027.9,EDD,133,111,0d0,160606,31.7,0,0,0.8630,0.3400,1.2030
268.676959,-45.937607,0.16,0.16,90,17544247-4556153,5.212,0.033,0.037,241340.4,4.213,0.196,0.196,259244.8,3.745,0.234,0.234,277600.3,ECD,133,111,00d,160606,27.1,0,0,0.9990,0.4680,1.4670
195.120981,-43.088291,0.16,0.16,90,13002903-4305178,4.867,0.033,0.037,367815.5,4.157,0.214,0.214,347624.2,3.985,0.214,0.214,193829.6,ECC,133,111,000,160606,30.6,0,0,0.7100,0.1720,0.8820
219.075076,-52.712967,0.11,0.11,0,14361801-5242466,5.361,0.017,0.024,210392.4,4.260,0.234,0.234,256986.3,3.803,0.276,0.276,213904.5,ADD,133,111,000,560606,26.2,0,0,1.1010,0.4570,1.5580
216.170039,-44.311134,0.13,0.13,90,14244080-4418400,4.650,0.033,0.037,449189.9,4.259,0.075,0.076,295331.7,4.063,0.232,0.232,186732.5,EED,113,111,000,161606,28.8,0,0,0.3910,0.1960,0.5870
210.697865,-41.987469,0.12,0.11,0,14024748-4159148,4.968,0.015,0.023,323765.1,4.035,0.190,0.190,350679.2,3.805,0.252,0.252,236820.9,ACD,133,111,000,360606,28.7,0,0,0.9330,0.2300,1.1630
205.733129,-46.990273,0.13,0.13,90,13425595-4659249,4.834,0.033,0.037,392491.3,4.081,0.075,0.076,385931.3,3.517,0.170,0.170,379856.9,EEC,113,111,0d0,161604,26.5,0,0,0.7530,0.5640,1.3170
197.987219,-45.278774,0.13,0.13,0,13115693-4516435,4.920,0.033,0.037,326911.4,4.272,0.262,0.262,323675.6,3.927,0.033,0.036,204465.5,EDE,131,111,000,170717,27.8,0,0,0.6480,0.3450,0.9930
199.298120,-46.476707,0.13,0.13,90,13171154-4628361,4.928,0.033,0.037,372589.0,4.100,0.196,0.196,435421.6,3.873,0.033,0.036,230260.8,ECE,131,111,000,160616,40.6,0,0,0.8280,0.2270,1.0550
201.816030,-44.055546,0.11,0.11,90,13271584-4403199,5.166,0.003,0.017,299247.1,4.214,0.194,0.194,277530.0,3.981,0.238,0.238,231217.1,ACD,133,111,d00,360606,30.0,0,0,0.9520,0.2330,1.1850
208.566974,-28.743320,0.16,0.16,90,13541607-2844359,4.969,0.284,0.284,397951.4,4.092,0.234,0.234,369071.1,3.857,0.033,0.036,241891.2,DDE,331,111,dd0,070716,31.2,0,0,0.8770,0.2350,1.1120
209.540406,-29.744270,0.14,0.13,0,13580969-2944393,5.054,0.033,0.037,367984.9,4.208,0.242,0.242,331672.9,4.140,0.033,0.036,186388.9,EDE,131,111,000,160616,48.2,0,0,0.8460,0.0680,0.9140
216.517548,-27.225187,0.16,0.16,90,14260421-2713306,4.930,0.033,0.037,359277.5,4.065,0.192,0.192,378364.2,4.007,0.278,0.278,196616.5,ECD,133,111,d00,160606,27.6,0,0,0.8650,0.0580,0.9230
211.750694,-31.101269,0.16,0.16,90,14070016-3106045,4.849,0.033,0.037,387106.1,4.010,0.252,0.252,412012.1,3.806,0.284,0.284,236602.9,EDD,133,111,000,160605,26.6,0,0,0.8390,0.2040,1.0430
213.729682,-32.303455,0.12,0.12,90,14145512-3218124,5.004,0.033,0.037,347400.2,4.212,0.206,0.206,392744.4,4.073,0.290,0.290,191522.6,ECD,133,111,000,260606,50.1,0,0,0.7920,0.1390,0.9310
17.775677,55.149902,0.29,0.29,90,01110616+5508596,4.449,0.296,0.296,579201.9,4.277,0.252,0.252,322188.5,4.128,0.396,0.396,182062.3,DDD,333,111,000,060606,33.8,0,0,0.1720,0.1490,0.3210
89.269232,49.029732,0.09,0.09,90,05570461+4901470,4.736,0.033,0.037,429566.1,4.265,0.033,0.036,349068.0,4.146,0.003,0.015,212823.7,EEA,111,111,000,161436,36.9,0,0,0.4710,0.1190,0.5900
88.001016,48.434093,0.29,0.29,90,05520024+4826027,5.474,0.296,0.296,233254.5,4.033,0.180,0.180,403376.0,3.180,0.246,0.246,555162.3,DCD,333,111,000,050606,28.1,0,0,1.4410,0.8530,2.2940
85.217772,52.771313,0.09,0.09,0,05405226+5246167,5.397,0.037,0.041,241896.7,4.116,0.274,0.274,336907.0,4.110,0.033,0.036,219998.6,ADE,131,111,000,360615,37.5,0,0,1.2810,0.0060,1.2870
78.464593,51.023144,0.13,0.13,90,05135150+5101233,5.111,0.033,0.037,337310.6,4.198,0.196,0.196,384335.1,4.032,0.033,0.036,244692.1,ECE,131,111,000,170717,34.5,0,0,0.9130,0.1660,1.0790
78.333191,53.911659,0.31,0.29,0,05131996+5354419,5.134,0.274,0.274,353858.8,4.045,0.206,0.206,398942.2,3.604,0.302,0.302,375681.7,DCD,333,111,000,060606,34.5,0,0,1.0890,0.4410,1.5300
76.759398,51.706272,0.08,0.08,90,05070225+5142225,5.153,0.017,0.024,324511.4,4.088,0.198,0.198,410875.3,4.226,0.003,0.015,211845.9,ECA,131,111,000,260536,26.7,0,0,1.0650,-0.1380,0.9270
84.170970,51.383011,0.09,0.09,0,05364103+5122588,5.223,0.011,0.020,293920.6,4.035,0.264,0.264,375759.5,3.944,0.033,0.036,274675.5,ADE,131,111,000,460416,26.2,0,0,1.1880,0.0910,1.2790
89.206333,64.162567,0.29,0.29,90,05564951+6409452,5.215,0.248,0.248,339961.7,4.285,0.220,0.220,380110.6,4.001,0.298,0.298,251779.3,DDD,333,111,000,060605,48.0,0,0,0.9300,0.2840,1.2140
227.473776,15.734032,0.09,0.08,90,15095370+1544025,5.338,0.005,0.018,255405.4,4.288,0.148,0.148,297652.8,4.134,0.003,0.015,230579.1,ABE,131,111,000,570626,44.2,0,0,1.0500,0.1540,1.2040
227.223020,13.235221,0.30,0.29,90,15085352+1314067,4.460,0.256,0.256,658309.3,4.013,0.206,0.206,425314.3,3.893,0.246,0.246,298002.6,DCD,333,111,000,060606,79.2,0,0,0.4470,0.1200,0.5670
224.567372,14.037620,0.29,0.29,90,14581616+1402154,4.828,0.274,0.274,453137.5,4.064,0.232,0.232,365855.9,4.006,0.310,0.310,218283.0,DDD,333,111,000,060606,37.0,0,0,0.7640,0.0580,0.8220
223.086078,17.781330,0.15,0.09,0,14522065+1746527,5.118,0.011,0.020,302155.2,4.178,0.180,0.180,277146.9,4.120,0.005,0.016,196526.0,ACA,131,111,000,460546,66.5,0,0,0.9400,0.0580,0.9980
263.056585,46.330578,0.13,0.12,0,17321358+4619500,4.794,0.196,0.196,436345.0,4.042,0.194,0.194,336596.8,4.000,0.057,0.059,191170.1,CCE,331,111,000,060626,55.9,0,0,0.7520,0.0420,0.7940
256.729002,47.670719,0.13,0.13,90,17065496+4740145,4.842,0.033,0.037,376383.0,4.097,0.266,0.266,319970.5,3.921,0.033,0.036,179068.8,EDE,131,111,000,160316,31.3,0,0,0.7450,0.1760,0.9210
256.843307,48.399307,0.13,0.11,90,17072239+4823575,4.939,0.288,0.288,395211.9,4.274,0.238,0.238,281390.9,3.988,0.011,0.018,193294.7,DDA,331,111,000,060646,46.9,0,0,0.6650,0.2860,0.9510
260.423143,40.091961,0.13,0.13,90,17214155+4005310,4.791,0.033,0.037,422697.8,4.040,0.188,0.188,337217.4,3.722,0.033,0.036,283543.7,ECE,131,111,000,160616,37.9,0,0,0.7510,0.3180,1.0690
231.147004,54.212811,0.09,0.08,0,15243528+5412461,4.796,0.013,0.021,466691.6,4.124,0.182,0.182,383981.2,4.107,0.009,0.017,213117.9,ECA,131,111,000,260646,29.2,0,0,0.6720,0.0170,0.6890
232.058212,52.740902,0.21,0.11,0,15281397+5244272,5.188,0.033,0.037,283289.2,4.259,0.033,0.036,275619.5,4.009,0.033,0.036,241446.0,EEE,111,111,000,161616,62.5,0,0,0.9290,0.2500,1.1790
236.943243,45.732872,0.12,0.11,0,15474637+4543583,4.764,0.188,0.188,418629.7,4.138,0.188,0.188,318940.7,4.074,0.019,0.024,243680.1,CCA,331,111,000,070737,89.5,0,0,0.6260,0.0640,0.6900
238.183449,44.522556,0.14,0.08,0,15524402+4431212,5.208,0.007,0.018,259555.4,4.191,0.186,0.186,303745.6,4.110,0.007,0.016,161220.4,ACA,131,111,000,660636,30.8,0,0,1.0170,0.0810,1.0980
236.845122,44.598793,0.08,0.08,0,15472282+4435556,5.052,0.023,0.029,299660.9,4.167,0.198,0.198,299992.2,4.265,0.021,0.026,197433.1,ACA,131,111,000,360636,70.1,0,0,0.8850,-0.0980,0.7870
247.180965,51.407768,0.12,0.12,0,16284343+5124279,4.714,0.310,0.310,520990.7,4.126,0.284,0.284,396743.7,3.864,0.011,0.018,224295.2,DDE,331,111,000,060626,37.4,0,0,0.5880,0.2620,0.8500
234.642510,50.423290,0.29,0.29,0,15383420+5025238,4.596,0.216,0.216,505859.6,4.136,0.214,0.214,319528.8,4.010,0.230,0.230,249700.8,CCD,333,111,000,060606,43.1,0,0,0.4600,0.1260,0.5860
234.638286,48.462734,0.29,0.29,0,15383318+4827458,5.113,0.190,0.190,314217.2,4.209,0.192,0.192,298751.4,3.984,0.232,0.232,255752.6,CCD,333,111,000,060606,32.1,0,0,0.9040,0.2250,1.1290
253.047341,35.489658,0.29,0.29,0,16521136+3529227,5.116,0.222,0.222,324362.0,4.225,0.240,0.240,304726.3,4.034,0.300,0.300,261709.8,DDD,333,111,000,060606,41.5,0,0,0.8910,0.1910,1.0820
249.004017,36.507347,0.14,0.14,90,16360096+3630264,4.976,0.033,0.037,344373.7,4.166,0.033,0.036,333050.4,3.927,0.254,0.254,269538.0,EED,113,111,000,161606,28.6,0,0,0.8100,0.2390,1.0490
243.852283,37.795647,0.29,0.29,0,16152454+3747443,5.079,0.326,0.326,335606.2,4.145,0.246,0.246,351487.6,3.776,0.338,0.338,269786.4,DDD,333,111,000,060606,54.0,0,0,0.9340,0.3690,1.3030
243.265214,35.438946,0.12,0.12,0,16130365+3526202,5.044,0.021,0.027,358781.5,4.125,0.202,0.202,334125.8,3.874,0.276,0.276,283021.9,ECD,133,111,000,260606,27.1,0,0,0.9190,0.2510,1.1700
240.830635,36.631817,0.12,0.12,0,16031935+3637545,4.484,0.178,0.178,505626.7,4.064,0.228,0.228,353435.4,3.925,0.021,0.026,219492.7,CDE,331,111,000,060626,53.7,0,0,0.4200,0.1390,0.5590
244.734916,32.627048,0.08,0.08,90,16185637+3237373,5.063,0.015,0.023,352557.5,4.255,0.208,0.208,286358.5,4.091,0.009,0.017,231750.1,ACA,131,111,000,460646,32.8,0,0,0.8080,0.1640,0.9720
239.374352,39.695065,0.29,0.29,0,15572984+3941422,4.650,0.250,0.250,498230.1,4.020,0.212,0.212,380986.9,3.922,0.332,0.332,280298.0,DCD,333,111,000,060606,54.8,0,0,0.6300,0.0980,0.7280
242.192338,44.934937,0.14,0.12,0,16084616+4456057,4.245,0.248,0.248,675196.2,4.299,0.206,0.206,265650.1,4.320,0.001,0.015,132867.9,DCE,331,111,000,060426,42.5,0,0,-0.0540,-0.0210,-0.0750
241.370465,42.174835,0.17,0.17,0,16052891+4210294,4.824,0.033,0.037,410043.6,4.141,0.288,0.288,329238.0,3.660,0.260,0.260,252592.2,EDD,133,111,000,160507,28.9,0,0,0.6830,0.4810,1.1640
249.516792,39.577351,0.11,0.11,90,16380403+3934384,4.651,0.033,0.037,448776.4,4.288,0.208,0.208,277785.8,4.034,0.029,0.033,198527.2,ECE,131,111,d00,160626,89.9,0,0,0.3630,0.2540,0.6170
249.226030,38.848164,0.29,0.29,90,16365424+3850533,5.240,0.232,0.232,289354.3,4.280,0.234,0.234,299854.1,4.044,0.370,0.370,210775.4,DDD,333,111,000,060606,27.0,0,0,0.9600,0.2360,1.1960
251.313082,39.722748,0.29,0.29,90,16451513+3943218,5.052,0.190,0.190,356147.6,4.102,0.262,0.262,378538.5,3.755,0.330,0.330,284721.3,CDD,333,111,000,060606,28.8,0,0,0.9500,0.3470,1.2970
207.043114,-56.093040,0.16,0.16,90,13481034-5605349,5.163,0.033,0.037,252481.8,4.150,0.256,0.256,274732.5,3.706,0.260,0.260,259429.9,EDD,133,111,dd0,160606,29.1,0,0,1.0130,0.4440,1.4570
207.787773,-54.983459,0.16,0.16,90,13510906-5459004,5.119,0.033,0.037,281728.0,4.116,0.186,0.186,273848.3,3.717,0.258,0.258,265839.8,ECD,133,111,000,160606,28.5,0,0,1.0030,0.3990,1.4020
205.411828,-59.766506,0.17,0.16,90,13413883-5945594,5.070,0.266,0.266,275061.6,4.141,0.075,0.076,318060.7,3.888,0.250,0.250,197797.1,DED,313,111,000,061606,27.9,0,0,0.9290,0.2530,1.1820
124.452738,-33.601048,0.11,0.11,90,08174865-3336037,5.240,0.019,0.026,270041.2,4.093,0.228,0.228,395102.7,3.428,0.218,0.218,302148.2,ADD,133,111,000,470707,29.4,0,0,1.1470,0.6650,1.8120
123.090895,-31.069460,0.16,0.16,90,08122181-3104100,4.951,0.033,0.037,352395.2,4.185,0.206,0.206,363002.8,3.867,0.244,0.244,208746.9,ECD,133,111,000,160606,26.5,0,0,0.7660,0.3180,1.0840
270.833015,44.877571,0.12,0.12,90,18031992+4452392,5.058,0.017,0.024,379515.9,4.230,0.202,0.202,373172.8,3.869,0.290,0.290,256342.1,ECD,133,111,000,260606,50.3,0,0,0.8280,0.3610,1.1890
281.095278,39.612751,0.08,0.08,90,18442286+3936459,4.026,0.240,0.240,885176.8,4.209,0.021,0.026,331367.6,4.157,0.011,0.018,196616.5,DAA,311,111,0d0,063545,34.8,0,0,-0.1830,0.0520,-0.1310
281.084700,39.670391,0.08,0.08,90,18442032+3940134,4.198,0.220,0.220,755492.2,4.298,0.029,0.033,305288.2,4.230,0.011,0.018,183831.5,DAA,311,111,000,064655,34.1,0,0,-0.1000,0.0680,-0.0320
282.741494,41.399303,0.29,0.29,0,18505795+4123574,5.263,0.226,0.226,283289.2,4.237,0.242,0.242,301376.9,3.856,0.286,0.286,277984.1,DDD,333,111,000,060606,26.6,0,0,1.0260,0.3810,1.4070
286.839125,46.085289,0.12,0.12,90,19072139+4605070,4.933,0.200,0.200,346122.6,4.107,0.178,0.178,317037.0,3.900,0.027,0.031,224605.3,CCE,331,111,000,060626,37.6,0,0,0.8260,0.2070,1.0330
283.162084,43.387806,0.29,0.29,0,18523890+4323161,5.107,0.356,0.356,315958.5,4.085,0.242,0.242,358847.6,3.521,0.454,0.454,250046.1,DDD,333,111,0d0,070607,40.3,0,0,1.0220,0.5640,1.5860
279.110501,43.796707,0.29,0.29,0,18362652+4347481,4.986,0.290,0.290,378468.7,4.111,0.256,0.256,375413.6,4.001,0.398,0.398,219290.6,DDD,333,111,000,060606,43.6,0,0,0.8750,0.1100,0.9850
198.473176,-64.774437,0.16,0.16,90,13135356-6446279,4.881,0.033,0.037,305513.2,4.022,0.252,0.252,342854.6,3.811,0.218,0.218,205125.7,EDD,133,111,00d,160606,27.8,0,0,0.8590,0.2110,1.0700
342.937383,-59.881393,0.30,0.29,90,22514497-5952530,4.989,0.254,0.254,276585.9,4.237,0.226,0.226,262488.3,4.170,0.300,0.300,175154.0,DDD,333,111,000,060606,33.5,0,0,0.7520,0.0670,0.8190
335.429921,-59.948074,0.13,0.12,0,22214318-5956530,5.029,0.017,0.024,316832.7,4.237,0.216,0.216,291145.5,4.060,0.222,0.222,193829.6,ECD,133,111,000,260606,58.2,0,0,0.7920,0.1770,0.9690
341.519614,-55.063568,0.29,0.29,90,22460470-5503488,4.881,0.206,0.206,363103.1,4.054,0.192,0.192,321595.5,3.985,0.266,0.266,214990.9,CCD,333,111,00d,070606,50.4,0,0,0.8270,0.0690,0.8960
345.823251,-56.844505,0.16,0.16,90,23031758-5650402,4.978,0.033,0.037,299385.0,4.043,0.234,0.234,303186.6,3.928,0.248,0.248,211456.0,EDD,133,111,000,160606,50.0,0,0,0.9350,0.1150,1.0500
270.081430,-47.531158,0.29,0.29,0,18001954-4731521,5.244,0.302,0.302,226375.8,4.129,0.252,0.252,252528.3,3.933,0.340,0.340,210484.4,DDD,333,111,000,060605,26.4,0,0,1.1150,0.1960,1.3110
261.162235,32.290279,0.17,0.17,90,17243893+3217250,4.811,0.033,0.037,460288.4,4.078,0.204,0.204,400599.1,3.848,0.206,0.206,261348.5,ECC,133,111,000,160606,53.0,0,0,0.7330,0.2300,0.9630
259.164257,29.440180,0.13,0.13,0,17163942+2926246,4.990,0.033,0.037,377077.0,4.223,0.202,0.202,375586.5,3.961,0.033,0.036,252359.7,ECE,131,111,000,160615,47.8,0,0,0.7670,0.2620,1.0290
234.754333,3.467624,0.16,0.16,90,15390103+0328034,5.014,0.270,0.270,409100.5,4.167,0.224,0.224,382041.0,3.966,0.033,0.036,234433.7,DDE,331,111,000,060615,36.8,0,0,0.8470,0.2010,1.0480
231.487850,2.980501,0.17,0.16,90,15255708+0258498,5.105,0.033,0.037,339179.8,4.217,0.232,0.232,317767.9,3.948,0.234,0.234,222443.6,EDD,133,111,000,160606,26.5,0,0,0.8880,0.2690,1.1570
245.518117,1.029096,0.29,0.29,90,16220434+0101447,4.287,0.224,0.224,672403.6,4.086,0.200,0.200,358517.2,4.094,0.266,0.266,208362.7,DCD,333,111,000,060606,42.9,0,0,0.2010,-0.0080,0.1930
244.019761,2.302230,0.10,0.10,0,16160474+0218080,5.048,0.228,0.228,290556.1,4.293,0.023,0.027,267122.2,3.802,0.033,0.036,237476.1,DEE,311,111,000,062616,48.1,0,0,0.7550,0.4910,1.2460
242.314957,3.752181,0.10,0.10,90,16091558+0345078,5.181,0.015,0.023,295141.3,4.135,0.186,0.186,354739.9,3.903,0.033,0.036,240004.8,ECE,131,111,000,260616,43.4,0,0,1.0460,0.2320,1.2780
237.799780,7.871658,0.12,0.11,90,15511194+0752179,5.198,0.017,0.024,300766.9,4.136,0.172,0.172,366868.1,3.965,0.256,0.256,218987.8,ACD,133,111,000,370707,50.8,0,0,1.0620,0.1710,1.2330
244.464769,23.607298,0.30,0.29,0,16175154+2336262,4.924,0.218,0.218,429368.3,4.144,0.184,0.184,418128.7,3.899,0.280,0.280,296360.3,DCD,333,111,0d0,060606,31.7,0,0,0.7800,0.2450,1.0250
246.278119,24.056623,0.20,0.17,0,16250674+2403238,5.011,0.200,0.200,333449.5,4.180,0.033,0.036,306838.6,3.929,0.302,0.302,259908.2,CED,313,111,000,061606,49.5,0,0,0.8310,0.2510,1.0820
245.294537,22.239649,0.18,0.17,90,16211068+2214227,4.455,0.192,0.192,576010.0,4.024,0.033,0.036,354250.1,3.682,0.160,0.160,349639.1,CEC,313,111,000,071706,38.0,0,0,0.4310,0.3420,0.7730
250.388085,18.921480,0.11,0.10,90,16413314+1855173,4.780,0.013,0.021,384972.8,4.290,0.264,0.264,249982.7,3.884,0.033,0.036,198527.2,EDE,131,111,0d0,260616,29.2,0,0,0.4900,0.4060,0.8960
249.390703,5.277540,0.29,0.29,90,16373376+0516391,4.823,0.200,0.200,455229.1,4.046,0.222,0.222,412581.7,3.941,0.258,0.258,239894.3,CDD,333,111,000,070706,62.8,0,0,0.7770,0.1050,0.8820
267.500114,22.795374,0.13,0.13,0,17500002+2247433,4.928,0.033,0.037,399236.3,4.296,0.033,0.036,305851.1,4.080,0.300,0.300,259668.9,EED,113,111,000,161606,30.8,0,0,0.6320,0.2160,0.8480
267.426692,20.922729,0.29,0.29,90,17494240+2055218,4.905,0.250,0.250,407783.8,4.022,0.202,0.202,393649.8,3.763,0.302,0.302,347712.3,DCD,333,111,d00,060605,27.6,0,0,0.8830,0.2590,1.1420
