ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,prox,gal_contam,mp_flg,j_h,h_k,j_k
214.777470,-13.371054,0.29,0.14,90,14190659-1322157,4.395,0.226,0.226,652273.9,4.282,0.212,0.212,368222.2,4.241,0.007,0.016,142896.0,DCA,331,111,ddd,060636,59.5,0,0,0.1130,0.0410,0.1540
206.768951,-13.112264,0.13,0.12,0,13470454-1306441,5.005,0.031,0.035,312917.6,4.107,0.250,0.250,306273.9,3.894,0.218,0.218,218182.5,EDD,133,111,d00,260605,27.2,0,0,0.8980,0.2130,1.1110
210.541375,-17.250175,0.29,0.29,90,14020993-1715006,5.334,0.288,0.288,247645.2,4.218,0.218,0.218,352135.7,3.878,0.274,0.274,229202.8,DDD,333,111,000,060606,45.7,0,0,1.1160,0.3400,1.4560
208.903578,-16.144569,0.13,0.13,0,13553685-1608404,4.978,0.033,0.037,355819.7,4.277,0.244,0.244,311250.5,4.059,0.033,0.036,168974.0,EDE,131,111,d00,160616,58.2,0,0,0.7010,0.2180,0.9190
208.533040,-11.695423,0.21,0.15,0,13540792-1141435,4.880,0.023,0.029,351099.3,4.071,0.186,0.186,363504.7,3.972,0.033,0.036,203058.0,ACE,131,111,000,360616,26.8,0,0,0.8090,0.0990,0.9080
215.856858,-11.714005,0.30,0.29,0,14232564-1142504,4.789,0.212,0.212,381794.8,4.155,0.238,0.238,313985.8,4.064,0.244,0.244,186560.6,CDD,333,111,00d,060606,27.0,0,0,0.6340,0.0910,0.7250
210.019542,-8.161612,0.17,0.16,90,14000469-0809418,4.993,0.246,0.246,339023.7,4.255,0.206,0.206,317621.6,4.156,0.033,0.036,183662.3,DCE,331,111,dd0,070715,47.1,0,0,0.7380,0.0990,0.8370
201.526066,-16.858473,0.29,0.29,0,13260625-1651305,4.824,0.246,0.246,424453.4,4.075,0.180,0.180,388069.9,3.959,0.236,0.236,198527.2,DCD,333,111,000,060606,27.7,0,0,0.7490,0.1160,0.8650
198.300405,-22.933270,0.16,0.16,90,13131209-2255597,5.000,0.242,0.242,273797.8,4.056,0.210,0.210,289407.7,4.025,0.033,0.036,193383.8,DCE,331,111,0d0,060616,26.7,0,0,0.9440,0.0310,0.9750
204.124222,-19.587820,0.11,0.11,0,13362981-1935161,5.009,0.009,0.019,345804.0,4.166,0.194,0.194,369411.2,3.808,0.218,0.218,261951.0,ACD,133,111,000,360606,36.1,0,0,0.8430,0.3580,1.2010
197.918929,-11.221805,0.17,0.16,90,13114054-1113184,4.827,0.033,0.037,423282.2,4.295,0.218,0.218,328027.3,4.128,0.244,0.244,169910.4,EDD,133,111,000,160606,32.0,0,0,0.5320,0.1670,0.6990
197.362846,-11.149910,0.16,0.16,90,13092708-1108596,4.907,0.033,0.037,407033.4,4.084,0.220,0.220,426884.1,3.873,0.214,0.214,214891.9,EDC,133,111,000,160606,74.9,0,0,0.8230,0.2110,1.0340
197.309303,-9.538139,0.30,0.29,90,13091423-0932173,4.750,0.238,0.238,470359.6,4.120,0.170,0.170,412961.9,4.096,0.254,0.254,174992.7,DCD,333,111,000,060606,30.4,0,0,0.6300,0.0240,0.6540
181.799577,-22.370665,0.13,0.13,90,12071189-2222143,4.938,0.033,0.037,382146.6,4.101,0.158,0.158,366024.4,3.803,0.033,0.036,254226.0,ECE,131,111,0d0,160615,35.2,0,0,0.8370,0.2980,1.1350
183.404655,-21.634739,0.16,0.16,90,12133711-2138050,4.999,0.033,0.037,247075.7,4.078,0.166,0.166,264673.2,3.914,0.262,0.262,199903.3,ECD,133,111,000,150606,71.6,0,0,0.9210,0.1640,1.0850
324.437943,-7.854191,0.13,0.12,90,21374510-0751150,4.359,0.248,0.248,587259.4,4.219,0.196,0.196,266876.3,4.252,0.009,0.017,156898.9,DCA,331,111,00d,060636,53.9,0,0,0.1400,-0.0330,0.1070
321.395539,-0.231929,0.31,0.29,90,21253492-0013549,5.163,0.274,0.274,321536.3,4.169,0.212,0.212,309963.1,3.939,0.278,0.278,240336.6,DCD,333,111,00d,060606,67.6,0,0,0.9940,0.2300,1.2240
328.751143,-15.258078,0.13,0.13,0,21550027-1515290,4.860,0.033,0.037,439977.0,4.219,0.184,0.184,306415.0,4.122,0.033,0.036,196164.3,ECE,131,111,d00,170716,39.4,0,0,0.6410,0.0970,0.7380
330.575801,-15.004129,0.16,0.16,0,22021819-1500148,5.098,0.033,0.037,365788.5,4.234,0.206,0.206,302210.8,3.942,0.244,0.244,239673.5,ECD,133,111,000,160707,36.9,0,0,0.8640,0.2920,1.1560
330.549330,-17.903469,0.29,0.29,0,22021183-1754124,4.870,0.224,0.224,451263.3,4.176,0.198,0.198,318793.9,4.091,0.248,0.248,208939.2,DCD,333,111,000,060506,59.2,0,0,0.6940,0.0850,0.7790
335.539089,-4.935715,0.14,0.13,0,22220938-0456085,5.036,0.015,0.023,414982.7,4.269,0.212,0.212,360006.2,3.987,0.282,0.282,255046.9,ECD,133,111,0d0,260606,57.9,0,0,0.7670,0.2820,1.0490
333.726623,-3.948339,0.17,0.16,0,22145438-0356540,5.000,0.033,0.037,400340.9,4.169,0.184,0.184,368391.8,3.874,0.254,0.254,273413.5,ECD,133,111,000,160606,43.3,0,0,0.8310,0.2950,1.1260
332.640619,-4.266875,0.31,0.29,90,22103374-0416007,4.657,0.338,0.338,461987.3,4.051,0.252,0.252,370262.7,4.094,0.224,0.224,194455.4,DDD,333,111,000,070704,34.9,0,0,0.6060,-0.0430,0.5630
326.230493,-9.036354,0.30,0.29,90,21445531-0902108,4.794,0.230,0.230,436345.0,4.039,0.216,0.216,326069.4,3.886,0.244,0.244,219796.1,DCD,333,111,000,060605,43.0,0,0,0.7550,0.1530,0.9080
357.929308,-40.827717,0.10,0.10,90,23514303-4049397,4.771,0.033,0.037,401818.6,4.006,0.218,0.218,360172.0,4.062,0.013,0.020,214595.2,EDE,131,111,d00,160626,36.5,0,0,0.7650,-0.0560,0.7090
351.493154,-35.604706,0.12,0.12,90,23255835-3536169,5.075,0.025,0.030,264502.6,4.226,0.224,0.224,247462.8,3.877,0.226,0.226,199811.3,EDD,133,111,000,260606,28.3,0,0,0.8490,0.3490,1.1980
355.759388,-29.044022,0.16,0.16,0,23430225-2902384,4.718,0.033,0.037,380390.8,4.128,0.226,0.226,280356.1,3.995,0.272,0.272,205788.0,EDD,133,111,000,160606,28.4,0,0,0.5900,0.1330,0.7230
338.623709,-24.254913,0.17,0.16,90,22342969-2415176,5.069,0.033,0.037,402559.4,4.197,0.220,0.220,346824.7,3.907,0.214,0.214,274549.1,EDC,133,111,000,160606,53.7,0,0,0.8720,0.2900,1.1620
339.934045,-28.325687,0.14,0.13,0,22394417-2819324,4.684,0.220,0.220,450640.3,4.004,0.232,0.232,348586.0,3.990,0.033,0.036,206737.9,DDE,331,111,000,060616,61.7,0,0,0.6800,0.0140,0.6940
342.321532,-23.092497,0.29,0.29,0,22491716-2305329,4.853,0.232,0.232,399236.3,4.143,0.216,0.216,317475.3,4.013,0.236,0.236,209517.4,DCD,333,111,000,060606,29.4,0,0,0.7100,0.1300,0.8400
336.140203,-17.593140,0.13,0.13,0,22243364-1735353,5.042,0.033,0.037,372074.6,4.058,0.196,0.196,380811.5,4.071,0.033,0.036,191875.7,ECE,131,111,000,160616,32.1,0,0,0.9840,-0.0130,0.9710
336.642735,-16.741957,0.09,0.09,90,22263425-1644310,4.129,0.206,0.206,833354.9,4.199,0.075,0.076,323079.9,4.102,0.005,0.016,186474.7,CEA,311,111,000,061657,57.6,0,0,-0.0700,0.0970,0.0270
351.032705,-18.688053,0.29,0.29,0,23240784-1841169,4.810,0.228,0.228,511010.7,4.053,0.252,0.252,439248.2,4.037,0.246,0.246,243567.9,DDD,333,111,000,060606,26.7,0,0,0.7570,0.0160,0.7730
336.969502,-4.316302,0.18,0.16,90,22275268-0418586,5.416,0.308,0.308,302712.2,4.276,0.075,0.076,345549.3,4.065,0.346,0.346,214003.1,DED,313,111,000,061606,39.5,0,0,1.1400,0.2110,1.3510
336.031478,-10.197745,0.30,0.29,0,22240755-1011518,5.012,0.238,0.238,321832.6,4.145,0.234,0.234,276000.6,3.985,0.284,0.284,200641.1,DDD,333,111,00d,070606,44.1,0,0,0.8670,0.1600,1.0270
336.704006,-11.349602,0.30,0.29,0,22264896-1120585,5.107,0.256,0.256,315958.5,4.120,0.212,0.212,302628.6,3.838,0.264,0.264,229731.2,DCD,333,111,000,060605,26.8,0,0,0.9870,0.2820,1.2690
343.087574,-10.756172,0.13,0.12,90,22522101-1045222,5.200,0.045,0.048,310763.5,4.256,0.174,0.174,306556.1,3.922,0.234,0.234,220100.0,ECD,133,111,00d,260606,36.6,0,0,0.9440,0.3340,1.2780
338.266925,-7.174033,0.10,0.10,90,22330406-0710265,5.164,0.011,0.020,332529.4,4.267,0.196,0.196,314130.4,4.033,0.033,0.036,198710.1,ECE,131,111,000,260616,28.8,0,0,0.8970,0.2340,1.1310
342.224457,-16.995260,0.16,0.16,0,22485386-1659429,4.950,0.033,0.037,419208.4,4.130,0.192,0.192,381865.1,3.895,0.250,0.250,233571.6,ECD,133,111,000,160707,26.3,0,0,0.8200,0.2350,1.0550
84.981887,27.851385,0.29,0.29,0,05395565+2751049,5.404,0.306,0.306,295685.5,4.196,0.236,0.236,371971.8,3.813,0.324,0.324,309898.9,DDD,333,111,000,060606,32.6,0,0,1.2080,0.3830,1.5910
279.050190,-65.532539,0.16,0.16,0,18361204-6531571,5.140,0.033,0.037,328420.3,4.242,0.180,0.180,289807.8,4.042,0.290,0.290,218584.8,ECD,133,111,00d,160606,51.5,0,0,0.8980,0.2000,1.0980
274.137941,-63.842911,0.29,0.29,0,18163310-6350344,5.285,0.276,0.276,250282.2,4.269,0.198,0.198,273092.6,3.926,0.232,0.232,243231.6,DCD,333,111,00d,060606,31.5,0,0,1.0160,0.3430,1.3590
271.585927,-63.579239,0.10,0.10,0,18062062-6334452,4.993,0.041,0.044,339023.7,4.058,0.246,0.246,288875.0,3.940,0.033,0.036,224088.7,EDE,131,111,000,270717,34.3,0,0,0.9350,0.1180,1.0530
275.379951,-64.265182,0.13,0.13,90,18213118-6415546,5.013,0.033,0.037,310620.4,4.221,0.075,0.076,275746.5,3.379,0.280,0.280,388883.9,EED,113,111,000,171606,27.5,0,0,0.7920,0.8420,1.6340
287.104043,-61.679379,0.16,0.16,0,19082497-6140457,5.085,0.033,0.037,322426.0,4.101,0.202,0.202,329997.0,3.908,0.242,0.242,238902.1,ECD,133,111,0d0,160606,37.9,0,0,0.9840,0.1930,1.1770
308.674817,-55.496418,0.11,0.11,90,20344195-5529471,5.233,0.017,0.024,262560.9,4.178,0.188,0.188,277146.9,3.939,0.272,0.272,240336.6,ACD,133,111,d00,460705,33.8,0,0,1.0550,0.2390,1.2940
305.938190,-59.341244,0.29,0.29,0,20234516-5920284,5.139,0.288,0.288,258125.0,4.135,0.210,0.210,288343.4,3.869,0.232,0.232,215685.0,DCD,333,111,000,060605,41.1,0,0,1.0040,0.2660,1.2700
296.769182,-58.537415,0.13,0.13,0,19470460-5832146,5.029,0.033,0.037,339492.4,4.157,0.075,0.076,347624.2,3.672,0.254,0.254,318141.3,EED,113,111,000,171707,42.7,0,0,0.8720,0.4850,1.3570
299.504129,-60.589546,0.17,0.16,0,19580099-6035223,4.919,0.033,0.037,402559.4,4.122,0.210,0.210,323675.6,3.945,0.334,0.334,239012.2,ECD,133,111,000,160606,39.9,0,0,0.7970,0.1770,0.9740
273.491396,-56.621311,0.16,0.16,0,18135793-5637167,5.171,0.033,0.037,268553.0,4.195,0.284,0.284,282429.5,3.909,0.232,0.232,207883.5,EDD,133,111,000,160606,26.9,0,0,0.9760,0.2860,1.2620
279.172666,-56.226974,0.10,0.10,90,18364143-5613371,5.085,0.033,0.037,290689.9,4.264,0.196,0.196,283994.5,4.402,0.003,0.015,127532.2,ECE,131,111,000,160626,28.1,0,0,0.8210,-0.1380,0.6830
86.992003,-40.653030,0.16,0.16,90,05475808-4039109,4.745,0.212,0.212,411557.0,4.099,0.238,0.238,366699.2,4.001,0.033,0.036,197706.1,CDE,331,111,000,070716,41.5,0,0,0.6460,0.0980,0.7440
87.924917,-41.846786,0.17,0.16,90,05514198-4150484,5.010,0.033,0.037,333756.7,4.119,0.222,0.222,372657.6,3.810,0.278,0.278,235732.8,EDD,133,111,00d,160606,41.6,0,0,0.8910,0.3090,1.2000
85.285074,-39.147278,0.11,0.11,90,05410841-3908502,5.015,0.027,0.032,310048.8,4.032,0.192,0.192,364007.2,3.772,0.224,0.224,252708.6,ACD,133,111,00d,370606,42.9,0,0,0.9830,0.2600,1.2430
88.641069,-25.253963,0.29,0.29,0,05543385-2515142,5.196,0.280,0.280,311910.5,4.140,0.240,0.240,353110.0,4.003,0.240,0.240,197342.2,DDD,333,111,00d,060606,28.2,0,0,1.0560,0.1370,1.1930
84.435915,-28.689680,0.29,0.29,90,05374461-2841228,4.571,0.192,0.192,435542.0,4.165,0.198,0.198,280485.2,4.181,0.274,0.274,151015.0,CCD,333,111,000,060606,33.9,0,0,0.4060,-0.0160,0.3900
74.830058,-32.239155,0.29,0.29,90,04591921-3214209,4.826,0.262,0.262,469926.6,4.045,0.264,0.264,474143.7,3.863,0.230,0.230,232391.4,DDD,333,111,000,060606,61.6,0,0,0.7810,0.1820,0.9630
69.936107,-29.766314,0.13,0.13,90,04394466-2945587,5.180,0.033,0.037,275695.7,4.122,0.146,0.146,302071.7,3.902,0.033,0.036,209228.1,EBE,131,111,000,150616,38.6,0,0,1.0580,0.2200,1.2780
79.119115,-28.138830,0.16,0.16,90,05162858-2808197,4.991,0.033,0.037,295821.7,4.202,0.230,0.230,261884.6,4.033,0.302,0.302,179151.3,EDD,133,111,0d0,160606,58.3,0,0,0.7890,0.1690,0.9580
77.437112,-33.520893,0.13,0.13,0,05094490-3331152,4.946,0.033,0.037,406471.4,4.182,0.206,0.206,390040.8,3.878,0.033,0.036,229202.8,ECE,131,111,00d,160616,27.7,0,0,0.7640,0.3040,1.0680
84.250014,-30.453159,0.17,0.16,90,05370000-3027113,5.329,0.232,0.232,240342.2,4.256,0.075,0.076,257934.8,4.040,0.252,0.252,178000.0,DED,313,111,000,061606,69.7,0,0,1.0730,0.2160,1.2890
84.362866,-33.738354,0.16,0.16,90,05372708-3344180,4.767,0.033,0.037,403301.7,4.095,0.224,0.224,289008.1,3.727,0.258,0.258,229414.0,EDD,133,111,000,160707,52.3,0,0,0.6720,0.3680,1.0400
83.080987,-31.952471,0.16,0.16,90,05321943-3157088,4.987,0.033,0.037,329329.0,4.106,0.188,0.188,306556.1,3.744,0.198,0.198,225850.0,ECC,133,111,000,160606,29.8,0,0,0.8810,0.3620,1.2430
65.378392,-14.273178,0.29,0.29,0,04213081-1416234,4.915,0.256,0.256,418244.3,4.006,0.216,0.216,372829.3,3.815,0.288,0.288,251431.7,DCD,333,111,00d,060606,30.6,0,0,0.9090,0.1910,1.1000
70.107062,-17.683577,0.30,0.29,90,04402569-1741008,5.153,0.244,0.244,385682.6,4.039,0.288,0.288,476771.2,3.883,0.214,0.214,261951.0,DDC,333,111,000,070606,30.0,0,0,1.1140,0.1560,1.2700
68.120877,-17.741159,0.16,0.16,0,04322901-1744281,5.132,0.033,0.037,342475.9,4.254,0.196,0.196,329086.5,4.089,0.250,0.250,195353.0,ECD,133,111,000,160606,38.9,0,0,0.8780,0.1650,1.0430
67.633444,-17.333694,0.12,0.12,90,04303202-1720012,5.190,0.029,0.034,347880.4,4.243,0.212,0.212,356213.2,4.002,0.260,0.260,211650.8,ECD,133,111,d0d,260606,47.3,0,0,0.9470,0.2410,1.1880
86.110641,-22.421797,0.29,0.29,90,05442655-2225184,4.845,0.198,0.198,402188.8,4.158,0.202,0.202,302489.3,4.131,0.264,0.264,169441.6,CCD,333,111,000,060506,26.4,0,0,0.6870,0.0270,0.7140
86.641024,-20.464821,0.14,0.13,0,05463384-2027533,4.816,0.033,0.037,427592.4,4.106,0.228,0.228,364342.6,3.708,0.033,0.036,258952.4,EDE,131,111,000,160616,29.5,0,0,0.7100,0.3980,1.1080
83.253621,-17.258129,0.10,0.10,90,05330086-1715292,5.034,0.033,0.037,326460.0,4.136,0.194,0.194,354413.3,3.911,0.023,0.027,230154.8,ECE,131,111,000,160625,29.4,0,0,0.8980,0.2250,1.1230
74.982266,-12.537459,0.14,0.13,90,04595574-1232148,4.035,0.224,0.224,791461.9,4.132,0.075,0.076,355721.4,4.005,0.033,0.036,242337.1,DEE,311,111,000,071716,56.2,0,0,-0.0970,0.1270,0.0300
77.055179,-15.095431,0.13,0.13,90,05081324-1505435,4.713,0.033,0.037,438763.0,4.012,0.180,0.180,358187.2,4.057,0.033,0.036,163538.5,ECE,131,111,000,160615,68.9,0,0,0.7010,-0.0450,0.6560
68.276395,-12.543466,0.12,0.12,90,04330633-1232364,4.941,0.230,0.230,422697.8,4.249,0.206,0.206,342223.6,4.153,0.009,0.017,190642.6,DCE,331,111,000,060626,63.0,0,0,0.6920,0.0960,0.7880
77.130159,-18.119696,0.29,0.29,0,05083123-1807109,4.939,0.236,0.236,356311.6,4.050,0.182,0.182,358022.2,3.844,0.238,0.238,220709.0,DCD,333,111,000,060606,28.8,0,0,0.8890,0.2060,1.0950
71.901192,-16.934484,0.17,0.16,0,04473628-1656041,4.466,0.254,0.254,632455.5,4.116,0.236,0.236,361002.3,3.999,0.033,0.036,212236.5,DDE,331,111,000,060616,69.7,0,0,0.3500,0.1170,0.4670
74.686159,-17.806814,0.11,0.10,90,04584467-1748245,4.927,0.033,0.037,360271.6,4.262,0.232,0.232,274859.0,4.122,0.029,0.033,165051.7,EDE,131,111,000,160626,76.5,0,0,0.6650,0.1400,0.8050
72.562548,-13.568812,0.10,0.09,0,04501501-1334077,5.231,0.025,0.030,272288.9,4.155,0.172,0.172,283080.5,4.206,0.009,0.017,175396.1,ACE,131,111,000,460626,34.4,0,0,1.0760,-0.0510,1.0250
5.012342,-17.700445,0.29,0.29,0,00200296-1742016,4.930,0.224,0.224,427002.1,4.009,0.274,0.274,426884.1,3.846,0.288,0.288,280556.3,DDD,333,111,000,060606,99.0,0,0,0.9210,0.1630,1.0840
7.309630,-15.065361,0.10,0.09,90,00291431-1503552,5.113,0.033,0.037,325259.5,4.265,0.240,0.240,325769.2,4.090,0.025,0.029,188547.2,EDA,131,111,00d,160636,42.8,0,0,0.8480,0.1750,1.0230
19.951254,-0.508939,0.17,0.16,0,01194830-0030321,4.765,0.224,0.224,480208.7,4.167,0.220,0.220,310534.6,4.126,0.033,0.036,188807.8,DDE,331,111,0d0,060616,33.8,0,0,0.5980,0.0410,0.6390
13.573335,-8.740670,0.30,0.30,90,00541760-0844264,4.727,0.258,0.258,514789.9,4.010,0.280,0.280,412012.1,4.071,0.246,0.246,205598.5,DDD,333,111,000,060606,43.0,0,0,0.7170,-0.0610,0.6560
12.905458,-8.818325,0.30,0.30,90,00513730-0849059,5.129,0.286,0.286,408159.6,4.287,0.212,0.212,406546.3,4.126,0.288,0.288,202311.2,DCD,333,111,d00,060606,32.5,0,0,0.8420,0.1610,1.0030
13.052942,-9.832387,0.32,0.31,0,00521270-0949565,4.979,0.286,0.286,468629.9,4.098,0.212,0.212,483849.2,3.932,0.242,0.242,241891.2,DCD,333,111,d00,060606,26.8,0,0,0.8810,0.1660,1.0470
14.690594,-5.882708,0.23,0.16,90,00584574-0552577,4.729,0.220,0.220,496398.0,4.218,0.075,0.076,340181.0,3.940,0.264,0.264,209131.8,DED,313,111,d00,061606,27.9,0,0,0.5110,0.2780,0.7890
12.174484,-6.532605,0.16,0.16,90,00484187-0631573,5.294,0.318,0.318,375690.3,4.214,0.226,0.226,434820.5,3.837,0.033,0.036,273287.7,DDE,331,111,0d0,060616,83.4,0,0,1.0800,0.3770,1.4570
11.035478,-2.245938,0.16,0.16,90,00440851-0214453,5.350,0.248,0.248,332989.1,4.224,0.198,0.198,402077.7,3.859,0.033,0.036,267805.8,DCE,331,111,000,060516,68.9,0,0,1.1260,0.3650,1.4910
6.014904,-9.328056,0.19,0.16,90,00240357-0919410,4.949,0.033,0.037,378294.5,4.266,0.220,0.220,264551.4,3.781,0.218,0.218,242114.1,EDD,133,111,000,170706,46.0,0,0,0.6830,0.4850,1.1680
8.280591,-39.759754,0.16,0.16,90,00330734-3945351,5.025,0.033,0.037,340745.4,4.015,0.298,0.298,424531.6,3.974,0.282,0.282,202684.2,EDD,133,111,000,160606,31.3,0,0,1.0100,0.0410,1.0510
2.933325,-35.133156,0.29,0.29,0,00114399-3507593,4.414,0.308,0.308,663483.3,4.159,0.238,0.238,312831.2,4.134,0.306,0.306,187421.8,DDD,333,111,d00,060706,51.2,0,0,0.2550,0.0250,0.2800
6.813893,-36.404999,0.17,0.16,90,00271533-3624179,4.918,0.264,0.264,350937.7,4.285,0.075,0.076,278554.4,3.781,0.210,0.210,233894.5,DEC,313,111,000,061606,46.5,0,0,0.6330,0.5040,1.1370
14.612055,-24.369614,0.17,0.16,0,00582689-2422106,4.963,0.033,0.037,373447.9,4.132,0.214,0.214,331978.5,3.889,0.252,0.252,260507.4,ECD,133,111,0dd,160605,60.5,0,0,0.8310,0.2430,1.0740
14.935024,-31.336180,0.16,0.16,0,00594440-3120102,5.062,0.226,0.226,340902.4,4.214,0.188,0.188,287283.0,4.083,0.033,0.036,183324.3,DCE,331,111,000,070716,44.8,0,0,0.8480,0.1310,0.9790
3.439455,-23.214722,0.15,0.13,0,00134546-2312529,4.943,0.033,0.037,407596.1,4.190,0.210,0.210,325769.2,4.132,0.033,0.036,215585.7,ECE,131,111,00d,160616,31.6,0,0,0.7530,0.0580,0.8110
6.440068,-27.710190,0.29,0.29,0,00254561-2742366,4.937,0.196,0.196,487113.3,4.115,0.176,0.176,444539.1,3.988,0.278,0.278,273036.0,CCD,333,111,00d,060606,36.2,0,0,0.8220,0.1270,0.9490
11.655263,-30.190985,0.38,0.29,90,00463726-3011275,4.850,0.212,0.212,400340.9,4.128,0.162,0.162,333203.8,3.998,0.252,0.252,219897.4,CCD,333,111,d00,060606,34.0,0,0,0.7220,0.1300,0.8520
25.193156,-2.621857,0.13,0.13,90,01404635-0237186,4.805,0.220,0.220,479104.2,4.090,0.075,0.076,357198.8,3.888,0.033,0.036,251895.3,DEE,311,111,000,061616,50.3,0,0,0.7150,0.2020,0.9170
27.656891,-2.062193,0.13,0.13,90,01503765-0203438,5.091,0.033,0.037,368154.4,4.299,0.248,0.248,326821.0,3.983,0.033,0.036,222956.4,EDE,131,111,00d,160616,26.3,0,0,0.7920,0.3160,1.1080
21.202812,-2.848613,0.29,0.29,90,01244867-0250550,4.751,0.236,0.236,539547.9,4.089,0.174,0.174,370092.3,3.976,0.236,0.236,232284.4,DCD,333,111,000,070606,51.0,0,0,0.6620,0.1130,0.7750
20.071590,-9.747546,0.15,0.13,90,01201718-0944511,5.096,0.033,0.037,354021.8,4.296,0.164,0.164,295467.7,3.885,0.033,0.036,227729.9,ECE,131,111,0d0,160616,47.3,0,0,0.8000,0.4110,1.2110
20.115916,-11.238988,0.29,0.29,0,01202781-1114203,4.791,0.248,0.248,468845.8,4.005,0.282,0.282,399861.9,3.923,0.276,0.276,219897.4,DDD,333,111,00d,060606,114.7,0,0,0.7860,0.0820,0.8680
286.250783,-7.013516,0.11,0.10,0,19050018-0700486,4.952,0.007,0.018,328571.6,4.145,0.216,0.216,339554.9,3.750,0.033,0.036,266943.9,ECE,131,111,000,260616,27.2,0,0,0.8070,0.3950,1.2020
345.385504,63.292141,0.13,0.13,0,23013252+6317317,4.779,0.033,0.037,359608.5,4.094,0.164,0.164,269966.6,3.941,0.033,0.036,223882.4,ECE,131,111,0d0,160616,29.4,0,0,0.6850,0.1530,0.8380
357.098708,58.840866,0.10,0.09,0,23482368+5850271,5.133,0.015,0.023,287892.3,4.236,0.033,0.036,323228.8,3.707,0.284,0.284,277728.2,AED,113,111,000,361606,27.4,0,0,0.8970,0.5290,1.4260
319.396456,55.993141,0.11,0.11,0,21173514+5559353,5.216,0.011,0.020,224403.7,4.043,0.266,0.266,313841.2,2.963,0.314,0.314,376894.7,ADD,133,111,000,560506,27.1,0,0,1.1730,1.0800,2.2530
