ra,dec,h_m,prox
50.538657,-10.657586,10.011,116.9
6.484798,-28.232128,10.011,91.0
237.485865,42.197807,10.011,86.8
331.619888,-23.389355,10.011,86.2
8.093112,-28.763222,10.011,78.3
218.753053,47.522186,10.011,75.7
6.449069,-34.306583,10.011,80.8
164.966548,24.009338,10.011,89.2
356.043993,-51.238186,10.011,97.3
125.155828,33.710770,10.011,96.7
6.617089,-46.670959,10.011,90.8
348.674035,-19.664837,10.011,95.1
260.508804,39.392963,10.011,78.1
176.483761,20.565575,10.011,145.9
342.450501,-22.113794,10.011,77.7
17.527204,-26.295752,10.011,82.8
40.773211,21.323036,10.011,77.9
203.427906,47.885162,10.011,89.6
177.840388,10.013144,10.011,87.3
51.590835,-23.292870,10.011,102.7
74.012969,-16.521927,10.011,80.5
160.788714,12.827257,10.012,84.4
32.138658,-41.049187,10.012,77.1
248.872774,40.244751,10.012,92.2
2.009588,-28.828009,10.012,76.6
193.900591,70.591377,10.012,91.3
35.356948,-37.319515,10.012,81.1
34.766151,-9.407998,10.012,97.1
182.757022,12.143279,10.012,90.0
129.130359,61.513844,10.012,77.0
201.415172,-25.134228,10.012,97.1
47.724107,-22.998646,10.012,80.6
348.097756,-28.680691,10.012,83.8
152.163406,42.478947,10.012,131.8
348.771047,-24.296450,10.012,82.1
157.205575,32.653481,10.012,80.1
242.964769,41.077831,10.012,76.0
202.142375,52.652996,10.012,95.1
240.968735,57.102913,10.012,84.5
228.483821,33.623112,10.012,81.7
332.360739,-60.568958,10.013,82.9
354.424410,-44.641937,10.013,96.0
57.965511,-12.621490,10.013,93.3
167.614981,29.877726,10.013,96.7
58.007009,-5.505531,10.013,92.0
346.205581,-23.280878,10.013,133.1
78.052699,-51.748920,10.013,89.5
359.762764,-27.416346,10.013,76.7
213.592655,16.808500,10.013,81.7
356.795018,-25.561222,10.013,111.8
216.055524,47.709061,10.013,109.3
331.141378,-44.713261,10.013,102.4
14.186171,12.834266,10.013,104.7
258.973842,67.323013,10.013,86.5
198.958787,47.083015,10.013,85.5
11.120289,-20.399284,10.013,80.6
224.480509,58.808750,10.013,87.2
215.307202,21.913527,10.013,97.2
326.594086,-2.074310,10.013,75.8
222.841002,58.623493,10.013,84.1
195.695336,68.566277,10.013,76.5
134.819001,14.740467,10.013,88.8
343.623475,-15.366671,10.014,87.5
11.882534,-14.823107,10.014,83.9
144.532479,50.384460,10.014,99.3
65.092151,-25.882460,10.014,78.3
203.000821,32.121284,10.014,109.6
5.838804,-15.010927,10.014,105.7
27.258160,0.587014,10.014,110.2
161.638456,-16.130053,10.014,80.8
169.697362,27.311892,10.014,76.3
8.517565,3.098854,10.014,77.7
215.460484,53.148544,10.014,81.5
148.293805,39.513569,10.014,80.4
180.129504,34.359146,10.014,78.7
15.393480,-17.715956,10.014,103.5
317.730106,-58.134758,10.014,84.1
3.211244,-24.037516,10.014,77.7
354.268886,-12.876372,10.014,95.6
21.129858,-12.100753,10.014,81.3
133.220370,17.362602,10.014,76.6
331.966719,-50.813545,10.014,82.1
20.726597,-10.155139,10.014,79.7
37.025243,-14.035706,10.014,79.9
237.057803,55.493980,10.014,79.9
358.696761,-21.593607,10.014,88.4
145.658882,28.067053,10.014,77.3
238.036050,30.586363,10.014,89.6
161.693959,15.847773,10.014,87.0
193.430065,4.696838,10.015,91.3
204.970130,1.228741,10.015,75.3
319.291713,-48.528416,10.015,75.6
173.236568,-4.933820,10.015,111.3
205.860529,29.470255,10.015,76.9
229.008519,33.080715,10.015,79.0
192.323780,-7.717402,10.015,76.1
352.348649,-39.921791,10.015,75.8
61.786972,-57.729420,10.015,85.6
36.284116,-17.158041,10.015,94.7
152.324889,21.265642,10.015,76.7
217.188655,22.599451,10.015,93.5
144.160548,73.091354,10.015,103.6
50.652422,29.179895,10.015,77.7
192.491031,58.211376,10.015,98.3
151.386782,17.641605,10.015,80.0
169.835175,48.887730,10.015,81.5
180.535909,4.380558,10.015,87.6
197.485217,27.285738,10.015,86.5
3.032778,7.868865,10.015,89.8
45.670945,-31.743885,10.016,95.9
177.342029,14.871950,10.016,112.3
192.652451,24.224047,10.016,88.9
172.664979,11.031048,10.016,117.4
222.204699,51.607708,10.016,77.4
340.732476,-17.086905,10.016,80.8
208.805859,37.092358,10.016,144.4
14.516789,-1.742737,10.016,104.2
58.903165,-40.893803,10.016,83.1
354.733906,17.105282,10.016,78.2
189.531495,-13.926382,10.016,82.2
222.388583,39.401962,10.016,121.3
183.254579,18.386997,10.016,93.5
62.422265,-14.606417,10.016,105.9
42.029431,-14.179832,10.016,108.4
207.968899,33.220253,10.016,85.0
190.157133,-28.086884,10.016,89.4
358.252338,-14.927989,10.016,102.4
340.066755,9.238167,10.016,75.8
17.246579,-58.765343,10.016,78.3
104.458136,50.406372,10.016,80.1
168.642295,-16.062683,10.016,94.0
214.589218,14.031443,10.016,83.9
338.089290,-34.408428,10.016,91.9
199.297046,6.977661,10.016,110.5
163.510468,23.302277,10.016,90.2
206.070637,17.800163,10.016,84.7
30.337920,-39.099701,10.017,111.8
261.387407,56.976509,10.017,82.6
24.277836,-27.005720,10.017,75.8
9.579926,10.309524,10.017,109.1
343.773899,-28.923019,10.017,93.6
52.054134,-64.777390,10.017,91.1
70.017611,-32.564083,10.017,80.3
154.165462,-9.733470,10.017,85.4
43.129861,4.304897,10.017,101.5
222.750826,60.696911,10.017,117.8
183.537932,13.037841,10.017,94.6
46.507800,-55.234638,10.017,79.8
162.715415,26.083408,10.017,80.2
233.137900,54.790070,10.017,83.0
171.261604,7.491612,10.017,79.4
56.735548,-29.104305,10.017,85.5
189.202997,17.837933,10.017,80.5
71.681640,-44.577694,10.017,84.4
344.731078,-22.144865,10.017,94.6
150.113416,38.737804,10.017,96.5
55.300976,-34.955559,10.017,83.3
220.403455,53.316589,10.017,75.5
23.703969,-28.774422,10.017,106.0
201.344325,31.938404,10.017,80.8
60.333145,-48.152657,10.017,88.1
96.611701,-46.483757,10.017,76.5
164.134644,6.228591,10.017,79.0
175.374654,-1.931307,10.018,120.6
152.313461,27.074675,10.018,84.5
184.042087,31.066933,10.018,84.2
158.680290,1.515151,10.018,82.6
169.357848,38.958050,10.018,79.6
328.113676,0.366346,10.018,78.1
54.840220,11.859723,10.018,78.9
153.212729,14.089854,10.018,76.3
49.465719,-32.618797,10.018,112.9
197.913965,6.294534,10.018,78.4
4.380784,7.902885,10.018,75.3
174.599859,-2.614053,10.018,92.4
172.793370,41.863567,10.018,86.5
231.453349,27.337494,10.018,130.6
164.325071,24.010004,10.018,79.9
343.164233,-61.735535,10.018,76.4
240.955350,37.679218,10.018,82.1
210.592921,55.557617,10.018,103.4
197.803347,17.594553,10.018,105.3
155.420427,50.292393,10.018,84.7
203.520023,2.492187,10.018,88.8
202.483352,0.872817,10.018,77.2
113.834721,48.564095,10.018,80.3
55.630582,12.473400,10.018,75.9
12.587344,-32.170033,10.018,90.6
164.197913,55.040203,10.018,85.2
137.744708,2.235781,10.018,87.2
166.209216,3.709084,10.018,78.6
145.165814,29.365482,10.018,78.0
8.672971,-12.804912,10.018,86.8
50.825453,-58.468529,10.019,78.4
16.532292,-2.297110,10.019,109.4
165.137699,3.131410,10.019,82.4
335.965465,-12.816759,10.019,79.1
23.597503,16.986309,10.019,82.3
21.209301,-30.676304,10.019,100.9
4.324051,6.253777,10.019,84.5
226.632906,29.407213,10.019,99.5
7.598786,-17.940462,10.019,97.1
192.331769,-13.183897,10.019,108.8
200.997341,21.019442,10.019,81.7
248.682661,44.252346,10.019,84.4
16.543989,-6.590428,10.019,93.7
17.948466,-28.268806,10.019,95.8
254.996936,35.153725,10.019,75.7
150.078875,59.272808,10.019,105.8
68.026213,-48.366524,10.019,108.7
194.251331,7.436813,10.019,77.8
59.139919,-7.689174,10.019,96.3
195.540039,55.343372,10.020,80.3
166.263538,21.307230,10.020,80.9
67.729220,-35.403061,10.020,97.9
307.017835,-17.767679,10.020,75.4
1.392275,28.358259,10.020,91.2
314.189083,-40.921841,10.020,75.8
170.089265,31.487621,10.020,104.2
177.857916,4.315390,10.020,90.2
66.845370,-48.341141,10.020,77.5
84.502981,-20.136229,10.020,85.9
8.317058,-6.787468,10.020,106.3
156.051212,36.764984,10.020,86.9
231.955933,6.476303,10.020,78.8
40.455206,5.019855,10.020,89.6
134.269532,47.688755,10.020,83.9
314.630667,-33.215408,10.020,76.5
17.985669,-24.983196,10.020,93.6
228.051444,46.861267,10.020,98.2
201.685482,-12.782836,10.020,78.5
52.263426,19.037437,10.020,82.4
21.872328,21.886662,10.020,85.4
23.884073,-32.503960,10.020,97.6
29.011921,9.154705,10.020,79.2
16.324911,15.643610,10.020,83.2
352.945559,10.661054,10.020,127.8
224.427256,15.389570,10.020,109.1
143.258783,44.243355,10.021,99.5
22.417522,-39.152042,10.021,107.8
212.057429,34.640408,10.021,86.4
337.902687,8.907174,10.021,78.7
143.824909,66.460510,10.021,79.5
236.997611,68.535385,10.021,86.1
350.251532,11.986612,10.021,85.9
16.661074,-9.959314,10.021,82.0
229.283657,24.499763,10.021,76.2
39.104587,-15.208531,10.021,118.7
257.732386,44.765678,10.021,92.9
125.030000,34.773678,10.021,86.0
177.113904,28.034998,10.021,79.5
209.174140,64.474228,10.021,84.5
212.950284,17.294544,10.021,79.3
86.293669,-32.248032,10.021,77.8
48.628347,-36.524841,10.021,92.0
29.937786,5.493251,10.021,82.4
322.765597,-31.096193,10.021,85.8
170.076200,5.018669,10.021,77.7
238.378041,63.599785,10.021,82.4
158.698169,61.548161,10.021,80.8
212.370766,19.033007,10.021,78.8
202.560395,43.404667,10.021,89.4
177.377858,27.518179,10.021,85.0
146.996370,59.821880,10.021,105.9
199.670951,-13.495917,10.021,134.1
168.669611,64.796097,10.021,90.9
18.897908,-32.517986,10.022,92.8
32.915026,-42.472355,10.022,108.8
42.142163,-46.962055,10.022,81.6
345.553936,-5.602447,10.022,128.4
185.713564,-3.443963,10.022,94.1
6.438308,-23.617777,10.022,88.2
220.326587,16.786789,10.022,92.8
312.112066,-83.670158,10.022,82.6
216.569825,15.059687,10.022,82.1
57.885462,-27.898882,10.022,82.6
6.102047,12.762612,10.022,76.9
218.057158,-12.293724,10.022,81.0
19.244659,14.994081,10.022,80.8
24.665810,-20.739380,10.022,77.4
228.172242,75.113480,10.022,80.8
191.698802,4.007922,10.022,122.9
147.735129,35.334648,10.022,82.1
42.078065,-39.636703,10.022,85.9
180.696597,-18.953133,10.022,83.3
7.046506,-20.115063,10.022,103.2
20.255894,-32.228947,10.022,83.8
155.262389,38.714455,10.022,90.2
166.110294,31.899113,10.023,160.6
172.629481,30.880993,10.023,97.9
158.672317,2.694743,10.023,76.7
150.451574,25.673491,10.023,109.5
141.782120,21.497789,10.023,102.1
190.094788,6.225575,10.023,75.4
24.449680,5.095113,10.023,82.6
169.949776,40.504326,10.023,97.1
221.104673,24.169598,10.023,90.6
174.286791,-14.766160,10.023,101.6
0.570717,-37.969208,10.023,86.4
340.519266,6.256291,10.023,96.4
25.308595,-21.491402,10.023,81.1
350.783844,-9.365747,10.023,84.0
163.535834,28.391483,10.023,83.0
180.468586,51.500595,10.023,82.1
180.438057,62.066959,10.023,79.8
198.961784,19.414667,10.023,87.7
254.051106,83.019409,10.023,85.9
44.008554,-29.205944,10.023,97.9
21.518931,-12.740301,10.024,108.1
339.513149,-41.713745,10.024,92.3
262.688829,48.559738,10.024,90.8
36.344538,24.278376,10.024,76.4
175.685497,33.471081,10.024,92.9
54.225119,-35.057800,10.024,77.0
223.535177,62.258152,10.024,78.7
4.493149,-11.594217,10.024,126.2
174.903836,66.279869,10.024,98.0
2.093620,3.026736,10.024,88.5
62.827732,-5.805463,10.024,91.6
198.440760,19.721992,10.024,93.3
354.883724,-59.554974,10.024,85.0
157.469030,44.089058,10.024,75.3
150.149663,29.520754,10.024,75.4
129.326128,49.252888,10.024,83.7
36.711144,-52.879452,10.024,96.3
172.557030,44.371555,10.024,78.4
144.858459,-0.765693,10.024,75.9
47.819308,-35.852051,10.024,79.0
220.130599,44.675896,10.024,84.0
201.073445,4.690855,10.024,96.4
328.733513,-16.434877,10.024,79.2
343.624327,-34.470562,10.024,77.4
70.727410,-9.409446,10.024,75.6
186.118432,23.877638,10.024,82.1
21.614940,-5.325772,10.024,86.2
63.177744,-43.372021,10.024,83.9
122.642829,42.710106,10.024,76.1
164.355307,23.706127,10.024,92.7
166.504663,7.215742,10.024,96.8
193.079324,-2.677805,10.024,87.4
1.781454,-46.161301,10.024,75.7
129.503016,33.125031,10.025,79.8
201.838060,61.416035,10.025,92.0
203.034842,35.533951,10.025,99.8
21.034710,-0.991894,10.025,83.2
161.142546,0.720858,10.025,78.9
139.911208,26.007414,10.025,75.2
180.080530,-16.078838,10.025,85.0
170.266910,28.623793,10.025,86.5
146.432314,38.168472,10.025,101.1
8.122678,-21.883778,10.025,81.5
249.008759,44.263184,10.025,83.0
41.349869,-19.237127,10.025,92.4
120.802476,44.782913,10.025,82.2
134.474009,39.248158,10.025,85.8
241.190578,54.402523,10.025,81.1
17.594244,-46.491364,10.025,86.3
157.936621,7.014251,10.025,106.7
43.337942,-39.219013,10.025,88.1
140.087764,25.384304,10.025,87.1
165.410122,8.978197,10.025,111.9
151.397431,61.861473,10.025,90.9
135.426738,50.271122,10.026,102.2
156.360202,16.989870,10.026,76.1
349.904142,-24.917002,10.026,77.8
327.793512,-28.310633,10.026,94.2
147.362617,38.011017,10.026,91.0
34.944459,-2.359792,10.026,83.7
203.282996,67.067802,10.026,83.6
151.077990,38.387283,10.026,93.4
169.406854,34.529945,10.026,109.9
185.561526,31.585567,10.026,108.1
231.484832,29.413862,10.026,78.0
332.193508,26.983604,10.026,83.7
136.783850,4.703724,10.026,82.3
208.083444,18.720867,10.026,76.6
217.535960,23.187500,10.026,81.8
107.047835,70.440704,10.026,86.1
8.520644,31.792074,10.026,75.7
159.086018,14.126506,10.026,108.1
233.390129,8.750056,10.026,83.3
42.456615,-30.525295,10.026,87.1
79.684863,-16.982067,10.026,76.1
185.078122,32.513103,10.026,81.2
202.812941,57.563240,10.026,77.0
347.222985,7.496270,10.026,75.9
2.772059,12.671367,10.026,81.5
323.824652,-7.650886,10.026,87.9
200.896737,-27.846098,10.026,80.0
19.120436,-36.769833,10.027,84.5
178.768769,13.983047,10.027,130.0
349.793229,-19.088654,10.027,80.1
160.173376,44.473133,10.027,95.5
4.041000,-6.718479,10.027,84.4
13.287141,-44.919510,10.027,98.5
358.038436,-60.359386,10.027,87.3
2.396848,-28.770748,10.027,82.7
216.630375,35.749523,10.027,82.8
207.373809,9.273019,10.027,87.3
57.765647,-7.998048,10.027,88.7
352.374696,-7.119780,10.027,76.8
202.590581,38.383945,10.027,103.5
25.024618,-24.457542,10.027,83.1
194.158073,-11.100686,10.027,96.0
8.364761,-57.518093,10.027,100.9
195.158015,33.796444,10.027,79.8
19.939521,1.030123,10.027,117.9
228.392591,-1.770112,10.027,78.5
218.337648,22.907131,10.027,77.3
11.643377,-46.093987,10.027,129.5
54.797282,20.294006,10.027,85.3
209.458080,-15.892579,10.027,86.1
85.787967,-61.143093,10.027,76.4
214.654442,-8.144975,10.027,84.8
177.625521,-4.043156,10.027,81.5
10.620212,21.171274,10.027,80.5
145.463048,43.592587,10.027,84.1
21.156112,8.116863,10.027,101.5
216.429994,-2.696608,10.027,78.3
42.348664,-0.135711,10.028,111.2
36.430488,-28.410471,10.028,116.7
339.651311,-24.809093,10.028,87.2
176.174708,22.073952,10.028,87.2
242.906248,22.265593,10.028,99.3
181.642725,50.363319,10.028,102.1
16.748137,19.755789,10.028,88.1
161.696753,8.093724,10.028,95.1
48.963690,15.630811,10.028,94.0
231.384529,67.389366,10.028,77.1
216.933140,37.974850,10.028,105.1
182.895874,12.201275,10.028,97.0
157.959107,34.834301,10.028,76.6
192.254098,9.408471,10.028,109.1
43.063551,-49.520439,10.028,82.5
4.472903,-5.359688,10.028,118.0
202.025037,18.745527,10.028,80.6
183.572973,59.072159,10.028,104.3
66.509822,1.642284,10.028,79.0
144.546220,55.813328,10.028,96.8
15.949966,29.451218,10.028,94.1
36.749638,-41.207050,10.028,101.6
179.040955,4.571808,10.028,89.5
45.565591,-37.068184,10.028,80.6
242.016456,36.938030,10.028,107.5
73.935113,-41.484169,10.028,75.4
39.562893,-19.552708,10.028,91.4
231.379753,42.315437,10.028,91.6
50.282265,20.099854,10.028,75.2
181.958832,35.564747,10.028,88.3
229.557234,68.498528,10.028,115.0
204.448890,13.919958,10.029,90.3
40.719657,-26.155792,10.029,76.6
177.036091,-6.464652,10.029,92.1
195.737168,25.762127,10.029,105.5
346.256557,-5.318288,10.029,76.2
153.305257,11.162505,10.029,84.4
216.688875,31.773994,10.029,85.6
6.737614,-49.433010,10.029,83.1
34.188321,33.610912,10.029,76.0
188.060304,19.756987,10.029,100.8
204.683308,74.145195,10.029,76.6
176.932159,12.040010,10.029,122.5
180.449036,69.323959,10.029,91.7
151.267425,63.311302,10.029,92.9
352.646387,-26.573429,10.029,77.6
338.047714,-7.729310,10.029,77.1
166.785561,0.149798,10.029,77.6
354.994253,-7.225893,10.029,105.3
239.093661,27.073490,10.029,80.5
4.940593,-36.742428,10.029,82.6
232.908940,12.148776,10.029,78.0
199.867232,-7.770981,10.029,84.0
353.090074,-29.661140,10.029,113.8
154.361147,44.631062,10.029,112.8
141.290390,41.899673,10.029,83.6
29.971446,-12.564418,10.029,180.0
145.381163,47.097015,10.029,95.7
201.237941,-8.584472,10.029,78.1
144.922606,44.902225,10.029,85.9
206.506184,40.999596,10.030,95.8
16.993895,-4.735925,10.030,75.3
