ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,prox,gal_contam,mp_flg,j_h,h_k,j_k
104.813184,-24.317961,0.07,0.07,90,06591516-2419046,5.714,0.025,0.030,193566.4,5.001,0.031,0.034,177218.9,4.577,0.007,0.016,116310.8,AEE,111,111,000,562625,24.8,0,0,0.7130,0.4240,1.1370
70.431702,60.073223,0.07,0.07,90,04414360+6004236,5.826,0.009,0.019,162940.9,5.001,0.025,0.029,159775.4,4.721,0.011,0.018,105443.6,AAA,111,111,000,665656,20.8,0,0,0.8250,0.2800,1.1050
123.739726,-33.449047,0.06,0.06,90,08145753-3326565,5.916,0.007,0.018,144887.2,5.001,0.009,0.017,183446.7,4.676,0.011,0.018,99087.8,AAA,111,111,000,663646,22.7,0,0,0.9150,0.3250,1.2400
79.893870,-13.176805,0.08,0.07,0,05193452-1310364,4.882,0.005,0.018,362768.9,5.001,0.045,0.047,165390.3,5.004,0.009,0.017,73252.1,EAA,111,111,000,273756,87.5,0,0,-0.1190,-0.0030,-0.1220
99.541406,4.334385,0.14,0.08,0,06380993+0420037,5.976,0.011,0.020,132443.3,5.001,0.075,0.076,144048.9,4.384,0.023,0.027,138937.7,AEE,111,111,00d,661626,20.2,0,0,0.9750,0.6170,1.5920
264.844006,18.007061,0.08,0.08,90,17392256+1800254,5.594,0.007,0.018,201757.6,5.001,0.027,0.031,159775.4,4.841,0.005,0.016,94410.4,AAA,111,111,000,563666,34.6,0,0,0.5930,0.1600,0.7530
217.717790,-24.589470,0.07,0.07,0,14305226-2435220,5.797,0.013,0.021,150879.4,5.001,0.031,0.034,144048.9,4.780,0.017,0.023,93200.9,AEA,111,111,000,662656,40.8,0,0,0.7960,0.2210,1.0170
16.266205,-13.759577,0.09,0.07,90,01050388-1345344,5.502,0.013,0.021,235304.4,5.001,0.017,0.023,159775.4,4.838,0.007,0.016,105007.4,AAA,111,111,000,464656,52.2,0,0,0.5010,0.1630,0.6640
343.574180,32.264229,0.07,0.06,0,22541780+3215512,5.811,0.007,0.018,159598.9,5.001,0.011,0.018,144048.9,4.704,0.005,0.016,87060.3,AAA,111,111,000,665666,39.7,0,0,0.8100,0.2970,1.1070
310.832753,25.759554,0.07,0.06,0,20431986+2545343,5.948,0.011,0.020,150740.5,5.001,0.027,0.031,149111.1,4.623,0.017,0.023,137157.6,AAA,111,111,000,777767,22.9,0,0,0.9470,0.3780,1.3250
134.866572,-47.369621,0.07,0.07,90,08592797-4722106,5.876,0.005,0.018,140291.1,5.001,0.019,0.024,159775.4,4.550,0.007,0.016,115191.4,AEA,111,111,000,662646,20.4,0,0,0.8750,0.4510,1.3260
118.546499,36.741562,0.06,0.06,90,07541115+3644296,5.457,0.017,0.024,192588.3,5.001,0.013,0.020,121202.1,4.914,0.013,0.020,74271.1,AAA,111,111,000,665566,89.9,0,0,0.4560,0.0870,0.5430
238.333570,-20.167002,0.07,0.07,90,15532005-2010012,4.987,0.033,0.037,391408.3,5.001,0.023,0.027,139158.6,4.903,0.015,0.021,83218.5,EAA,111,111,000,163656,30.4,0,0,-0.0140,0.0980,0.0840
262.502053,-7.511859,0.06,0.06,90,17300049-0730426,6.041,0.005,0.018,138366.2,5.001,0.029,0.033,196566.7,4.507,0.009,0.017,132929.1,AAA,111,111,000,664646,21.2,0,0,1.0400,0.4940,1.5340
355.704441,9.885422,0.07,0.07,90,23424906+0953075,5.582,0.019,0.026,171644.5,5.001,0.057,0.059,134434.3,4.855,0.011,0.018,93200.9,AAA,111,111,000,563656,36.2,0,0,0.5810,0.1460,0.7270
67.133065,34.199158,0.06,0.06,90,04283193+3411569,5.625,0.011,0.020,196078.5,5.002,0.021,0.026,159628.3,4.850,0.017,0.023,111280.7,AAA,111,111,000,565646,23.5,0,0,0.6230,0.1520,0.7750
8.183774,43.220959,0.10,0.10,90,00324410+4313154,5.479,0.011,0.020,240342.2,5.002,0.268,0.268,148973.8,4.636,0.033,0.036,140287.8,EDE,131,111,000,260616,20.4,0,0,0.4770,0.3660,0.8430
133.921480,49.838291,0.06,0.06,90,08554115+4950178,5.749,0.013,0.021,168977.9,5.002,0.041,0.044,134310.5,4.737,0.003,0.015,115244.4,AAA,111,111,000,663656,24.6,0,0,0.7470,0.2650,1.0120
142.478447,5.655138,0.12,0.06,90,09295482+0539184,5.429,0.019,0.026,219194.7,5.002,0.053,0.055,159628.3,4.788,0.017,0.023,89375.8,AAA,111,111,00d,663655,24.4,0,0,0.4270,0.2140,0.6410
68.341288,41.682804,0.06,0.06,90,04332190+4140580,5.885,0.009,0.019,159746.0,5.002,0.051,0.053,148973.8,4.647,0.013,0.020,109048.6,AAA,111,111,000,673767,26.5,0,0,0.8830,0.3550,1.2380
236.066372,-28.091526,0.07,0.07,0,15441592-2805294,5.687,0.009,0.019,185195.3,5.002,0.097,0.098,171044.9,4.672,0.007,0.016,122354.5,AEA,111,111,00d,552656,42.6,0,0,0.6850,0.3300,1.0150
128.154647,5.717576,0.11,0.07,0,08323711+0543032,5.461,0.027,0.032,198623.2,5.002,0.033,0.036,148973.8,4.772,0.009,0.017,97189.7,AEA,111,111,000,362645,58.6,0,0,0.4590,0.2300,0.6890
35.269104,-12.930995,0.08,0.07,90,02210458-1255515,5.844,0.015,0.023,160261.8,5.002,0.053,0.055,148973.8,4.677,0.013,0.020,106076.7,AEA,111,111,000,672656,66.1,0,0,0.8420,0.3250,1.1670
293.696646,40.374207,0.06,0.06,90,19344719+4022271,5.831,0.005,0.018,179899.5,5.002,0.019,0.024,183277.9,4.645,0.005,0.016,105540.7,AAA,111,111,000,663666,24.4,0,0,0.8290,0.3570,1.1860
320.467555,-20.665092,0.07,0.07,90,21215221-2039543,5.829,0.009,0.019,186564.9,5.002,0.011,0.018,159628.3,4.739,0.013,0.020,115032.4,AAA,111,111,000,664666,27.4,0,0,0.8270,0.2630,1.0900
84.265543,17.040365,0.07,0.06,0,05370373+1702253,5.062,0.011,0.020,405163.2,5.002,0.019,0.024,196385.8,4.935,0.025,0.029,99407.7,EAA,111,111,000,273655,33.7,0,0,0.0600,0.0670,0.1270
167.165971,-29.747307,0.07,0.07,90,11083983-2944503,5.408,0.009,0.019,215888.7,5.002,0.075,0.076,143916.3,4.711,0.015,0.021,95944.5,AEA,111,111,000,561646,21.7,0,0,0.4060,0.2910,0.6970
166.370971,43.526585,0.06,0.06,90,11052903+4331357,5.538,0.009,0.019,219902.4,5.002,0.015,0.021,159628.3,4.769,0.013,0.020,132990.3,AAA,111,111,000,663656,27.6,0,0,0.5360,0.2330,0.7690
256.064288,36.753025,0.07,0.07,90,17041542+3645108,5.624,0.021,0.027,203156.2,5.002,0.033,0.036,143916.3,4.840,0.011,0.018,116257.2,AEA,111,111,000,561666,42.5,0,0,0.6220,0.1620,0.7840
302.703349,16.929384,0.07,0.06,0,20104880+1655457,5.782,0.005,0.018,163919.3,5.002,0.009,0.017,159628.3,4.730,0.011,0.018,101022.9,AAA,111,111,000,663666,29.7,0,0,0.7800,0.2720,1.0520
148.126907,-8.104942,0.09,0.08,0,09523045-0806177,4.997,0.033,0.037,401448.7,5.002,0.033,0.036,177055.7,4.935,0.011,0.018,89623.1,EEA,111,111,000,162666,37.6,0,0,-0.0050,0.0670,0.0620
167.897842,-35.493584,0.08,0.07,0,11113548-3529369,5.605,0.011,0.020,192943.4,5.002,0.015,0.021,183277.9,4.632,0.015,0.021,114451.1,AEA,111,111,000,662646,24.1,0,0,0.6030,0.3700,0.9730
306.929279,-41.411682,0.06,0.06,90,20274302-4124420,5.820,0.009,0.019,175561.8,5.002,0.033,0.036,148973.8,4.605,0.013,0.020,134716.2,AAA,111,111,000,665656,21.6,0,0,0.8180,0.3970,1.2150
304.499368,-41.010277,0.06,0.06,90,20175984-4100369,5.855,0.005,0.018,182150.4,5.002,0.047,0.049,171044.9,4.707,0.009,0.017,114451.1,AAA,111,111,000,663666,44.2,0,0,0.8530,0.2950,1.1480
314.077372,34.015724,0.07,0.07,90,20561856+3400566,5.865,0.019,0.026,162715.9,5.002,0.019,0.024,165238.0,4.583,0.005,0.016,123942.4,AEA,111,111,000,662656,20.8,0,0,0.8630,0.4190,1.2820
128.609548,-16.661743,0.09,0.06,0,08342629-1639422,5.918,0.007,0.018,149702.8,5.002,0.019,0.024,154209.1,4.580,0.009,0.017,104573.1,AAA,111,111,000,676655,22.5,0,0,0.9160,0.4220,1.3380
204.079022,-80.642334,0.13,0.06,0,13361896-8038324,5.917,0.009,0.019,109807.0,5.002,0.031,0.034,134310.5,4.633,0.015,0.021,89788.4,AAA,111,111,000,673777,22.9,0,0,0.9150,0.3690,1.2840
350.410902,-71.574539,0.08,0.06,0,23213861-7134283,5.665,0.007,0.018,159012.0,5.002,0.023,0.027,134310.5,4.811,0.013,0.020,90577.4,AAA,111,111,000,663645,36.9,0,0,0.6630,0.1910,0.8540
323.296206,4.563193,0.07,0.07,90,21331108+0433474,5.497,0.021,0.027,236390.5,5.002,0.057,0.059,154209.1,4.845,0.013,0.020,100790.6,AEA,111,111,000,562656,33.0,0,0,0.4950,0.1570,0.6520
188.501306,-56.128048,0.06,0.06,90,12340031-5607409,5.560,0.013,0.021,187685.2,5.002,0.029,0.033,196385.8,4.760,0.011,0.018,98269.8,AAA,111,111,00d,665656,21.3,0,0,0.5580,0.2420,0.8000
121.249300,-34.237244,0.07,0.06,0,08045983-3414140,5.829,0.017,0.024,127593.9,5.002,0.021,0.026,134310.5,4.679,0.017,0.023,89088.2,AAA,111,111,000,663656,27.4,0,0,0.8270,0.3230,1.1500
141.916021,-25.551922,0.07,0.07,0,09273984-2533069,5.709,0.013,0.021,175319.4,5.003,0.075,0.076,170887.4,4.566,0.017,0.023,125898.3,AEA,111,111,00d,661636,21.7,0,0,0.7060,0.4370,1.1430
304.938924,-13.452380,0.06,0.06,90,20194534-1327085,5.771,0.017,0.024,196802.2,5.003,0.029,0.033,154067.1,4.704,0.017,0.023,127297.5,AAA,111,111,000,776766,28.6,0,0,0.7680,0.2990,1.0670
104.091064,10.958021,0.07,0.07,90,06562185+1057288,6.044,0.013,0.021,153048.8,5.003,0.033,0.036,189544.0,4.350,0.017,0.023,170380.5,AAE,111,111,000,663626,21.4,0,0,1.0410,0.6530,1.6940
256.801359,-8.585521,0.07,0.07,90,17071232-0835078,5.859,0.015,0.023,169367.5,5.003,0.003,0.015,189544.0,4.607,0.021,0.026,125493.1,AEA,111,111,000,662636,26.8,0,0,0.8560,0.3960,1.2520
251.678482,-9.976923,0.08,0.08,90,16464283-0958369,5.962,0.011,0.020,148809.3,5.003,0.075,0.076,165085.9,4.596,0.013,0.020,131226.0,AEA,111,111,000,661666,24.3,0,0,0.9590,0.4070,1.3660
102.953525,-6.964710,0.08,0.07,0,06514884-0657529,5.856,0.013,0.021,147921.1,5.003,0.111,0.112,120979.0,4.585,0.007,0.016,107750.7,AEA,111,111,000,662655,20.3,0,0,0.8530,0.4180,1.2710
289.069457,-8.690077,0.06,0.06,90,19161666-0841242,5.433,0.013,0.021,234007.6,5.003,0.023,0.027,165085.9,4.820,0.009,0.017,103138.3,AAA,111,111,000,363666,24.4,0,0,0.4300,0.1830,0.6130
356.978230,67.806839,0.08,0.07,0,23475477+6748246,4.923,0.033,0.037,337466.0,5.003,0.041,0.044,154067.1,4.967,0.009,0.017,87020.2,EAA,111,111,000,165766,23.3,0,0,-0.0800,0.0360,-0.0440
168.471111,-48.971535,0.06,0.06,90,11135306-4858175,5.872,0.013,0.021,156181.6,5.003,0.021,0.026,159481.4,4.677,0.007,0.016,109804.5,AAA,111,111,000,774746,21.0,0,0,0.8690,0.3260,1.1950
156.875915,3.563510,0.14,0.09,0,10273021+0333486,5.476,0.015,0.023,209908.5,5.003,0.045,0.047,170887.4,4.773,0.017,0.023,97100.2,AEA,111,111,d00,572656,43.1,0,0,0.4730,0.2300,0.7030
319.330339,48.054436,0.11,0.06,0,21171928+4803159,5.617,0.019,0.026,144753.8,5.003,0.013,0.020,112904.2,4.833,0.007,0.016,95108.7,AAA,111,111,000,665666,22.6,0,0,0.6140,0.1700,0.7840
293.409026,42.587929,0.08,0.08,90,19333816+4235165,5.737,0.025,0.030,183075.4,5.003,0.214,0.214,148836.7,4.570,0.011,0.018,117063.1,ACA,131,111,000,670677,22.8,0,0,0.7340,0.4330,1.1670
103.975956,9.316397,0.08,0.08,90,06555422+0918590,5.891,0.011,0.020,170227.6,5.003,0.254,0.254,189544.0,4.657,0.027,0.031,128416.2,ADA,131,111,000,660646,31.8,0,0,0.8880,0.3460,1.2340
110.740956,-47.127148,0.06,0.06,90,07225782-4707377,5.843,0.013,0.021,134967.8,5.003,0.015,0.021,143783.8,4.764,0.007,0.016,97908.4,AAA,111,111,000,565656,31.8,0,0,0.8400,0.2390,1.0790
352.114162,27.110641,0.08,0.07,90,23282739+2706383,5.931,0.019,0.026,147921.1,5.003,0.011,0.018,143783.8,4.668,0.023,0.027,141000.3,AEA,111,111,000,662556,38.8,0,0,0.9280,0.3350,1.2630
51.835849,-3.121987,0.07,0.06,90,03272060-0307191,5.653,0.025,0.030,191086.5,5.003,0.013,0.020,134186.9,4.804,0.017,0.023,108347.8,AAA,111,111,000,777766,50.3,0,0,0.6500,0.1990,0.8490
315.528446,34.199837,0.07,0.07,90,21020682+3411594,5.963,0.011,0.020,164903.6,5.003,0.033,0.036,165085.9,4.665,0.009,0.017,107255.6,AEA,111,111,000,661666,23.0,0,0,0.9600,0.3380,1.2980
276.403618,13.655102,0.07,0.07,0,18253686+1339183,5.919,0.025,0.030,117443.8,5.003,0.025,0.029,129631.3,4.708,0.015,0.021,118364.1,AAA,111,111,000,555666,21.4,0,0,0.9160,0.2950,1.2110
218.759577,-56.803059,0.07,0.07,0,14350229-5648110,5.565,0.013,0.021,157191.8,5.003,0.075,0.076,138902.5,4.539,0.021,0.026,108597.5,AEA,111,111,0d0,571736,20.4,0,0,0.5620,0.4640,1.0260
143.433250,-59.140930,0.08,0.08,0,09334398-5908273,5.813,0.015,0.023,164903.6,5.003,0.075,0.076,176892.7,4.570,0.011,0.018,121176.9,AEE,111,111,000,661626,24.4,0,0,0.8100,0.4330,1.2430
207.485243,34.779854,0.09,0.06,0,13495645+3446474,5.706,0.015,0.023,169836.1,5.003,0.007,0.016,129631.3,4.814,0.005,0.016,103709.9,AAA,111,111,000,665666,39.9,0,0,0.7030,0.1890,0.8920
209.487307,32.600925,0.09,0.07,0,13575695+3236033,5.447,0.019,0.026,256230.0,5.003,0.033,0.036,183109.1,4.918,9.998,9.998,97548.4,AEF,111,111,000,561515,61.7,0,0,0.4440,0.0850,0.5290
14.501700,-22.595758,0.07,0.06,90,00580040-2235447,5.731,0.015,0.023,197255.9,5.003,0.021,0.026,143783.8,4.739,0.011,0.018,103709.9,AAA,111,111,000,663666,39.8,0,0,0.7280,0.2640,0.9920
73.700678,-36.237480,0.06,0.06,90,04544816-3614149,5.853,0.011,0.020,129190.3,5.003,0.027,0.031,134186.9,4.691,0.017,0.023,94410.4,AAA,111,111,000,665666,66.7,0,0,0.8500,0.3120,1.1620
236.439664,65.032059,0.08,0.06,0,15454551+6501554,5.810,0.017,0.024,165359.8,5.003,0.039,0.042,176892.7,4.801,0.023,0.027,112465.7,AAA,111,111,000,663655,30.5,0,0,0.8070,0.2020,1.0090
204.050771,-36.679188,0.06,0.06,90,13361218-3640450,5.808,0.009,0.019,160040.5,5.003,0.019,0.024,159481.4,4.741,0.019,0.024,107156.9,AAA,111,111,000,664646,36.5,0,0,0.8050,0.2620,1.0670
316.597044,71.431808,0.09,0.09,0,21062329+7125545,5.593,0.314,0.314,195087.8,5.003,0.013,0.020,143783.8,4.919,0.007,0.016,87865.8,DAA,311,111,000,064666,24.9,0,0,0.5900,0.0840,0.6740
63.822638,-54.864460,0.09,0.07,90,04151743-5451520,5.785,0.015,0.023,132870.9,5.003,0.025,0.029,125230.5,4.723,0.015,0.021,98224.5,AAA,111,111,000,664656,35.0,0,0,0.7820,0.2800,1.0620
341.867614,-34.825996,0.07,0.06,0,22472822-3449335,5.507,0.017,0.024,298284.0,5.003,0.053,0.055,217625.6,4.783,0.011,0.018,118364.1,AAA,111,111,000,463666,40.4,0,0,0.5040,0.2200,0.7240
116.147281,-15.973360,0.08,0.06,0,07443534-1558240,5.769,0.013,0.021,165893.7,5.003,0.021,0.026,154067.1,4.744,0.017,0.023,89912.5,AAA,111,111,000,664656,37.3,0,0,0.7660,0.2590,1.0250
156.032600,65.566414,0.11,0.07,0,10240782+6533590,4.962,0.033,0.037,314506.8,5.003,0.013,0.020,125230.5,4.998,0.011,0.018,84570.7,EAA,111,111,000,165666,50.1,0,0,-0.0410,0.0050,-0.0360
116.836747,47.338276,0.08,0.07,90,07472081+4720177,5.590,0.061,0.063,216985.1,5.003,0.033,0.036,170887.4,4.830,0.009,0.017,117332.9,AEA,111,111,000,461667,31.7,0,0,0.5870,0.1730,0.7600
342.887737,5.783010,0.08,0.07,0,22513305+0546588,5.745,0.007,0.018,188117.9,5.003,0.019,0.024,148836.7,4.720,0.011,0.018,109249.6,AEA,111,111,000,672756,26.1,0,0,0.7420,0.2830,1.0250
12.435046,-7.849322,0.11,0.10,0,00494441-0750575,5.646,0.007,0.018,271662.7,5.003,0.025,0.029,225273.4,4.787,0.009,0.017,113925.2,AEA,111,111,000,462666,21.0,0,0,0.6430,0.2160,0.8590
224.174129,-37.794739,0.07,0.07,90,14564179-3747410,5.776,0.005,0.018,170620.0,5.004,0.075,0.076,202913.1,4.687,0.015,0.021,112621.2,AEA,111,111,000,661755,25.9,0,0,0.7720,0.3170,1.0890
245.823481,35.611752,0.08,0.07,0,16231763+3536423,5.475,0.011,0.020,276968.3,5.004,0.001,0.015,196024.3,4.893,0.013,0.020,127121.8,AEA,111,111,000,362666,35.8,0,0,0.4710,0.1110,0.5820
87.967450,34.154774,0.07,0.07,0,05515218+3409171,5.884,0.019,0.026,144155.1,5.004,0.089,0.090,134063.3,4.521,0.015,0.021,155962.4,AEA,111,111,00d,662646,26.1,0,0,0.8800,0.4830,1.3630
296.538348,45.055683,0.06,0.06,90,19460920+4503204,5.847,0.017,0.024,189945.9,5.004,0.019,0.024,176729.9,4.777,0.009,0.017,103662.1,AAA,111,111,000,663666,20.6,0,0,0.8430,0.2270,1.0700
246.785565,-75.907341,0.07,0.06,0,16270853-7554264,5.669,0.013,0.021,128774.5,5.004,0.019,0.024,98244.9,4.790,0.015,0.021,75062.0,AAA,111,111,000,664666,24.5,0,0,0.6650,0.2140,0.8790
76.105683,27.710213,0.06,0.06,90,05042536+2742367,6.104,0.021,0.027,139904.0,5.004,0.045,0.047,143651.5,4.614,0.029,0.033,158788.9,AAA,111,111,000,773736,24.8,0,0,1.1000,0.3900,1.4900
286.712481,-8.430060,0.06,0.06,0,19065099-0825482,5.918,0.011,0.020,144620.6,5.004,0.021,0.026,170730.1,4.354,0.003,0.015,153045.3,AAA,111,111,000,663636,25.8,0,0,0.9140,0.6500,1.5640
49.075267,-27.453554,0.06,0.06,90,03161806-2727127,5.893,0.013,0.021,147989.2,5.004,0.019,0.024,120867.6,4.637,0.013,0.020,99224.8,AAA,111,111,000,665646,58.9,0,0,0.8890,0.3670,1.2560
170.121107,-40.110470,0.07,0.07,90,11202906-4006376,5.878,0.013,0.021,166429.4,5.004,0.023,0.027,153925.3,4.564,0.043,0.045,135151.2,AAE,111,111,000,665626,34.1,0,0,0.8740,0.4400,1.3140
334.112630,52.951416,0.06,0.06,90,22162703+5257050,5.878,0.043,0.046,135278.9,5.004,0.007,0.016,134063.3,4.753,0.027,0.031,109703.4,AAA,111,111,000,676747,30.1,0,0,0.8740,0.2510,1.1250
325.133242,-2.516402,0.07,0.07,90,21403197-0230590,5.569,0.015,0.023,253997.8,5.004,0.059,0.061,153925.3,4.740,0.007,0.016,114926.4,EAA,111,111,000,263656,66.6,0,0,0.5650,0.2640,0.8290
10.645584,56.503738,0.06,0.06,90,00423494+5630134,5.702,0.005,0.018,176453.4,5.004,0.037,0.040,143651.5,4.812,0.013,0.020,119294.4,AAA,111,111,000,465646,33.5,0,0,0.6980,0.1920,0.8900
277.480303,35.393833,0.08,0.06,0,18295527+3523377,5.707,0.011,0.020,181815.1,5.004,0.017,0.023,159334.6,4.771,0.007,0.016,111691.5,AAA,111,111,000,666666,26.5,0,0,0.7030,0.2330,0.9360
210.842588,-24.786577,0.06,0.06,0,14032222-2447116,5.676,0.015,0.023,200461.1,5.004,0.019,0.024,159334.6,4.757,0.015,0.021,102004.7,AAA,111,111,000,664666,39.1,0,0,0.6720,0.2470,0.9190
228.354359,-70.673119,0.06,0.06,90,15132504-7040232,5.755,0.005,0.018,141393.7,5.004,0.011,0.018,134063.3,4.788,0.013,0.020,86341.6,AAA,111,111,000,663566,21.8,0,0,0.7510,0.2160,0.9670
326.914980,33.358711,0.06,0.06,90,21473959+3321313,5.861,0.007,0.018,147241.4,5.004,0.097,0.098,134063.3,4.521,0.011,0.018,145552.6,AAA,111,111,000,563636,31.1,0,0,0.8570,0.4830,1.3400
109.502665,38.364212,0.07,0.06,0,07180063+3821511,5.746,0.015,0.023,147580.9,5.004,0.013,0.020,134063.3,4.858,0.011,0.018,106713.7,AAA,111,111,000,664666,49.1,0,0,0.7420,0.1460,0.8880
352.476257,24.772333,0.08,0.08,0,23295430+2446203,5.460,0.013,0.021,228260.1,5.004,0.025,0.029,134063.3,4.859,0.013,0.020,110362.1,AEA,111,111,000,362666,24.2,0,0,0.4560,0.1450,0.6010
87.053299,-33.231510,0.07,0.07,90,05481279-3313534,5.694,0.011,0.020,177758.4,5.004,0.015,0.021,159334.6,4.590,0.009,0.017,107255.6,AEA,111,111,000,662636,46.0,0,0,0.6900,0.4140,1.1040
358.739832,-79.522781,0.08,0.07,0,23545755-7931220,5.788,0.005,0.018,152135.3,5.004,0.053,0.055,138774.6,4.698,0.007,0.016,100512.5,AEA,111,111,000,672646,21.0,0,0,0.7840,0.3060,1.0900
171.097441,-27.020142,0.08,0.07,0,11242338-2701125,5.764,0.011,0.020,161001.5,5.004,0.075,0.076,125115.2,4.687,0.013,0.020,108797.8,AEA,111,111,0d0,561646,72.4,0,0,0.7600,0.3170,1.0770
179.063587,28.858459,0.06,0.06,90,11561526+2851304,5.486,0.015,0.023,283811.5,5.004,0.015,0.021,202913.1,4.877,0.011,0.018,120398.2,AAA,111,111,000,665655,92.2,0,0,0.4820,0.1270,0.6090
256.359169,21.462893,0.06,0.06,0,17052620+2127464,5.508,0.019,0.026,210974.5,5.004,0.021,0.026,148699.7,4.876,0.021,0.026,85313.9,AAA,111,111,000,564656,23.0,0,0,0.5040,0.1280,0.6320
347.604439,34.771652,0.07,0.06,0,23102506+3446179,5.879,0.037,0.041,160631.2,5.004,0.083,0.084,189369.5,4.674,0.009,0.017,110108.3,AAA,111,111,000,663636,61.4,0,0,0.8750,0.3300,1.2050
265.687634,30.548544,0.09,0.07,0,17424503+3032547,5.849,0.009,0.019,189596.4,5.004,0.033,0.036,153925.3,4.733,0.003,0.015,142305.0,AEA,111,111,000,661656,20.5,0,0,0.8450,0.2710,1.1160
274.602493,18.519342,0.06,0.06,90,18182459+1831096,5.918,0.033,0.037,166046.6,5.004,0.001,0.015,159334.6,4.702,0.005,0.016,123202.6,AAA,111,111,000,563756,31.5,0,0,0.9140,0.3020,1.2160
325.532409,9.991626,0.11,0.07,0,21420777+0959298,5.675,0.019,0.026,222551.2,5.004,0.075,0.076,189369.5,4.690,0.005,0.016,120342.8,AEA,111,111,000,561656,21.2,0,0,0.6710,0.3140,0.9850
309.476221,-27.516705,0.06,0.06,90,20375429-2731001,5.794,0.013,0.021,162117.5,5.005,0.017,0.023,164782.1,4.673,0.011,0.018,106468.2,AAA,111,111,000,665646,22.5,0,0,0.7890,0.3320,1.1210
83.448741,32.528622,0.07,0.07,90,05334769+3231430,5.950,0.011,0.020,140420.3,5.005,0.033,0.036,170572.9,4.670,0.025,0.029,131347.0,AEA,111,111,000,661636,20.3,0,0,0.9450,0.3350,1.2800
125.368495,-34.007771,0.07,0.06,0,08212843-3400279,5.885,0.009,0.019,134409.5,5.005,0.021,0.026,164782.1,4.667,0.011,0.018,90078.3,AAA,111,111,000,664646,21.5,0,0,0.8800,0.3380,1.2180
40.834649,-49.406422,0.08,0.07,90,02432031-4924231,5.615,0.015,0.023,160853.3,5.005,0.023,0.027,112696.4,4.618,0.019,0.024,104525.0,AEA,111,111,0dd,672736,46.5,0,0,0.6100,0.3870,0.9970
89.796527,-5.178186,0.08,0.08,90,05591116-0510414,6.041,0.013,0.021,153472.3,5.005,0.075,0.076,182772.1,4.462,0.077,0.078,133850.5,AEE,111,111,000,771727,21.7,0,0,1.0360,0.5430,1.5790
69.622995,30.672321,0.06,0.06,90,04382951+3040203,6.049,0.019,0.026,152345.6,5.005,0.019,0.024,202726.3,4.668,0.007,0.016,161890.0,AAA,111,111,000,666666,22.7,0,0,1.0440,0.3370,1.3810
141.363668,6.657974,0.08,0.07,90,09252728+0639287,5.763,0.017,0.024,140355.7,5.005,0.075,0.076,138646.9,4.581,0.013,0.020,104476.8,AEA,111,111,000,661646,63.6,0,0,0.7580,0.4240,1.1820
261.240224,16.934942,0.06,0.06,90,17245765+1656057,5.548,0.015,0.023,203343.4,5.005,0.009,0.017,159187.9,4.820,0.007,0.016,78238.4,AAA,111,111,000,663466,31.8,0,0,0.5430,0.1850,0.7280
296.927376,-7.346568,0.12,0.06,0,19474257-0720476,5.651,0.011,0.020,184939.6,5.005,0.019,0.024,143519.2,4.818,0.017,0.023,96431.7,AAA,111,111,000,364656,29.3,0,0,0.6460,0.1870,0.8330
294.885450,-6.286639,0.07,0.07,0,19393250-0617119,5.907,0.011,0.020,156541.7,5.005,0.007,0.016,159187.9,4.609,0.009,0.017,121009.7,AEA,111,111,000,772756,20.7,0,0,0.9020,0.3960,1.2980
15.046264,-50.524090,0.08,0.06,0,01001110-5031267,5.590,0.015,0.023,232503.8,5.005,0.021,0.026,164782.1,4.851,0.005,0.016,103757.6,AAA,111,111,000,564656,22.1,0,0,0.5850,0.1540,0.7390
336.610476,25.791994,0.07,0.07,90,22262651+2547311,5.696,0.023,0.029,165588.4,5.005,0.009,0.017,170572.9,4.838,0.013,0.020,97998.6,AEA,111,111,000,662666,37.9,0,0,0.6910,0.1670,0.8580
115.464143,-13.748965,0.07,0.06,0,07415139-1344562,5.690,0.009,0.019,219497.7,5.005,0.043,0.045,202726.3,4.751,0.017,0.023,106174.4,AAA,111,111,000,673756,24.3,0,0,0.6850,0.2540,0.9390
196.767752,-78.648895,0.24,0.06,0,13070426-7838560,5.923,0.011,0.020,101913.1,5.005,0.035,0.038,125000.0,4.610,0.013,0.020,85589.4,AAA,111,111,000,665656,26.3,0,0,0.9180,0.3950,1.3130
246.350710,37.394081,0.08,0.08,90,16252417+3723386,5.038,0.013,0.021,360769.7,5.005,0.007,0.016,170572.9,4.949,0.009,0.017,94802.6,EAA,111,111,000,263566,39.3,0,0,0.0330,0.0560,0.0890
197.526851,-68.525734,0.08,0.06,0,13100644-6831326,5.818,0.019,0.026,120290.1,5.005,0.031,0.034,120756.4,4.517,0.017,0.023,107058.2,AAA,111,111,000,673737,24.4,0,0,0.8130,0.4880,1.3010
256.877080,-59.667156,0.06,0.06,90,17073049-5940017,5.509,0.001,0.017,203624.5,5.005,0.015,0.021,159187.9,4.819,0.009,0.017,93072.2,AAA,111,111,000,365666,20.6,0,0,0.5040,0.1860,0.6900
