ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,prox,gal_contam,mp_flg,j_h,h_k,j_k
136.035785,-50.100159,0.06,0.06,90,09040858-5006005,8.239,0.017,0.024,17054.2,7.008,0.031,0.034,26959.4,6.509,0.015,0.021,20315.2,AAA,111,111,000,666666,18.5,0,0,1.2310,0.4990,1.7300
135.257606,-49.375942,0.06,0.06,90,09010182-4922333,8.516,0.019,0.026,11913.2,7.008,0.029,0.033,24305.8,6.212,0.011,0.018,24924.1,AAA,111,111,000,666655,22.3,0,0,1.5080,0.7960,2.3040
137.925110,-42.280445,0.06,0.06,90,09114202-4216496,8.054,0.027,0.032,15340.2,7.007,0.031,0.034,18454.8,6.690,0.013,0.020,14976.8,AAA,111,111,000,665666,11.6,0,0,1.0470,0.3170,1.3640
126.941566,-41.146702,0.06,0.06,90,08274597-4108481,8.318,0.031,0.035,17588.5,7.004,0.037,0.040,28994.1,6.306,0.015,0.021,22081.1,AAA,111,111,000,666656,12.3,0,0,1.3140,0.6980,2.0120
75.998908,-65.427345,0.06,0.06,0,05035973-6525384,7.760,0.017,0.024,30439.0,7.008,0.017,0.023,27906.8,6.843,0.019,0.024,14935.5,AAA,111,111,000,666666,11.4,0,0,0.7520,0.1650,0.9170
85.059246,-57.616089,0.07,0.06,90,05401421-5736579,7.704,0.013,0.021,30962.1,7.002,0.033,0.036,27108.8,6.828,0.019,0.024,16796.5,AAA,111,111,000,666666,17.5,0,0,0.7020,0.1740,0.8760
80.820825,-54.952927,0.06,0.06,90,05231699-5457105,7.644,0.009,0.019,28499.0,7.004,0.031,0.034,24395.5,6.805,0.015,0.021,16573.7,AAA,111,111,000,666666,64.2,0,0,0.6400,0.1990,0.8390
72.880584,-55.183365,0.07,0.06,90,04513134-5511001,7.572,0.009,0.019,30453.0,7.003,0.051,0.053,25276.1,6.835,0.021,0.026,15046.0,AAA,111,111,000,666666,35.4,0,0,0.5690,0.1680,0.7370
10.183119,-49.592072,0.06,0.06,90,00404394-4935314,7.373,0.013,0.021,46583.3,7.009,0.031,0.034,28860.9,6.901,0.015,0.021,16256.2,AAA,111,111,000,666655,12.9,0,0,0.3640,0.1080,0.4720
0.372646,-62.923180,0.07,0.06,0,00012943-6255234,7.071,0.017,0.024,51764.3,7.007,0.027,0.031,21189.0,6.935,0.013,0.020,15220.2,AAA,111,111,000,666666,46.4,0,0,0.0640,0.0720,0.1360
15.650604,-59.861885,0.06,0.06,90,01023614-5951427,7.537,0.019,0.026,34884.3,7.009,0.033,0.036,22662.6,6.845,0.013,0.020,16535.6,AAA,111,111,000,666666,21.9,0,0,0.5280,0.1640,0.6920
8.652063,-57.232845,0.07,0.06,0,00343649-5713582,7.522,0.017,0.024,33008.8,7.003,0.035,0.038,23589.0,6.832,0.019,0.024,14575.4,AAA,111,111,000,777767,74.8,0,0,0.5190,0.1710,0.6900
44.574434,-55.233501,0.07,0.06,0,02581786-5514006,7.414,0.009,0.019,35223.3,7.002,0.039,0.042,27108.8,6.889,0.015,0.021,15339.8,AAA,111,111,000,556666,28.3,0,0,0.4120,0.1130,0.5250
53.878802,-62.457661,0.07,0.06,0,03353091-6227275,7.571,0.007,0.018,33808.8,7.005,0.021,0.026,26116.2,6.954,0.013,0.020,14448.4,AAA,111,111,000,666667,16.0,0,0,0.5660,0.0510,0.6170
47.330199,-59.470394,0.06,0.06,90,03091924-5928134,7.582,0.017,0.024,31234.2,7.001,0.041,0.044,26212.6,6.838,0.015,0.021,16642.5,AAA,111,111,000,666655,16.1,0,0,0.5810,0.1630,0.7440
39.172187,-59.402103,0.07,0.06,0,02364132-5924075,7.474,0.009,0.019,35713.3,7.007,0.055,0.057,26984.2,6.890,0.013,0.020,15325.7,AAA,111,111,000,665666,42.5,0,0,0.4670,0.1170,0.5840
49.987519,-73.292625,0.07,0.06,0,03195700-7317334,7.531,0.017,0.024,26609.1,7.004,0.043,0.045,19829.4,6.882,0.029,0.033,12123.3,AAA,111,111,000,677766,43.4,0,0,0.5270,0.1220,0.6490
60.198393,-68.828835,0.07,0.06,0,04004761-6849438,7.924,0.011,0.020,23595.5,7.005,0.029,0.033,24373.1,6.679,0.011,0.018,16781.1,AAA,111,111,000,666666,35.0,0,0,0.9190,0.3260,1.2450
280.906418,-8.378681,0.07,0.06,0,18433754-0822432,8.158,0.015,0.023,7748.7,7.007,0.035,0.038,9910.8,6.444,0.017,0.023,18785.4,AAA,111,111,000,666666,15.8,0,0,1.1510,0.5630,1.7140
276.548688,-11.328137,0.08,0.06,0,18261168-1119412,8.491,0.023,0.029,7261.6,7.005,0.029,0.033,8951.8,6.436,0.009,0.017,9817.9,AAA,111,111,0ss,666666,11.1,0,0,1.4860,0.5690,2.0550
276.809236,-11.100854,0.07,0.06,90,18271421-1106030,8.340,0.029,0.034,8345.1,7.005,0.049,0.051,8070.7,6.559,0.015,0.021,6650.0,AAA,111,111,000,666666,10.5,0,0,1.3350,0.4460,1.7810
278.580276,-9.953846,0.06,0.06,90,18341926-0957138,8.393,0.021,0.027,10845.0,7.004,0.029,0.033,11811.6,6.383,0.021,0.026,12682.9,AAA,111,111,000,666666,12.8,0,0,1.3890,0.6210,2.0100
279.109630,-9.409346,0.06,0.06,90,18362631-0924336,9.098,0.022,0.025,4448.7,7.005,0.015,0.021,11800.8,5.619,0.011,0.018,23111.1,AAA,211,111,000,666666,12.4,0,0,2.0930,1.3860,3.4790
279.043771,-9.075764,0.08,0.06,90,18361050-0904327,8.766,0.017,0.024,6699.3,7.007,0.011,0.018,11779.0,6.269,0.019,0.024,13146.8,AAA,111,111,000,777766,11.5,0,0,1.7590,0.7380,2.4970
278.879908,-10.312485,0.08,0.06,0,18353117-1018449,8.286,0.015,0.023,10423.9,7.007,0.017,0.023,13065.0,6.463,0.011,0.018,10995.6,AAA,111,111,000,666666,10.6,0,0,1.2790,0.5440,1.8230
280.190748,-9.393212,0.06,0.06,90,18404577-0923355,8.330,0.013,0.021,5760.1,7.004,0.045,0.047,5524.7,6.333,0.009,0.017,18759.5,AAA,111,111,000,666655,12.1,0,0,1.3260,0.6710,1.9970
280.445010,-9.286656,0.06,0.06,90,18414680-0917119,8.352,0.015,0.023,6048.2,7.003,0.031,0.034,15585.1,6.258,0.013,0.020,19418.7,AAA,111,111,000,676666,11.7,0,0,1.3490,0.7450,2.0940
279.900247,-2.627250,0.08,0.06,0,18393605-0237381,8.173,0.015,0.023,7642.4,7.001,0.025,0.029,9300.6,6.582,0.009,0.017,14408.5,AAA,111,111,000,666656,12.3,0,0,1.1720,0.4190,1.5910
278.110743,-4.418940,0.06,0.06,90,18322657-0425081,8.018,0.013,0.021,20904.0,7.006,0.029,0.033,26092.2,6.667,0.019,0.024,16391.5,AAA,111,111,000,666666,10.2,0,0,1.0120,0.3390,1.3510
298.786383,52.811916,0.06,0.06,90,19550873+5248428,7.495,0.019,0.026,32691.1,7.007,0.023,0.027,20469.6,6.944,0.047,0.049,14087.1,AAA,111,111,000,666746,22.4,0,0,0.4880,0.0630,0.5510
300.729187,43.257408,0.06,0.06,90,20025500+4315266,7.844,0.025,0.030,20645.7,7.009,0.011,0.018,22662.6,6.781,0.009,0.017,16944.2,AAA,111,111,000,667757,15.6,0,0,0.8350,0.2280,1.0630
304.074298,44.415016,0.06,0.06,90,20161783+4424540,8.308,0.025,0.030,15460.7,7.009,0.027,0.031,19738.3,6.395,0.015,0.021,23357.2,AAA,111,111,000,665666,24.8,0,0,1.2990,0.6140,1.9130
300.063206,48.926758,0.06,0.06,0,20001516+4855363,7.495,0.039,0.043,31581.3,7.003,0.029,0.033,23589.0,6.882,0.011,0.018,13446.8,AAA,111,111,000,666666,18.7,0,0,0.4920,0.1210,0.6130
305.198876,50.876492,0.06,0.06,90,20204773+5052353,7.979,0.017,0.024,20932.9,7.001,0.047,0.049,24463.0,6.726,0.015,0.021,17824.6,AAA,111,111,000,666656,12.9,0,0,0.9780,0.2750,1.2530
301.535265,50.262363,0.06,0.06,90,20060846+5015445,7.585,0.023,0.029,34548.6,7.003,0.043,0.045,20545.2,6.874,0.017,0.023,16665.6,AAA,111,111,000,666666,23.8,0,0,0.5820,0.1290,0.7110
300.535421,42.043301,0.07,0.06,0,20020850+4202358,7.511,0.011,0.020,26183.6,7.007,0.011,0.018,18454.8,6.898,0.011,0.018,12365.7,AAA,111,111,000,666655,18.6,0,0,0.5040,0.1090,0.6130
274.236136,-42.171799,0.06,0.06,0,18165667-4210184,7.905,0.007,0.018,23196.9,7.005,0.037,0.040,26116.2,6.779,0.029,0.033,15842.4,AAA,111,111,000,776756,14.6,0,0,0.9000,0.2260,1.1260
278.560429,-39.308491,0.06,0.06,90,18341450-3918305,7.833,0.019,0.026,26560.1,7.005,0.045,0.047,24373.1,6.757,0.019,0.024,17322.9,AAA,111,111,000,666666,19.2,0,0,0.8280,0.2480,1.0760
279.321710,-36.638973,0.06,0.06,90,18371721-3638203,7.694,0.017,0.024,31248.6,7.007,0.037,0.040,25183.2,6.809,0.017,0.023,16512.8,AAA,111,111,000,666666,14.7,0,0,0.6870,0.1980,0.8850
279.145561,5.899511,0.06,0.06,90,18363493+0553582,8.013,0.005,0.018,15389.7,7.007,0.021,0.026,18454.8,6.648,0.009,0.017,16680.9,AAA,111,111,000,666655,10.4,0,0,1.0060,0.3590,1.3650
310.513361,4.631306,0.06,0.06,0,20420320+0437527,7.594,0.029,0.034,31976.4,7.002,0.047,0.049,22809.2,6.806,0.027,0.031,17140.4,AAA,111,111,000,666655,18.6,0,0,0.5920,0.1960,0.7880
311.366543,3.168423,0.07,0.06,0,20452797+0310063,7.247,0.021,0.027,39685.3,7.004,0.015,0.021,21247.6,6.903,0.011,0.018,15143.3,AAA,111,111,000,666666,23.3,0,0,0.2430,0.1010,0.3440
306.257595,11.481773,0.08,0.06,0,20250182+1128543,7.846,0.021,0.027,22081.6,7.005,0.075,0.076,25229.6,6.663,0.017,0.023,16452.0,AAA,111,111,000,666655,25.1,0,0,0.8410,0.3420,1.1830
310.104059,4.254065,0.06,0.06,90,20402497+0415146,7.814,0.019,0.026,24368.6,7.004,0.031,0.034,21247.6,6.525,0.013,0.020,21449.6,AAA,111,111,000,666666,15.8,0,0,0.8100,0.4790,1.2890
296.954327,22.630939,0.06,0.06,90,19474903+2237513,8.170,0.011,0.020,15828.1,7.007,0.011,0.018,20469.6,6.535,0.035,0.038,21253.0,AAA,111,111,000,675566,10.4,0,0,1.1630,0.4720,1.6350
190.609051,-57.513672,0.07,0.06,0,12422617-5730492,8.007,0.015,0.023,17767.7,7.006,0.049,0.051,23523.9,6.627,0.025,0.029,15871.6,AAA,111,111,000,666666,10.9,0,0,1.0010,0.3790,1.3800
186.764191,-57.512806,0.06,0.06,0,12270340-5730461,7.524,0.013,0.021,30748.9,7.002,0.055,0.057,28061.4,6.808,0.023,0.027,15424.8,AAA,111,111,000,676666,11.7,0,0,0.5220,0.1940,0.7160
191.062247,-55.891136,0.07,0.06,0,12441493-5553280,7.622,0.013,0.021,29082.4,7.002,0.035,0.038,24440.5,6.828,0.017,0.023,13652.8,AAA,111,111,dd0,666666,16.3,0,0,0.6200,0.1740,0.7940
194.114347,-55.989910,0.06,0.06,0,12562744-5559236,7.679,0.019,0.026,24034.2,7.003,0.065,0.067,23589.0,6.741,0.019,0.024,14791.8,AAA,111,111,000,666666,15.8,0,0,0.6760,0.2620,0.9380
218.863190,-58.949856,0.06,0.06,0,14352716-5856594,7.687,0.013,0.021,19392.3,7.004,0.029,0.033,19156.2,6.793,0.023,0.027,11460.9,AAA,111,111,000,776666,10.4,0,0,0.6830,0.2110,0.8940
223.909312,-58.974224,0.06,0.06,90,14553823-5858272,9.305,0.019,0.023,5016.8,7.006,0.031,0.034,20488.5,5.936,0.021,0.026,27991.1,AAA,211,111,000,666766,11.1,0,0,2.2990,1.0700,3.3690
220.455925,-57.733608,0.06,0.06,0,14414942-5744009,8.202,0.015,0.023,12930.9,7.002,0.039,0.042,17910.6,6.474,0.019,0.024,18273.4,AAA,111,111,000,666666,12.2,0,0,1.2000,0.5280,1.7280
230.378943,-58.476589,0.06,0.06,90,15213094-5828357,7.611,0.017,0.024,20798.4,7.004,0.037,0.040,15570.8,6.857,0.013,0.020,11184.6,AAA,111,111,0ss,666666,13.4,0,0,0.6070,0.1470,0.7540
293.609485,32.482323,0.06,0.06,90,19342627+3228563,7.924,0.021,0.027,24424.7,7.001,0.019,0.024,26212.6,6.669,0.009,0.017,19445.5,AAA,111,111,000,665566,10.4,0,0,0.9230,0.3320,1.2550
293.152256,30.530470,0.06,0.06,90,19323654+3031496,7.739,0.011,0.020,28962.1,7.003,0.013,0.020,27083.8,6.811,0.009,0.017,17061.6,AAA,111,111,000,666666,14.1,0,0,0.7360,0.1920,0.9280
293.168178,30.499512,0.06,0.06,90,19324036+3029582,7.963,0.013,0.021,23563.0,7.001,0.011,0.018,27133.8,6.635,0.011,0.018,20064.1,AAA,111,111,000,665666,10.7,0,0,0.9620,0.3660,1.3280
308.898065,54.477879,0.07,0.06,0,20353553+5428403,7.949,0.013,0.021,20788.8,7.006,0.019,0.024,24350.6,6.691,0.015,0.021,12589.8,AAA,111,111,000,664566,11.5,0,0,0.9430,0.3150,1.2580
310.930273,54.115002,0.07,0.07,90,20434326+5406540,7.809,0.013,0.021,23649.9,7.007,0.013,0.020,25183.2,6.765,0.015,0.021,12173.6,AAA,111,111,000,665566,23.6,0,0,0.8020,0.2420,1.0440
305.574842,52.520512,0.06,0.06,90,20221796+5231138,7.870,0.013,0.021,22357.9,7.007,0.045,0.047,23502.3,6.680,0.013,0.020,18596.0,AAA,111,111,000,666666,25.8,0,0,0.8630,0.3270,1.1900
306.100878,52.590553,0.06,0.06,90,20242421+5235259,7.646,0.015,0.023,27480.8,7.004,0.021,0.026,19156.2,6.884,0.007,0.016,18315.5,AAA,111,111,000,666666,17.8,0,0,0.6420,0.1200,0.7620
215.915184,-60.383728,0.06,0.06,0,14233964-6023014,8.472,0.019,0.026,10805.1,7.005,0.023,0.027,21228.0,6.417,0.017,0.023,17973.0,AAA,111,111,000,666656,10.9,0,0,1.4670,0.5880,2.0550
217.663847,-62.184559,0.06,0.06,90,14303932-6211044,7.883,0.021,0.027,17347.2,7.002,0.027,0.031,21286.8,6.723,0.017,0.023,13558.8,AAA,111,111,000,666666,11.7,0,0,0.8810,0.2790,1.1600
236.833973,-62.217869,0.06,0.06,90,15472015-6213043,7.634,0.027,0.032,24200.8,7.004,0.037,0.040,19829.4,6.888,0.017,0.023,11647.2,AAA,111,111,sss,666666,14.2,0,0,0.6300,0.1160,0.7460
231.217563,-62.441288,0.06,0.06,90,15245221-6226286,7.563,0.017,0.024,25836.3,7.009,0.029,0.033,21150.0,6.826,0.019,0.024,12765.0,AAA,111,111,000,666666,10.4,0,0,0.5540,0.1830,0.7370
234.117679,-63.365089,0.06,0.06,90,15362824-6321543,7.489,0.011,0.020,26719.6,7.002,0.035,0.038,20564.1,6.873,0.013,0.020,11408.3,AAA,111,111,000,666666,14.4,0,0,0.4870,0.1290,0.6160
225.074466,-63.595814,0.19,0.07,0,15001787-6335449,8.164,0.011,0.020,16475.2,7.007,0.043,0.045,24328.2,6.277,0.009,0.017,21165.1,AAA,111,111,000,666666,15.3,0,0,1.1570,0.7300,1.8870
261.430671,18.042749,0.07,0.06,0,17254336+1802338,7.761,0.015,0.023,30411.0,7.004,0.015,0.021,25252.8,6.771,0.011,0.018,17100.9,AAA,111,111,000,666655,36.5,0,0,0.7570,0.2330,0.9900
256.123463,12.427447,0.06,0.06,0,17042963+1225388,7.717,0.029,0.034,28551.6,7.002,0.023,0.027,22034.9,6.832,0.017,0.023,15617.8,AAA,111,111,000,666766,27.4,0,0,0.7150,0.1700,0.8850
256.826690,22.568325,0.06,0.06,90,17071840+2234059,7.664,0.009,0.019,35631.2,7.009,0.015,0.021,32011.8,6.856,0.005,0.016,17539.6,AAA,111,111,000,666656,10.5,0,0,0.6550,0.1530,0.8080
256.322015,20.713226,0.06,0.06,0,17051728+2042476,7.832,0.017,0.024,24810.2,7.007,0.009,0.017,23502.3,6.787,0.011,0.018,14676.4,AAA,111,111,000,665666,50.0,0,0,0.8250,0.2200,1.0450
255.440840,20.824387,0.08,0.08,90,17014580+2049277,7.772,0.021,0.027,24469.8,7.004,0.013,0.020,19829.4,6.838,0.015,0.021,12624.7,AAA,111,111,000,666666,22.5,0,0,0.7680,0.1660,0.9340
252.799561,15.794694,0.06,0.06,90,16511189+1547408,6.991,0.023,0.029,53830.7,7.003,0.011,0.018,24418.0,6.966,0.015,0.021,16406.7,AAA,111,111,000,664666,33.1,0,0,-0.0120,0.0370,0.0250
185.972761,83.428154,0.07,0.06,0,12235346+8325413,7.229,0.019,0.026,44753.8,7.006,0.007,0.016,21953.8,6.954,0.017,0.023,14956.2,AAA,111,111,000,666656,15.2,0,0,0.2230,0.0520,0.2750
235.863141,82.947243,0.06,0.06,90,15432715+8256500,7.032,0.019,0.026,48376.0,7.008,0.005,0.016,23480.6,6.987,0.013,0.020,14508.4,AAA,111,111,000,663466,41.4,0,0,0.0240,0.0210,0.0450
195.746556,71.720551,0.08,0.06,90,13025917+7143139,7.118,0.013,0.021,41709.0,7.008,0.011,0.018,18437.8,6.959,0.013,0.020,10539.5,AAA,111,111,000,664466,11.9,0,0,0.1100,0.0490,0.1590
197.276006,76.961617,0.07,0.06,0,13090624+7657418,7.796,0.017,0.024,21578.9,7.006,0.019,0.024,17844.7,6.809,0.017,0.023,11690.1,AAA,111,111,000,666666,43.2,0,0,0.7900,0.1970,0.9870
189.026368,77.110733,0.12,0.06,0,12360632+7706386,7.804,0.007,0.018,22952.5,7.002,0.027,0.031,22034.9,6.749,0.007,0.016,18064.2,AAA,111,111,000,666666,65.0,0,0,0.8020,0.2530,1.0550
231.250760,75.599976,0.07,0.06,0,15250018+7535599,7.691,0.031,0.035,25470.1,7.004,0.015,0.021,19829.4,6.866,0.011,0.018,14126.0,AAA,111,111,000,777746,60.9,0,0,0.6870,0.1380,0.8250
240.150490,78.132515,0.17,0.08,0,16003611+7807570,7.724,0.021,0.027,23058.4,7.004,0.017,0.023,21247.6,6.805,0.011,0.018,16011.1,AAA,111,111,000,677767,37.2,0,0,0.7200,0.1990,0.9190
218.468884,55.235973,0.09,0.08,90,14335253+5514095,7.085,0.015,0.023,52896.9,7.009,0.031,0.034,23459.0,6.962,0.017,0.023,16467.2,AAA,111,111,000,666666,15.1,0,0,0.0760,0.0470,0.1230
187.097366,65.473740,0.08,0.07,0,12282336+6528254,7.152,0.011,0.020,40423.1,7.003,0.019,0.024,21267.2,6.958,0.011,0.018,14395.3,AAA,111,111,000,665666,78.9,0,0,0.1490,0.0450,0.1940
266.389753,46.855396,0.11,0.06,0,17453354+4651194,7.636,0.019,0.026,34121.7,7.004,0.023,0.027,23567.3,6.795,0.011,0.018,16159.2,AAA,111,111,000,776767,14.4,0,0,0.6320,0.2090,0.8410
263.595583,49.214275,0.07,0.06,0,17342293+4912513,7.365,0.011,0.020,38144.3,7.004,0.005,0.016,25252.8,6.923,0.011,0.018,10894.8,AAA,111,111,000,665666,19.7,0,0,0.3610,0.0810,0.4420
267.159186,48.165882,0.08,0.07,0,17483820+4809571,7.739,0.023,0.029,24368.6,7.006,0.029,0.033,21208.5,6.834,0.017,0.023,16704.0,AAA,111,111,000,666666,47.6,0,0,0.7330,0.1720,0.9050
268.980638,56.035294,0.10,0.06,0,17555535+5602070,7.349,0.007,0.018,42936.8,7.004,0.007,0.016,24395.5,6.901,0.007,0.016,14656.1,AAA,111,111,000,676666,26.5,0,0,0.3450,0.1030,0.4480
265.009594,49.888584,0.06,0.06,0,17400230+4953189,7.972,0.055,0.058,24189.7,7.004,0.039,0.042,22767.2,6.803,0.011,0.018,17187.8,AAA,111,111,000,666666,15.8,0,0,0.9680,0.2010,1.1690
265.927822,50.053761,0.06,0.06,90,17434267+5003135,7.644,0.017,0.024,31610.4,7.002,0.033,0.036,23610.8,6.861,0.013,0.020,17459.0,AAA,111,111,000,666666,29.8,0,0,0.6420,0.1410,0.7830
288.106970,4.431521,0.06,0.06,0,19122567+0425534,7.782,0.021,0.027,21859.0,7.009,0.031,0.034,22662.6,6.763,0.017,0.023,14003.0,AAA,111,111,000,666666,10.2,0,0,0.7730,0.2460,1.0190
288.307576,2.952138,0.06,0.06,90,19131381+0257076,8.082,0.015,0.023,17767.7,7.003,0.035,0.038,24418.0,6.586,0.015,0.021,17661.2,AAA,111,111,000,666645,18.6,0,0,1.0790,0.4170,1.4960
287.019613,2.815876,0.06,0.06,90,19080470+0248571,8.175,0.007,0.018,14703.8,7.009,0.025,0.029,19738.3,6.234,0.013,0.020,22020.1,AAA,111,111,000,666655,10.3,0,0,1.1660,0.7750,1.9410
283.073597,9.647854,0.06,0.06,90,18521766+0938522,7.764,0.013,0.021,23005.4,7.005,0.035,0.038,21974.0,6.807,0.011,0.018,13446.8,AAA,111,111,000,666666,13.3,0,0,0.7590,0.1980,0.9570
283.153017,9.218085,0.06,0.06,90,18523672+0913051,7.840,0.025,0.030,21450.1,7.006,0.031,0.034,21953.8,6.709,0.017,0.023,14717.0,AAA,111,111,000,676666,13.5,0,0,0.8340,0.2970,1.1310
281.542944,6.963548,0.06,0.06,90,18461030+0657487,7.956,0.015,0.023,18622.2,7.008,0.023,0.027,19085.8,6.613,0.021,0.026,17227.4,AAA,111,111,000,666666,12.2,0,0,0.9480,0.3950,1.3430
282.740150,6.987135,0.06,0.06,90,18505763+0659136,8.067,0.021,0.027,17403.2,7.007,0.033,0.036,21189.0,6.630,0.019,0.024,15827.8,AAA,111,111,s0s,666655,16.3,0,0,1.0600,0.3770,1.4370
257.878121,-26.986948,0.06,0.06,90,17113074-2659130,8.102,0.009,0.019,19347.7,7.008,0.027,0.031,25160.0,6.501,0.013,0.020,20465.4,AAA,111,111,000,666666,10.7,0,0,1.0940,0.5070,1.6010
257.587509,-34.481144,0.06,0.06,90,17102100-3428521,8.291,0.015,0.023,9354.7,7.002,0.023,0.027,15069.9,6.440,0.017,0.023,16998.9,AAA,111,111,000,666666,11.3,0,0,1.2890,0.5620,1.8510
255.967487,-30.476288,0.06,0.06,90,17035219-3028346,7.850,0.013,0.021,17275.5,7.007,0.045,0.047,19774.7,6.695,0.021,0.026,15974.2,AAA,111,111,000,666656,10.1,0,0,0.8430,0.3120,1.1550
203.470563,-53.429218,0.07,0.06,0,13335293-5325451,7.400,0.019,0.026,31076.4,7.007,0.035,0.038,18454.8,6.900,0.021,0.026,12343.0,AAA,111,111,000,676766,13.7,0,0,0.3930,0.1070,0.5000
202.134017,-53.078667,0.06,0.06,90,13283216-5304432,8.015,0.011,0.020,24067.5,7.007,0.043,0.045,25183.2,6.547,0.021,0.026,23314.2,AAA,111,111,000,666655,12.9,0,0,1.0080,0.4600,1.4680
211.879146,-61.344093,0.06,0.06,90,14073099-6120387,8.247,0.025,0.030,12406.0,7.003,0.027,0.031,19173.9,6.459,0.015,0.021,16704.0,AAA,111,111,000,666666,14.4,0,0,1.2440,0.5440,1.7880
214.234598,-59.969521,0.06,0.06,0,14165630-5958102,8.490,0.011,0.020,10627.5,7.002,0.051,0.053,21286.8,6.396,0.025,0.029,18324.0,AAA,111,111,000,666666,10.3,0,0,1.4880,0.6060,2.0940
209.665383,-59.536221,0.06,0.06,90,13583969-5932103,8.083,0.013,0.021,19689.3,7.004,0.025,0.029,23567.3,6.588,0.013,0.020,19553.3,AAA,111,111,000,566666,10.9,0,0,1.0790,0.4160,1.4950
130.076519,-28.880100,0.06,0.06,90,08401836-2852483,7.772,0.007,0.018,30104.4,7.005,0.047,0.049,26116.2,6.788,0.023,0.027,14662.9,AAA,111,111,000,777766,22.5,0,0,0.7670,0.2170,0.9840
130.307092,-27.560837,0.06,0.06,90,08411370-2733390,7.475,0.011,0.020,24402.3,7.008,0.025,0.029,19085.8,6.855,0.011,0.018,12865.3,AAA,111,111,000,666666,18.6,0,0,0.4670,0.1530,0.6200
130.213672,-27.738348,0.06,0.06,0,08405128-2744180,7.773,0.021,0.027,29055.6,7.005,0.037,0.040,26116.2,6.841,0.021,0.026,13490.2,AAA,111,111,000,775755,18.2,0,0,0.7680,0.1640,0.9320
127.771807,-32.140312,0.06,0.06,90,08310523-3208251,7.785,0.019,0.026,22564.7,7.003,0.039,0.042,25276.1,6.744,0.019,0.024,15805.9,AAA,111,111,000,676666,13.5,0,0,0.7820,0.2590,1.0410
126.870955,-30.223524,0.06,0.06,90,08272902-3013246,7.813,0.027,0.032,24391.0,7.004,0.015,0.021,23567.3,6.769,0.015,0.021,15446.1,AAA,111,111,000,666666,17.4,0,0,0.8090,0.2350,1.0440
128.199611,-30.544596,0.06,0.06,90,08324790-3032405,7.941,0.015,0.023,23229.0,7.005,0.043,0.045,23545.6,6.709,0.005,0.016,16897.4,AAA,111,111,000,666655,24.4,0,0,0.9360,0.2960,1.2320
123.194183,-28.489447,0.06,0.06,0,08124660-2829220,7.869,0.013,0.021,23978.9,7.005,0.049,0.051,25229.6,6.728,0.021,0.026,14461.7,AAA,111,111,000,666656,15.0,0,0,0.8640,0.2770,1.1410
273.397480,-11.559196,0.07,0.06,0,18133539-1133331,7.899,0.035,0.039,18316.0,7.008,0.063,0.065,18437.8,6.665,0.019,0.024,15325.7,AAA,111,111,000,666666,10.4,0,0,0.8910,0.3430,1.2340
270.616552,-13.810541,0.06,0.06,90,18022797-1348379,8.027,0.005,0.018,16279.1,7.008,0.023,0.027,18437.8,6.745,0.013,0.020,13753.7,AAA,111,111,000,665566,14.3,0,0,1.0190,0.2630,1.2820
272.547150,-16.224874,0.06,0.06,90,18101131-1613295,8.242,0.021,0.027,10855.0,7.009,0.039,0.042,11757.4,6.427,0.025,0.029,16055.4,AAA,111,111,000,666666,10.9,0,0,1.2330,0.5820,1.8150
229.313578,-51.368233,0.06,0.06,90,15171525-5122056,7.560,0.013,0.021,29746.1,7.005,0.029,0.033,22746.3,6.891,0.019,0.024,14289.6,AAA,111,111,000,666666,12.3,0,0,0.5550,0.1140,0.6690
232.541251,-53.213280,0.06,0.06,90,15300990-5312478,7.814,0.015,0.023,21970.0,7.006,0.037,0.040,21953.8,6.844,0.009,0.017,14415.2,AAA,111,111,000,666666,10.1,0,0,0.8080,0.1620,0.9700
248.435245,-51.976437,0.06,0.06,90,16334445-5158351,8.098,0.017,0.024,11973.7,7.001,0.025,0.029,12691.4,6.538,0.015,0.021,19779.7,AAA,111,111,000,666666,10.9,0,0,1.0970,0.4630,1.5600
245.998164,-50.760635,0.06,0.06,90,16235955-5045382,9.196,0.017,0.021,3926.7,7.008,0.023,0.027,12609.9,5.817,0.011,0.018,25387.5,AAA,211,111,000,666655,12.2,0,0,2.1880,1.1910,3.3790
241.449865,-49.179832,0.06,0.06,90,16054796-4910473,9.948,0.020,0.023,2680.6,7.008,0.031,0.034,16058.7,5.346,0.005,0.016,40552.7,AAA,211,111,000,666666,13.3,0,0,2.9400,1.6620,4.6020
275.024152,45.935974,0.06,0.06,90,18200579+4556095,7.507,0.011,0.020,34644.2,7.009,0.031,0.034,24283.4,6.935,0.021,0.026,15220.2,AAA,111,111,000,666666,13.8,0,0,0.4980,0.0740,0.5720
281.070215,47.674767,0.08,0.06,0,18441685+4740291,7.503,0.013,0.021,41326.6,7.007,0.023,0.027,26984.2,6.930,0.007,0.016,15827.8,AAA,111,111,000,665666,24.4,0,0,0.4960,0.0770,0.5730
