ra,dec,err_maj,err_min,err_ang,designation,j_m,j_cmsig,j_msigcom,j_snr,h_m,h_cmsig,h_msigcom,h_snr,k_m,k_cmsig,k_msigcom,k_snr,ph_qual,rd_flg,bl_flg,cc_flg,ndet,prox,gal_contam,mp_flg,j_h,h_k,j_k
334.211116,-16.384371,0.07,0.07,90,22165066-1623037,7.222,0.013,0.021,43514.1,7.003,0.039,0.042,21267.2,6.945,0.009,0.017,13596.3,AAA,111,111,000,666666,18.2,0,0,0.2190,0.0580,0.2770
330.499413,-0.299163,0.13,0.06,0,22015985-0017569,7.713,0.011,0.020,28657.0,7.009,0.023,0.027,21150.0,6.797,0.013,0.020,17283.0,AAA,111,111,000,666666,37.4,0,0,0.7040,0.2120,0.9160
355.362189,-39.521317,0.06,0.06,90,23412692-3931167,7.558,0.017,0.024,33054.4,7.001,0.035,0.038,26212.6,6.877,0.011,0.018,14983.7,AAA,111,111,000,556666,80.3,0,0,0.5570,0.1240,0.6810
339.421780,-25.166517,0.08,0.06,90,22374122-2509594,7.532,0.011,0.020,31595.9,7.007,0.011,0.018,23502.3,6.865,0.011,0.018,14635.9,AAA,111,111,000,666666,35.2,0,0,0.5250,0.1420,0.6670
340.795900,-28.151278,0.06,0.06,90,22431101-2809046,7.191,0.011,0.020,47976.7,7.009,0.037,0.040,23459.0,6.926,0.021,0.026,14322.5,AAA,111,111,000,666656,59.1,0,0,0.1820,0.0830,0.2650
348.274615,-29.580734,0.08,0.07,90,23130590-2934506,7.461,0.021,0.027,38728.4,7.008,0.053,0.055,27906.8,6.880,0.017,0.023,16573.7,AAA,111,111,000,566656,92.7,0,0,0.4530,0.1280,0.5810
337.756220,-15.134091,0.07,0.06,0,22310149-1508027,7.572,0.011,0.020,37465.4,7.007,0.063,0.065,27932.5,6.828,0.025,0.029,15675.5,AAA,111,111,000,666666,69.0,0,0,0.5650,0.1790,0.7440
338.674858,-19.859770,0.06,0.06,90,22344196-1951351,7.200,0.009,0.019,49252.7,7.002,0.037,0.040,23610.8,6.975,0.011,0.018,13690.5,AAA,111,111,000,666666,11.8,0,0,0.1980,0.0270,0.2250
348.705850,-22.142782,0.08,0.06,90,23144940-2208340,7.616,0.007,0.018,33576.1,7.006,0.039,0.042,21208.5,6.860,0.025,0.029,15755.1,AAA,111,111,000,666655,27.5,0,0,0.6100,0.1460,0.7560
352.475810,-20.575756,0.07,0.06,0,23295419-2034327,7.241,0.015,0.023,52605.4,7.002,0.025,0.029,27108.8,6.908,0.013,0.020,16719.4,AAA,111,111,000,666666,20.4,0,0,0.2390,0.0940,0.3330
347.633372,-15.730418,0.07,0.06,90,23103200-1543495,7.497,0.013,0.021,37465.4,7.005,0.025,0.029,25229.6,6.859,0.019,0.024,15234.2,AAA,111,111,000,666644,58.5,0,0,0.4920,0.1460,0.6380
84.159853,25.738464,0.06,0.06,0,05363836+2544184,7.772,0.015,0.023,37036.5,7.004,0.007,0.016,30013.0,6.791,0.019,0.024,21380.6,AAA,111,111,000,665666,24.2,0,0,0.7680,0.2130,0.9810
77.901325,28.664106,0.07,0.06,0,05113631+2839507,8.062,0.021,0.027,25564.1,7.007,0.021,0.026,27932.5,6.590,0.013,0.020,25728.8,AAA,111,111,000,665656,21.2,0,0,1.0550,0.4170,1.4720
89.180596,33.411022,0.06,0.06,0,05564334+3324396,7.865,0.013,0.021,24067.5,7.002,0.025,0.029,21286.8,6.757,0.007,0.016,19889.3,AAA,111,111,000,666656,13.7,0,0,0.8630,0.2450,1.1080
86.372232,33.420998,0.06,0.06,90,05452933+3325155,7.987,0.017,0.024,25564.1,7.008,0.017,0.023,27906.8,6.566,0.009,0.017,22909.7,AAA,111,111,000,664466,20.7,0,0,0.9790,0.4420,1.4210
76.838144,32.697788,0.07,0.06,90,05072115+3241520,7.757,0.013,0.021,27518.8,7.009,0.033,0.036,22662.6,6.865,0.007,0.016,17394.8,AAA,111,111,000,677757,21.8,0,0,0.7480,0.1440,0.8920
76.370532,33.110195,0.06,0.06,90,05052892+3306367,8.047,0.043,0.046,22575.1,7.002,0.059,0.061,23610.8,6.662,0.017,0.023,21708.0,AAA,111,111,000,556666,19.0,0,0,1.0450,0.3400,1.3850
81.022702,32.818382,0.06,0.06,90,05240544+3249061,7.707,0.013,0.021,27837.5,7.009,0.019,0.024,25136.8,6.833,0.029,0.033,14562.0,AAA,111,111,000,665566,15.7,0,0,0.6980,0.1760,0.8740
84.286180,38.517628,0.06,0.06,90,05370868+3831034,8.052,0.013,0.021,18265.4,7.002,0.015,0.021,21286.8,6.682,0.027,0.031,16734.8,AAA,111,111,000,676666,18.6,0,0,1.0500,0.3200,1.3700
68.370298,24.279343,0.09,0.07,90,04332887+2416456,7.119,0.007,0.018,49525.6,7.006,0.009,0.017,21208.5,6.946,0.009,0.017,16144.3,AAA,111,111,000,666655,14.3,0,0,0.1130,0.0600,0.1730
74.462482,24.904297,0.08,0.06,0,04575099+2454154,7.610,0.009,0.019,31508.7,7.009,0.019,0.024,22662.6,6.829,0.021,0.026,19944.4,AAA,111,111,000,666656,16.9,0,0,0.6010,0.1800,0.7810
74.898414,25.807482,0.06,0.06,0,04593561+2548269,7.095,0.007,0.018,54253.8,7.002,0.013,0.020,24440.5,6.878,0.023,0.027,20427.7,AAA,111,111,000,666666,36.4,0,0,0.0930,0.1240,0.2170
88.512814,26.532116,0.07,0.07,90,05540307+2631556,8.501,0.023,0.029,18282.3,7.006,0.005,0.016,31010.6,6.457,9.995,9.995,29081.7,AAF,111,111,000,665502,15.0,0,0,1.4950,0.5490,2.0440
87.356873,23.541155,0.06,0.06,0,05492564+2332281,8.268,0.009,0.019,21889.2,7.008,0.059,0.061,29902.7,6.500,0.029,0.033,28934.8,AAA,111,111,000,666666,13.3,0,0,1.2600,0.5080,1.7680
87.150387,23.770514,0.06,0.06,90,05483609+2346138,8.125,0.061,0.063,24970.7,7.008,0.039,0.042,29902.7,6.633,0.013,0.020,25598.8,AAA,111,111,000,666666,12.6,0,0,1.1170,0.3750,1.4920
282.095033,-57.272522,0.07,0.06,0,18482280-5716210,7.783,0.013,0.021,22606.3,7.002,0.043,0.045,21286.8,6.709,0.021,0.026,14217.4,AAA,111,111,000,666645,26.0,0,0,0.7810,0.2930,1.0740
312.316503,-57.888298,0.06,0.06,0,20491596-5753178,7.461,0.007,0.018,31479.7,7.009,0.013,0.020,19738.3,6.857,0.009,0.017,15262.3,AAA,111,111,000,666666,17.1,0,0,0.4520,0.1520,0.6040
281.131675,-70.143768,0.06,0.06,90,18443160-7008375,7.591,0.007,0.018,35565.6,7.004,0.041,0.044,27058.9,6.892,0.019,0.024,19481.4,AAA,111,111,000,666666,29.5,0,0,0.5870,0.1120,0.6990
280.164797,-67.391769,0.08,0.06,0,18403955-6723303,7.892,0.019,0.026,20447.0,7.004,0.033,0.036,19156.2,6.650,0.015,0.021,17841.0,AAA,111,111,000,666666,20.3,0,0,0.8880,0.3540,1.2420
290.406246,-65.055405,0.06,0.06,90,19213749-6503194,7.544,0.015,0.023,31248.6,7.002,0.033,0.036,20564.1,6.905,0.007,0.016,14106.5,AAA,111,111,000,666666,15.2,0,0,0.5420,0.0970,0.6390
288.797384,-69.622612,0.06,0.06,0,19151137-6937214,7.875,0.009,0.019,22255.1,7.007,0.029,0.033,19774.7,6.597,0.021,0.026,18097.6,AAA,111,111,000,676767,26.2,0,0,0.8680,0.4100,1.2780
355.504537,-67.770615,0.07,0.07,90,23420108-6746142,7.175,0.013,0.021,50399.9,7.007,0.023,0.027,26984.2,6.961,0.029,0.033,14355.6,AAA,111,111,000,666666,53.6,0,0,0.1680,0.0460,0.2140
329.227158,-72.456856,0.09,0.07,0,21565451-7227246,7.725,0.013,0.021,25552.3,7.005,0.035,0.038,21974.0,6.797,0.017,0.023,15052.9,AAA,111,111,000,666666,28.1,0,0,0.7200,0.2080,0.9280
308.843224,-69.586288,0.07,0.06,0,20352237-6935106,7.525,0.029,0.034,36511.5,7.009,0.037,0.040,23459.0,6.894,0.023,0.027,15269.3,AAA,111,111,000,666666,30.7,0,0,0.5160,0.1150,0.6310
314.412960,-70.520668,0.06,0.06,90,20573911-7031144,7.855,0.023,0.029,22668.9,7.005,0.037,0.040,19811.2,6.717,0.011,0.018,17362.8,AAA,111,111,000,666666,46.5,0,0,0.8500,0.2880,1.1380
298.358380,-63.978523,0.07,0.06,0,19532601-6358426,7.487,0.015,0.023,27709.6,7.001,0.015,0.021,19884.3,6.885,0.027,0.031,13881.0,AAA,111,111,000,666666,35.6,0,0,0.4860,0.1160,0.6020
311.738098,-64.412338,0.06,0.06,0,20465714-6424444,7.555,0.019,0.026,36764.6,7.007,0.017,0.023,26984.2,6.925,0.013,0.020,15900.8,AAA,111,111,000,666655,38.1,0,0,0.5480,0.0820,0.6300
305.414589,-64.771576,0.06,0.06,90,20213950-6446176,7.598,0.013,0.021,39194.9,7.004,0.017,0.023,27058.9,6.882,0.023,0.027,15439.0,AAA,111,111,000,666666,24.9,0,0,0.5940,0.1220,0.7160
311.059390,-67.593857,0.07,0.06,0,20441425-6735378,7.537,0.025,0.030,30383.0,7.006,0.017,0.023,19121.0,6.842,0.007,0.016,15474.6,AAA,111,111,000,666655,32.8,0,0,0.5310,0.1640,0.6950
348.364773,-8.908055,0.11,0.06,90,23132754-0854289,7.114,0.011,0.020,57125.5,7.009,0.013,0.020,24283.4,6.917,0.015,0.021,14949.3,AAA,111,111,000,666656,54.5,0,0,0.1050,0.0920,0.1970
350.749233,-13.489508,0.06,0.06,90,23225981-1329222,7.528,0.021,0.027,28591.0,7.003,0.029,0.033,19173.9,6.864,0.007,0.016,14152.1,AAA,111,111,000,666655,28.9,0,0,0.5250,0.1390,0.6640
270.408121,-11.142238,0.07,0.06,0,18013794-1108320,8.294,0.019,0.026,11880.4,7.003,0.029,0.033,19173.9,6.368,0.017,0.023,20855.5,AAA,111,111,000,666666,15.3,0,0,1.2910,0.6350,1.9260
272.320721,-10.844488,0.06,0.06,90,18091697-1050401,8.315,0.017,0.024,12062.3,7.003,0.019,0.024,20545.2,6.274,0.011,0.018,23540.7,AAA,111,111,000,666666,10.3,0,0,1.3120,0.7290,2.0410
275.185582,-9.336442,0.06,0.06,90,18204453-0920111,8.468,0.027,0.032,8815.2,7.007,0.019,0.024,16638.3,6.144,0.015,0.021,21568.5,AAA,111,111,000,666666,10.5,0,0,1.4610,0.8630,2.3240
274.535580,-7.048313,0.06,0.06,90,18180853-0702539,8.338,0.027,0.032,11809.5,7.006,0.037,0.040,19121.0,6.464,0.009,0.017,17816.4,AAA,111,111,000,666666,11.5,0,0,1.3320,0.5420,1.8740
275.135110,-8.724548,0.06,0.06,90,18203242-0843283,8.357,0.019,0.026,10830.0,7.006,0.039,0.042,17238.9,6.414,0.017,0.023,17410.8,AAA,111,111,000,666666,10.7,0,0,1.3510,0.5920,1.9430
274.104155,-10.000633,0.06,0.06,90,18162499-1000022,8.337,0.015,0.023,12665.7,7.005,0.033,0.036,19138.6,6.359,0.013,0.020,20315.2,AAA,111,111,000,666666,10.1,0,0,1.3320,0.6460,1.9780
298.513682,34.497486,0.06,0.06,0,19540328+3429509,7.463,0.013,0.021,33669.0,7.008,0.013,0.020,24305.8,6.891,0.007,0.016,15311.6,AAA,111,111,000,666656,16.3,0,0,0.4550,0.1170,0.5720
297.799389,36.168373,0.06,0.06,90,19511185+3610061,8.059,0.013,0.021,24764.5,7.007,0.019,0.024,26984.2,6.559,0.017,0.023,22275.1,AAA,111,111,000,666666,17.1,0,0,1.0520,0.4480,1.5000
297.867387,35.828579,0.07,0.06,0,19512817+3549428,7.294,0.011,0.020,40722.1,7.007,0.019,0.024,22704.4,6.926,0.011,0.018,16444.5,AAA,111,111,000,665666,13.9,0,0,0.2870,0.0810,0.3680
300.283159,37.043751,0.06,0.06,90,20010795+3702375,8.034,0.021,0.027,16742.9,7.007,0.041,0.044,17828.3,6.633,0.017,0.023,16913.0,AAA,111,111,000,666666,18.5,0,0,1.0270,0.3740,1.4010
290.454597,34.297222,0.06,0.06,90,19214910+3417499,7.791,0.033,0.037,24890.3,7.001,0.033,0.036,22055.2,6.766,0.013,0.020,18408.6,AAA,111,111,000,666666,26.3,0,0,0.7900,0.2350,1.0250
244.943846,59.999866,0.07,0.07,90,16194652+5959595,7.755,0.013,0.021,24012.1,7.008,0.009,0.017,21913.4,6.843,0.011,0.018,13938.6,AAA,111,111,000,666666,16.7,0,0,0.7470,0.1650,0.9120
250.573060,53.621967,0.16,0.08,90,16421753+5337190,7.424,0.021,0.027,46007.6,7.005,0.025,0.029,27034.0,6.917,0.011,0.018,13951.5,AAA,111,111,000,562366,38.2,0,0,0.4190,0.0880,0.5070
222.277438,56.895996,0.08,0.06,90,14490658+5653455,7.210,0.027,0.032,54129.0,7.009,0.019,0.024,29875.1,6.961,0.017,0.023,20277.8,AAA,111,111,000,666666,41.3,0,0,0.2010,0.0480,0.2490
237.672996,62.447304,0.10,0.06,0,15504151+6226502,7.831,0.013,0.021,26609.1,7.004,0.011,0.018,23567.3,6.762,0.009,0.017,15546.1,AAA,111,111,000,677755,36.1,0,0,0.8270,0.2420,1.0690
213.341848,62.704624,0.18,0.06,0,14132204+6242166,7.176,0.031,0.035,59845.3,7.009,0.025,0.029,32011.8,6.971,0.007,0.016,18114.2,AAA,111,111,000,563555,62.3,0,0,0.1670,0.0380,0.2050
228.760182,72.867180,0.06,0.06,90,15150244+7252018,7.813,0.019,0.026,21990.2,7.006,0.007,0.016,19792.9,6.718,0.007,0.016,15639.4,AAA,111,111,000,667756,23.0,0,0,0.8070,0.2880,1.0950
236.814742,68.259750,0.06,0.06,90,15471553+6815351,7.537,0.011,0.020,30383.0,7.009,0.015,0.021,21893.2,6.919,0.011,0.018,11717.1,AAA,111,111,000,666666,12.7,0,0,0.5280,0.0900,0.6180
244.655379,67.084206,0.21,0.06,0,16183729+6705031,7.742,0.021,0.027,24301.3,7.001,0.043,0.045,20583.1,6.856,0.015,0.021,12417.1,AAA,111,111,000,663366,40.7,0,0,0.7410,0.1450,0.8860
251.551112,70.548233,0.06,0.06,0,16461226+7032536,7.518,0.013,0.021,33130.7,7.008,0.021,0.026,26044.1,6.937,0.019,0.024,13231.8,AAA,111,111,000,664466,18.1,0,0,0.5100,0.0710,0.5810
191.339864,70.448914,0.28,0.06,90,12452156+7026560,7.476,0.013,0.021,31047.7,7.004,0.013,0.020,19829.4,6.893,0.013,0.020,13311.3,AAA,111,111,000,666666,26.0,0,0,0.4720,0.1110,0.5830
218.688299,72.720268,0.12,0.09,90,14344519+7243129,7.677,0.009,0.019,28617.4,7.003,0.009,0.017,22788.2,6.877,0.013,0.020,13508.9,AAA,111,111,000,666666,17.3,0,0,0.6740,0.1260,0.8000
199.727990,67.194939,0.11,0.06,0,13185471+6711417,7.127,0.013,0.021,44323.1,7.005,0.025,0.029,19138.6,6.918,0.013,0.020,12140.0,AAA,111,111,000,566666,13.6,0,0,0.1220,0.0870,0.2090
212.950964,65.223694,0.07,0.07,90,14114823+6513252,7.647,0.027,0.032,38782.0,7.006,0.011,0.018,32100.4,6.886,0.013,0.020,19589.4,AAA,111,111,000,666666,52.7,0,0,0.6410,0.1200,0.7610
235.476815,66.775772,0.07,0.07,90,15415443+6646327,7.548,0.017,0.024,29055.6,7.008,0.011,0.018,21169.5,6.908,0.009,0.017,11836.4,AAA,111,111,000,676766,21.8,0,0,0.5400,0.1000,0.6400
183.291459,1.366324,0.07,0.07,90,12130995+0121587,7.774,0.013,0.021,22794.5,7.002,0.039,0.042,24440.5,6.802,0.013,0.020,13508.9,AAA,111,111,000,666666,59.5,0,0,0.7720,0.2000,0.9720
181.816665,10.531391,0.08,0.07,90,12071599+1031530,7.300,0.011,0.020,35272.0,7.003,0.025,0.029,24418.0,6.938,0.011,0.018,11918.5,AAA,111,111,000,665656,16.7,0,0,0.2970,0.0650,0.3620
190.191771,4.914336,0.08,0.06,0,12404602+0454516,7.672,0.019,0.026,28749.5,7.003,0.043,0.045,27083.8,6.873,0.031,0.034,14035.2,AAA,111,111,000,777756,51.4,0,0,0.6690,0.1300,0.7990
216.662340,7.539768,0.13,0.10,0,14263896+0732231,7.488,0.015,0.023,34058.8,7.002,0.037,0.040,27108.8,6.822,0.013,0.020,14710.2,AAA,111,111,000,666666,10.3,0,0,0.4860,0.1800,0.6660
218.877209,5.050432,0.15,0.07,0,14353053+0503015,7.492,0.017,0.024,31668.7,7.001,0.043,0.045,26212.6,6.875,0.011,0.018,14009.4,AAA,111,111,000,777777,24.3,0,0,0.4910,0.1260,0.6170
208.727662,20.718029,0.12,0.07,90,13545463+2043049,7.598,0.027,0.032,30777.3,7.008,0.033,0.036,21169.5,6.875,0.013,0.020,17235.3,AAA,111,111,000,665666,101.6,0,0,0.5900,0.1330,0.7230
205.482759,14.118116,0.16,0.07,0,13415586+1407052,7.208,0.009,0.019,50609.3,7.001,0.015,0.021,27133.8,6.935,0.003,0.015,14204.3,AAA,111,111,000,666666,15.5,0,0,0.2070,0.0660,0.2730
205.919856,13.554679,0.07,0.07,90,13434076+1333168,7.502,0.015,0.023,36027.2,7.007,0.013,0.020,23502.3,6.859,0.007,0.016,14717.0,AAA,111,111,000,666666,32.6,0,0,0.4950,0.1480,0.6430
208.415173,0.919499,0.08,0.06,90,13533964+0055101,7.301,0.009,0.019,40460.4,7.003,0.039,0.042,29020.8,6.921,0.025,0.029,13428.3,AAA,111,111,000,666656,36.6,0,0,0.2980,0.0820,0.3800
210.501304,0.459844,0.13,0.08,0,14020031+0027354,7.458,0.009,0.019,33824.4,7.006,0.015,0.021,27009.1,6.904,0.013,0.020,12729.8,AAA,111,111,000,666666,33.8,0,0,0.4520,0.1020,0.5540
256.406592,29.623180,0.06,0.06,90,17053758+2937234,6.980,0.013,0.021,60315.7,7.003,0.015,0.021,30040.7,6.926,0.013,0.020,15886.2,AAA,111,111,000,666666,19.7,0,0,-0.0230,0.0770,0.0540
261.680160,31.077181,0.07,0.06,0,17264323+3104378,7.318,0.011,0.020,44180.4,7.007,0.013,0.020,26068.1,6.930,0.035,0.038,14771.3,AAA,111,111,000,776777,10.6,0,0,0.3110,0.0770,0.3880
260.521031,31.987436,0.06,0.06,90,17220504+3159147,7.215,0.007,0.018,50284.0,7.006,0.015,0.021,24350.6,6.944,0.013,0.020,15625.0,AAA,111,111,000,667766,25.7,0,0,0.2090,0.0620,0.2710
245.420746,7.000586,0.08,0.07,0,16214097+0700021,7.515,0.013,0.021,32094.5,7.008,0.041,0.044,24305.8,6.890,0.037,0.040,13817.2,AAA,111,111,000,776756,16.7,0,0,0.5070,0.1180,0.6250
239.690915,3.763753,0.17,0.06,0,15584581+0345495,7.508,0.019,0.026,33437.2,7.002,0.031,0.034,25299.4,6.857,0.021,0.026,14243.6,AAA,111,111,000,666666,44.8,0,0,0.5060,0.1450,0.6510
242.604675,4.546404,0.08,0.07,0,16102512+0432470,7.880,0.019,0.026,24571.4,7.004,0.027,0.031,25252.8,6.743,0.009,0.017,18164.4,AAA,111,111,000,666666,38.9,0,0,0.8760,0.2610,1.1370
240.280447,13.612855,0.08,0.07,90,16010730+1336462,7.515,0.011,0.020,34389.8,7.003,0.013,0.020,26164.4,6.898,9.995,9.995,11945.9,AAF,111,111,000,665501,24.9,0,0,0.5120,0.1050,0.6170
241.057764,9.111263,0.07,0.06,0,16041386+0906405,7.462,0.011,0.020,34884.3,7.009,0.033,0.036,23459.0,6.872,0.015,0.021,14048.2,AAA,111,111,000,666666,40.2,0,0,0.4530,0.1370,0.5900
234.918644,9.127498,0.07,0.06,0,15394047+0907389,7.180,0.011,0.020,40778.4,7.006,0.027,0.031,23523.9,6.952,0.007,0.016,10247.6,AAA,111,111,000,666655,15.0,0,0,0.1740,0.0540,0.2280
290.395017,-23.115370,0.06,0.06,90,19213480-2306553,7.814,0.017,0.024,28962.1,7.009,0.045,0.047,24283.4,6.728,0.023,0.027,16604.3,AAA,111,111,000,666646,19.5,0,0,0.8050,0.2810,1.0860
292.532064,-19.243147,0.06,0.06,90,19300769-1914353,7.764,0.017,0.024,26413.8,7.001,0.019,0.024,23632.5,6.755,0.007,0.016,18596.0,AAA,111,111,000,666655,24.6,0,0,0.7630,0.2460,1.0090
292.644971,-5.799211,0.07,0.06,0,19303479-0547571,7.825,0.019,0.026,24122.9,7.005,0.015,0.021,21228.0,6.733,0.015,0.021,15966.9,AAA,111,111,000,776766,28.2,0,0,0.8200,0.2720,1.0920
284.061598,-9.739561,0.06,0.06,90,18561478-0944224,7.848,0.007,0.018,18545.1,7.007,0.057,0.059,20469.6,6.734,0.017,0.023,15410.6,AAA,111,111,000,777767,12.0,0,0,0.8410,0.2730,1.1140
284.125536,-9.810320,0.06,0.06,90,18563012-0948371,7.951,0.015,0.023,17459.4,7.005,0.031,0.034,21228.0,6.724,0.019,0.024,15553.2,AAA,111,111,ddd,666666,10.3,0,0,0.9460,0.2810,1.2270
287.207508,-10.307144,0.06,0.06,90,19084980-1018257,7.986,0.011,0.020,20092.3,7.003,0.035,0.038,19173.9,6.528,0.009,0.017,20664.3,AAA,111,111,000,666666,13.3,0,0,0.9830,0.4750,1.4580
286.723889,-7.777223,0.06,0.06,90,19065373-0746380,7.544,0.015,0.023,32346.7,7.008,0.035,0.038,26959.4,6.838,0.023,0.027,15531.7,AAA,111,111,000,666666,13.2,0,0,0.5360,0.1700,0.7060
286.475051,-8.907888,0.06,0.06,90,19055401-0854283,7.196,0.009,0.019,41593.9,7.003,0.031,0.034,25276.1,6.978,0.023,0.027,13189.2,AAA,111,111,000,666666,17.0,0,0,0.1930,0.0250,0.2180
359.218815,56.724949,0.06,0.06,90,23565251+5643298,7.848,0.007,0.018,21292.7,7.001,0.015,0.021,18557.1,6.744,0.013,0.020,16361.4,AAA,111,111,000,777767,12.7,0,0,0.8470,0.2570,1.1040
359.466850,56.707119,0.06,0.06,0,23575204+5642256,7.828,0.023,0.029,25776.9,7.004,0.031,0.034,22767.2,6.729,0.015,0.021,17172.0,AAA,111,111,000,666666,13.5,0,0,0.8240,0.2750,1.0990
354.399186,59.128204,0.06,0.06,90,23373580+5907415,8.334,0.031,0.035,16174.5,7.003,0.027,0.031,25276.1,6.413,0.009,0.017,23780.5,AAA,111,111,000,666666,11.9,0,0,1.3310,0.5900,1.9210
358.065152,61.916775,0.06,0.06,0,23521563+6155003,7.826,0.007,0.018,24947.7,7.008,0.037,0.040,22683.5,6.730,0.005,0.016,16011.1,AAA,111,111,000,666666,24.0,0,0,0.8180,0.2780,1.0960
353.732286,62.412636,0.06,0.06,0,23345574+6224454,8.439,0.015,0.023,14683.5,7.002,0.023,0.027,24440.5,6.411,0.007,0.016,23015.5,AAA,111,111,000,666666,18.4,0,0,1.4370,0.5910,2.0280
