ra,dec,h_m,prox
55.621399,-38.904587,11.011,76.2
33.092201,-18.790699,11.011,77.6
198.624410,-6.902348,11.011,92.3
197.712819,41.919926,11.011,109.6
357.831878,-37.612831,11.011,87.5
177.631393,-7.909282,11.011,76.5
156.209666,38.327065,11.011,79.1
22.299701,-30.921942,11.011,81.8
13.926751,18.720657,11.011,82.5
8.745721,-35.331779,11.011,110.6
170.176850,23.533531,11.011,81.2
157.146033,37.053051,11.011,83.0
137.851816,45.274582,11.011,76.4
51.350899,-59.168022,11.011,84.4
50.970610,9.836512,11.011,92.5
58.297684,-38.364906,11.011,99.1
58.688112,-56.661465,11.011,112.1
17.748674,-9.305133,11.011,78.2
179.145189,64.352013,11.011,89.2
146.921136,-12.343492,11.011,79.0
27.434532,-27.095675,11.011,85.9
189.539960,38.875759,11.011,81.3
162.101666,-20.732702,11.011,77.0
48.410197,-33.998493,11.011,104.1
154.520830,42.634243,11.011,91.1
193.164708,29.184956,11.011,131.8
246.839364,55.786373,11.011,84.8
144.335139,5.509949,11.011,78.7
172.965733,45.116253,11.011,114.2
202.569955,66.225426,11.011,93.4
159.885477,3.521181,11.011,78.0
163.899881,58.049992,11.011,80.0
213.674781,30.477701,11.011,84.1
5.048895,35.628643,11.011,77.3
156.613628,0.678111,11.011,91.7
144.461896,0.086430,11.011,102.9
188.495301,1.216854,11.011,92.5
158.111208,-6.424733,11.011,87.0
175.416863,5.041247,11.011,87.7
215.900116,51.953049,11.011,75.9
147.910006,10.081311,11.011,97.0
334.243422,-6.855408,11.011,93.0
43.844241,14.201231,11.011,95.1
187.342871,38.114384,11.011,81.6
180.792686,-20.524178,11.011,90.3
22.680758,12.770600,11.011,115.4
23.484372,-58.586639,11.011,134.0
218.840828,6.879123,11.011,76.2
55.443148,-22.820089,11.012,75.7
48.588943,14.125446,11.012,98.0
47.015594,16.972305,11.012,92.8
47.368474,21.579824,11.012,75.4
1.040169,-6.278129,11.012,78.4
136.448501,21.181572,11.012,99.8
12.875006,11.941252,11.012,107.0
164.949159,-17.426779,11.012,77.3
179.912890,55.489502,11.012,85.1
223.088080,39.293491,11.012,76.7
351.416437,-72.534653,11.012,81.9
353.188570,5.489158,11.012,124.8
195.324186,3.840189,11.012,79.7
16.167173,14.258316,11.012,95.4
197.238072,28.520761,11.012,150.7
5.244439,-19.824018,11.012,130.0
177.000889,17.946989,11.012,126.9
187.899169,11.974264,11.012,88.8
29.104853,-26.986792,11.012,83.9
12.759854,10.090428,11.012,82.8
160.277799,28.365740,11.012,102.2
54.110661,-8.339332,11.012,93.9
357.758100,-24.083704,11.012,105.0
143.360020,6.398744,11.012,86.7
127.093539,68.895416,11.012,124.2
344.918909,-38.085182,11.012,94.3
212.794318,56.118732,11.012,89.8
151.315426,6.191045,11.012,79.1
198.851851,66.644875,11.012,82.0
27.161434,-33.004730,11.012,86.1
338.207331,15.794469,11.012,78.1
150.908066,27.012573,11.012,126.3
359.795080,-34.790710,11.012,76.2
46.586742,-53.502926,11.012,81.0
78.630685,-8.235849,11.012,88.5
34.846983,-27.705980,11.012,100.2
189.183668,-30.847664,11.012,75.2
47.381862,-51.450787,11.012,112.9
59.213317,-25.463242,11.012,86.7
53.469431,-8.490066,11.012,76.0
131.062707,8.673225,11.012,76.0
16.768547,-31.489166,11.012,80.7
184.896779,9.478561,11.012,84.9
46.391535,-49.130421,11.012,106.8
190.704568,24.806620,11.012,79.1
163.978990,-4.350171,11.012,93.9
195.396027,61.009731,11.012,79.4
42.999941,-25.145267,11.012,100.3
42.357857,-21.669235,11.012,79.1
185.203260,9.477107,11.012,78.0
23.843977,-9.967934,11.012,87.6
8.756426,-14.370865,11.013,81.2
41.627193,9.396096,11.013,81.4
213.390889,25.077246,11.013,79.8
18.463146,-27.249815,11.013,76.8
171.576081,23.865374,11.013,97.1
17.750400,-5.390371,11.013,92.8
167.634989,46.897606,11.013,131.5
148.930103,2.177631,11.013,83.2
207.168231,15.504864,11.013,86.2
135.532315,39.155136,11.013,120.9
212.849933,20.785709,11.013,120.6
185.537769,18.531221,11.013,79.9
42.644222,18.676353,11.013,79.1
318.904668,-42.364063,11.013,113.1
227.886838,5.677434,11.013,78.4
45.508645,-35.178478,11.013,84.1
44.082295,-42.106754,11.013,86.0
34.110919,-64.350189,11.013,99.3
200.752969,4.385727,11.013,94.8
33.376452,-14.434229,11.013,80.5
66.026963,2.344984,11.013,90.5
178.525623,33.639851,11.013,80.2
24.259624,-3.853429,11.013,90.7
3.194627,-9.112479,11.013,78.9
326.250754,-18.840061,11.013,76.2
176.094117,-9.839820,11.013,81.0
356.672977,8.214795,11.013,79.4
220.642126,52.312176,11.013,83.3
196.475851,24.724615,11.013,103.3
137.260932,7.486969,11.013,75.3
18.668682,10.432305,11.013,86.2
174.803690,1.347001,11.013,82.8
33.316057,-4.020720,11.013,81.4
184.841172,29.671598,11.013,92.9
138.499952,45.335930,11.013,110.6
189.522401,-16.788668,11.013,77.9
138.097771,45.542702,11.013,84.1
206.118678,19.220203,11.013,91.2
190.329599,29.666309,11.013,113.5
55.432223,-42.816685,11.013,84.2
127.818197,23.897192,11.013,78.8
166.093604,40.282665,11.013,93.6
36.035843,-73.680573,11.013,77.2
68.986845,-21.171223,11.013,90.1
358.916726,-11.352290,11.013,101.5
151.892408,61.235447,11.013,84.3
132.273589,20.940517,11.014,84.0
175.353182,27.188917,11.014,94.2
174.478200,5.541147,11.014,100.7
178.313171,43.014942,11.014,99.2
17.131365,-31.539495,11.014,82.9
179.400672,8.068516,11.014,108.2
162.415883,6.813695,11.014,96.4
166.241682,27.886700,11.014,100.9
188.511268,-1.494622,11.014,98.4
167.558573,29.960527,11.014,91.9
146.058873,31.225063,11.014,76.0
141.977226,12.818988,11.014,77.2
139.222888,4.608108,11.014,77.3
8.274888,-3.256101,11.014,114.2
184.106667,50.241718,11.014,84.7
356.110554,22.022661,11.014,75.6
148.823811,31.922863,11.014,103.0
194.494083,56.711018,11.014,77.9
15.338378,-22.733473,11.014,101.7
163.288864,33.449451,11.014,106.0
169.807130,44.083527,11.014,87.6
342.604472,-8.922529,11.014,82.3
8.588046,-6.985166,11.014,80.1
194.243067,-1.707913,11.014,90.2
2.017367,-43.734493,11.014,111.7
163.948367,41.041428,11.014,77.8
212.365578,80.383858,11.014,84.4
175.475032,9.997989,11.014,104.1
31.632751,2.673118,11.014,113.2
152.365479,37.613838,11.014,75.3
162.466460,-3.873139,11.014,120.1
194.846567,28.958796,11.014,79.7
34.591068,-56.364128,11.014,86.2
28.492137,14.373613,11.014,95.6
336.051385,-6.763303,11.014,78.5
17.046426,30.209715,11.014,78.0
241.179908,61.144627,11.014,78.5
176.794177,49.262402,11.014,89.8
359.511340,30.317356,11.014,86.8
355.884084,-52.956989,11.014,84.8
344.536582,5.524081,11.014,75.4
342.179235,-26.157999,11.014,82.6
9.532987,0.676640,11.014,75.1
204.022392,19.672703,11.014,81.5
